Tadh_TriadT587	DSL.HG1.4:DLL1/DLL4/JAG1/JAG2
Tadh_wf_g1580.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g4993.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g5011.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g6539.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g6540.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g6541.t1	GPCRrhod.HG51.0:NA
Tadh_wf_g7884.t1	GPCRrhod.HG51.0:NA
Tadh_TriadT57587	GPCRrhod.HG52.0:NA
Tadh_wf_g10252.t1	GPCRrhod.HG52.1:NA
Tadh_TriadT58778	GPCRrhod.HG52.10:NA
Tadh_TriadT62788	GPCRrhod.HG52.10:NA
Tadh_TriadT35067	GPCRrhod.HG52.13:NA
Tadh_TriadT58779	GPCRrhod.HG52.14:NA
Tadh_TriadT58781	GPCRrhod.HG52.16:NA
Tadh_TriadT58780	GPCRrhod.HG52.18:NA
Tadh_TriadT52978	GPCRrhod.HG52.2:NA
Tadh_wf_g3683.t1	GPCRrhod.HG52.5:NA
Tadh_wf_g3279.t1	GPCRrhod.HG52.6:NA
Tadh_wf_g3280.t1	GPCRrhod.HG52.7:NA
Tadh_TriadT54494	GPCRrhod.HG52.8:NA
Tadh_wf_g6302.t1	GPCRrhod.HG54.0:NA
Tadh_TriadT59002	GPCRrhod.HG54.1:NA
Tadh_wf_g11648.t1	GPCRrhod.HG54.10:NA
Tadh_wf_g6299.t1	GPCRrhod.HG54.10:NA
Tadh_wf_g6304.t1	GPCRrhod.HG54.13:NA
Tadh_TriadT57434	GPCRrhod.HG54.14:NA
Tadh_wf_g6306.t1	GPCRrhod.HG54.15:NA
Tadh_TriadT57435	GPCRrhod.HG54.17:NA
Tadh_wf_g6301.t1	GPCRrhod.HG54.2:NA
Tadh_wf_g6303.t1	GPCRrhod.HG54.3:NA
Tadh_TriadT59001	GPCRrhod.HG54.4:NA
Tadh_wf_g11649.t1	GPCRrhod.HG54.6:NA
Tadh_wf_g6298.t1	GPCRrhod.HG54.6:NA
Tadh_wf_g11875.t1	GPCRrhod.HG54.7:NA
Tadh_wf_g6300.t1	GPCRrhod.HG54.7:NA
Tadh_wf_g2444.t1	GPCRrhod.HG54.8:NA
Tadh_TriadT59000	GPCRrhod.HG54.9:NA
Tadh_wf_g1746.t1	GPCRrhod.HG59.0:NA
Tadh_wf_g1743.t1	GPCRrhod.HG59.1:NA
Tadh_TriadT5465	GPCRrhod.HG59.3:NA
Tadh_wf_g1744.t1	GPCRrhod.HG59.4:NA
Tadh_TriadT5191	GPCRrhod.HG59.5:NA
Tadh_wf_g3657.t1	GPCRrhod.HG59.7:NA
Tadh_TriadT60706	GPCRrhod.HG59.9:NA
Tadh_TriadT60707	GPCRrhod.HG59.9:NA
Tadh_TriadT57363	GPCRrhod.HG6.1:NA
Tadh_wf_g1872.t1	GPCRrhod.HG6.1:NA
Tadh_wf_g7233.t1	GPCRrhod.HG6.1:NA
Tadh_TriadT24297	GPCRrhod.HG62.0:NA
Tadh_TriadT56077	GPCRrhod.HG62.0:NA
Tadh_wf_g4880.t1	GPCRrhod.HG62.1:NA
Tadh_TriadT62155	GPCRrhod.HG62.11:NA
Tadh_TriadT62156	GPCRrhod.HG62.13:NA
Tadh_TriadT23455	GPCRrhod.HG62.2:NA
Tadh_TriadT7742	GPCRrhod.HG62.2:NA
Tadh_TriadT3799	GPCRrhod.HG62.3:NA
Tadh_TriadT23413	GPCRrhod.HG62.4:NA
Tadh_TriadT24452	GPCRrhod.HG62.5:NA
Tadh_TriadT5569	GPCRrhod.HG62.5:NA
Tadh_TriadT15472	GPCRrhod.HG62.6:NA
Tadh_TriadT15366	GPCRrhod.HG62.7:NA
Tadh_TriadT62157	GPCRrhod.HG62.8:NA
Tadh_wf_g6351.t1	GPCRrhod.HG65.0:NA
Tadh_wf_g3869.t1	GPCRrhod.HG65.1:NA
Tadh_TriadT55894	GPCRrhod.HG65.10:NA
Tadh_TriadT55895	GPCRrhod.HG65.12:NA
Tadh_wf_g4696.t1	GPCRrhod.HG65.13:NA
Tadh_TriadT58847	GPCRrhod.HG65.2:NA
Tadh_TriadT58848	GPCRrhod.HG65.3:NA
Tadh_wf_g4695.t1	GPCRrhod.HG65.4:NA
Tadh_TriadT55896	GPCRrhod.HG65.5:NA
Tadh_wf_g4700.t1	GPCRrhod.HG65.6:NA
Tadh_TriadT55893	GPCRrhod.HG65.7:NA
Tadh_TriadT51946	GPCRrhod.HG71.1:NA
Tadh_TriadT55595	GPCRrhod.HG78.0:NA
Tadh_wf_g7732.t1	GPCRrhod.HG78.1:NA
Tadh_TriadT58846	GPCRrhod.HG78.2:NA
Tadh_TriadT58844	GPCRrhod.HG78.3:NA
Tadh_TriadT30381	GPCRrhod.HG78.4:NA
Tadh_TriadT15905	GPCRrhod.HG78.5:NA
Tadh_TriadT51391	GPCRrhod.HG78.6:NA
Tadh_TriadT29844	GPCRrhod.HG78.7:NA
Tadh_wf_g8411.t1	GPCRrhod.HG78.8:NA
Tadh_TriadT60889	GPCRrhod.HG80.0:NA
Tadh_wf_g2659.t1	GPCRrhod.HG80.1:NA
Tadh_wf_g2661.t1	GPCRrhod.HG80.2:NA
Tadh_wf_g9899.t1	GPCRrhod.HG80.3:NA
Tadh_wf_g9898.t1	GPCRrhod.HG80.4:NA
Tadh_wf_g9902.t1	GPCRrhod.HG80.6:NA
Tadh_wf_g9903.t1	GPCRrhod.HG80.6:NA
Tadh_wf_g9901.t1	GPCRrhod.HG80.7:NA
Tadh_TriadT60891	GPCRrhod.HG80.8:NA
Tadh_TriadT57627	GPCRrhod.HG94.0:NA
Tadh_wf_g5748.t1	GPCRrhod.HG94.0:NA
Tadh_TriadT21906	GPCRrhod.HG99.0:GPR27/GPR85/GPR173
Tadh_TriadT57467	GPCRrhod.Unclassified
Tadh_wf_g9892.t1	GPCRrhod.Unclassified
Tadh_TriadT17498	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT31502	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT52069	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT52071	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT52615	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT52616	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT52620	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT55942	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT55944	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT62264	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_wf_g9225.t1	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
Tadh_TriadT55870	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT55871	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT55875	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT61452	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT61907	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT64227	GPCRsecr.HG1.22:ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5
Tadh_TriadT54629	GPCRsecr.HG1.23:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT54260	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT54306	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT56231	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT57964	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60087	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60092	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59353	GPCRsecr.HG1.27:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT63067	GPCRsecr.HG1.27:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59341	GPCRsecr.HG1.28:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT52030	GPCRsecr.HG1.30:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT62266	GPCRsecr.HG1.31:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59352	GPCRsecr.HG1.32:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59350	GPCRsecr.HG1.33:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59344	GPCRsecr.HG1.34:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT17306	GPCRsecr.HG1.35:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59345	GPCRsecr.HG1.35:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT30558	GPCRsecr.HG1.36:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT59938	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60117	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60118	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60119	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60120	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT60121	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT57837	GPCRsecr.HG1.40:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
Tadh_TriadT17345	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT23992	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT24251	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT24542	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT33101	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT33124	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT33541	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT55989	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT55994	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT55995	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT57359	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT57362	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT58102	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT61846	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT61848	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT61850	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT61852	GPCRsecr.HG1.8:ADGRD2
Tadh_wf_g10929.t1	GPCRsecr.HG1.8:ADGRD2
Tadh_wf_g6972.t1	GPCRsecr.HG1.8:ADGRD2
Tadh_TriadT57692	GPCRsecr.HG11.0:NA
Tadh_TriadT59355	GPCRsecr.HG13.0:NA
Tadh_TriadT54794	GPCRsecr.HG2.0:like:ADGRG1/ADGRG2/ADGRG3/ADGRG4/ADGRG5/ADGRG6/ADGRG7
Tadh_TriadT57425	GPCRsecr.HG2.0:like:ADGRG1/ADGRG2/ADGRG3/ADGRG4/ADGRG5/ADGRG6/ADGRG7
Tadh_TriadT57516	GPCRsecr.HG2.0:like:ADGRG1/ADGRG2/ADGRG3/ADGRG4/ADGRG5/ADGRG6/ADGRG7
Tadh_TriadT57663	GPCRsecr.HG2.0:like:ADGRG1/ADGRG2/ADGRG3/ADGRG4/ADGRG5/ADGRG6/ADGRG7
Tadh_TriadT57670	GPCRsecr.HG2.0:like:ADGRG1/ADGRG2/ADGRG3/ADGRG4/ADGRG5/ADGRG6/ADGRG7
Tadh_TriadT59750	GPCRsecr.HG7.1:GPR143
Tadh_TriadT59515	GPCRsecr.HG9.0:NA
Tadh_TriadT60710	GPCRsecr.Unclassified
Tadh_TriadT49676	LAG1-DNAbind.HG1.0:RBPJ/RBPJL
Tadh_TriadT19424	Ldl_recept_b.Unclassified
Tadh_TriadT27379	Ldl_recept_b.Unclassified
Tadh_TriadT57765	Ldl_recept_b.Unclassified
Tadh_TriadT62104	Ldl_recept_b.Unclassified
Tadh_TriadT62105	Ldl_recept_b.Unclassified
Tadh_TriadT52368	MH2.HG1.0:SMAD6/SMAD7
Tadh_TriadT30731	MH2.HG1.1:SMAD4
Tadh_TriadT50301	MH2.HG1.13:like:SMAD2/SMAD3
Tadh_TriadT49742	MH2.HG1.14:SMAD2/SMAD3
Tadh_TriadT53495	Notch.HG1.0:PAPPA2
Tadh_TriadT51611	Notch.HG1.3:GNPTAB
Tadh_TriadT52362	Patched.HG1.1:like:NPC1/NPC1L1/PTCH1/PTCH2/PTCHD1/PTCHD3/PTCHD4
Tadh_TriadT28666	Patched.HG1.13:NPC1/NPC1L1
Tadh_TriadT57533	Patched.HG1.2:DISP3
Tadh_TriadT37359	Patched.HG1.3:HMGCR
Tadh_TriadT55014	Patched.HG1.4:SCAP
Tadh_TriadT51865	Pkinase.HG1.13:like:STYK1
Tadh_TriadT25090	Pkinase.HG1.7:like:STYK1
Tadh_hyp_clust6512.t1	Pkinase.HG1.8:like:AC058822.1/CSF1R/FGFR1/FGFR2/FGFR3/FGFR4/FLT1/FLT3/FLT4/KDR/KIT/PDGFRA/PDGFRB/RET
Tadh_TriadT49722	Pkinase.HG10.10:STK24/STK25/STK26
Tadh_TriadT22946	Pkinase.HG10.11:MYO3A/MYO3B
Tadh_TriadT52207	Pkinase.HG10.12:MAP4K4/MINK1/NRK/TNIK
Tadh_TriadT49613	Pkinase.HG10.3:OXSR1/STK39
Tadh_TriadT53554	Pkinase.HG10.4:STRADA/STRADB
Tadh_TriadT30095	Pkinase.HG10.6:TAOK1/TAOK2/TAOK3
Tadh_TriadT28410	Pkinase.HG10.7:SLK/STK10
Tadh_TriadT32096	Pkinase.HG10.8:STK3/STK4
Tadh_TriadT51772	Pkinase.HG10.9:MAP4K1/MAP4K2/MAP4K3/MAP4K5
Tadh_TriadT27989	Pkinase.HG12.0:C8orf44-SGK3/SGK1/SGK2/SGK3
Tadh_TriadT51134	Pkinase.HG12.1:AKT1/AKT2/AKT3
Tadh_TriadT30067	Pkinase.HG12.10:AL355916.3/PRKCE/PRKCH
Tadh_TriadT20496	Pkinase.HG12.11:PRKCA/PRKCB/PRKCG
Tadh_TriadT20881	Pkinase.HG12.2:PKN1/PKN2/PKN3
Tadh_TriadT31577	Pkinase.HG12.4:like:C8orf44-SGK3/SGK1/SGK2/SGK3
Tadh_TriadT57608	Pkinase.HG12.6:PRKCI/PRKCZ
Tadh_TriadT59364	Pkinase.HG13.1:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2
Tadh_TriadT21495	Pkinase.HG13.14:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2
Tadh_TriadT28471	Pkinase.HG13.15:GUCY2D/GUCY2F
Tadh_TriadT29353	Pkinase.HG13.15:GUCY2D/GUCY2F
Tadh_TriadT30655	Pkinase.HG13.5:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2
Tadh_TriadT19422	Pkinase.HG14.10:RPS6KA4/RPS6KA5
Tadh_TriadT28822	Pkinase.HG14.11:RPS6KB1/RPS6KB2
Tadh_TriadT60987	Pkinase.HG14.12:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6
Tadh_TriadT28247	Pkinase.HG14.3:STK32A/STK32B/STK32C
Tadh_TriadT56817	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3
Tadh_TriadT52816	Pkinase.HG14.7:RPS6KC1/RPS6KL1
Tadh_TriadT24000	Pkinase.HG15.0:PRPF4B
Tadh_TriadT18415	Pkinase.HG15.1:CLK1/CLK2/CLK3/CLK4
Tadh_TriadT2504	Pkinase.HG15.10:DYRK2/DYRK3
Tadh_TriadT57092	Pkinase.HG15.3:like:UHMK1
Tadh_TriadT32819	Pkinase.HG15.4:HIPK1/HIPK2/HIPK3/HIPK4
Tadh_TriadT32832	Pkinase.HG15.4:HIPK1/HIPK2/HIPK3/HIPK4
Tadh_TriadT64191	Pkinase.HG15.5:DYRK1A/DYRK1B
Tadh_TriadT33914	Pkinase.HG15.8:AC005832.4/DYRK4
Tadh_TriadT25874	Pkinase.HG16.0:RNASEL
Tadh_TriadT7368	Pkinase.HG16.1:MASTL
Tadh_TriadT57859	Pkinase.HG16.2:MAST1/MAST2/MAST3/MAST4
Tadh_TriadT49578	Pkinase.HG16.4:STK38/STK38L
Tadh_wf_g6774.t1	Pkinase.HG16.6:ROCK1/ROCK2
Tadh_TriadT27610	Pkinase.HG16.7:CIT
Tadh_TriadT33180	Pkinase.HG16.8:CDC42BPA/CDC42BPB/CDC42BPG/DMPK
Tadh_TriadT50661	Pkinase.HG17.1:MAPK1/MAPK3
Tadh_TriadT50163	Pkinase.HG17.12:MAPK11/MAPK12/MAPK13/MAPK14
Tadh_TriadT814	Pkinase.HG17.2:MAPK7
Tadh_TriadT38054	Pkinase.HG17.3:NLK
Tadh_TriadT50520	Pkinase.HG17.4:MAPK15
Tadh_TriadT30150	Pkinase.HG17.8:MAPK8/MAPK9/MAPK10
Tadh_TriadT52193	Pkinase.HG18.2:like:RYK
Tadh_TriadT22456	Pkinase.HG19.1:MAP3K2/MAP3K3
Tadh_TriadT10277	Pkinase.HG19.4:MAP3K5/MAP3K6/MAP3K15
Tadh_TriadT24805	Pkinase.HG19.5:MAP3K4
Tadh_TriadT49618	Pkinase.HG19.7:MAP3K19
Tadh_TriadT28738	Pkinase.HG19.8:MAP3K1
Tadh_TriadT24287	Pkinase.HG2.13:CHEK1
Tadh_TriadT26082	Pkinase.HG2.14:STK40
Tadh_TriadT27641	Pkinase.HG2.15:TRIB1/TRIB2/TRIB3
Tadh_TriadT29179	Pkinase.HG2.18:STK11
Tadh_TriadT50686	Pkinase.HG2.20:MELK
Tadh_TriadT18506	Pkinase.HG2.21:SNRK
Tadh_TriadT28940	Pkinase.HG2.23:CAMKK1/CAMKK2
Tadh_TriadT49700	Pkinase.HG2.24:BRSK1/BRSK2
Tadh_TriadT37919	Pkinase.HG2.25:PRKAA1/PRKAA2
Tadh_TriadT27874	Pkinase.HG2.3:PASK
Tadh_TriadT4614	Pkinase.HG2.32:HUNK
Tadh_TriadT11807	Pkinase.HG2.34:NIM1K
Tadh_TriadT23373	Pkinase.HG2.37:SIK1/SIK1B/SIK2/SIK3
Tadh_TriadT24066	Pkinase.HG2.37:SIK1/SIK1B/SIK2/SIK3
Tadh_TriadT27001	Pkinase.HG2.39:MARK1/MARK2/MARK3/MARK4
Tadh_TriadT61274	Pkinase.HG21.0:like:JAK1/JAK2/JAK3/TYK2
Tadh_TriadT19397	Pkinase.HG22.0:TTBK1/TTBK2
Tadh_TriadT32197	Pkinase.HG22.0:TTBK1/TTBK2
Tadh_TriadT19437	Pkinase.HG22.1:VRK1/VRK2/VRK3
Tadh_TriadT56762	Pkinase.HG22.1:VRK1/VRK2/VRK3
Tadh_TriadT22371	Pkinase.HG22.11:CSNK1G1/CSNK1G2/CSNK1G3
Tadh_TriadT50603	Pkinase.HG22.8:CSNK1A1/CSNK1A1L
Tadh_TriadT20995	Pkinase.HG22.9:CSNK1D/CSNK1E/TPTEP2-CSNK1E
Tadh_TriadT54394	Pkinase.HG23.0:KALRN/TRIO
Tadh_TriadT22731	Pkinase.HG23.12:like:MYLK/MYLK2/MYLK3/MYLK4/TTN
Tadh_TriadT22755	Pkinase.HG23.13:MYLK/MYLK2/MYLK3/MYLK4/TTN
Tadh_TriadT16659	Pkinase.HG24.6:NA
Tadh_TriadT62259	Pkinase.HG25.1:CHUK/IKBKB
Tadh_TriadT28806	Pkinase.HG25.3:STK36
Tadh_TriadT29099	Pkinase.HG25.4:ULK1/ULK2
Tadh_TriadT54606	Pkinase.HG25.5:ULK3
Tadh_TriadT54294	Pkinase.HG25.7:ULK4
Tadh_TriadT53745	Pkinase.HG27.7:ERN1/ERN2
Tadh_TriadT22033	Pkinase.HG28.16:like:ACVR1/ACVR1B/ACVR1C/ACVRL1/BMPR1A/BMPR1B/TGFBR1
Tadh_TriadT22452	Pkinase.HG28.18:ACVR1/ACVRL1/BMPR1A/BMPR1B
Tadh_TriadT27560	Pkinase.HG28.18:ACVR1/ACVRL1/BMPR1A/BMPR1B
Tadh_TriadT3190	Pkinase.HG28.3:ACVR2A/ACVR2B
Tadh_TriadT30166	Pkinase.HG29.15:like:PRKG1
Tadh_TriadT30101	Pkinase.HG29.17:PRKG1
Tadh_TriadT50752	Pkinase.HG3.1:like:ABL1/ABL2/BLK/BMX/BTK/CSK/FER/FES/FGR/FRK/FYN/HCK/ITK/LCK/LYN/MATK/PTK6/SRC/SRMS/TEC/TXK/YES1
Tadh_TriadT60255	Pkinase.HG3.11:like:TEX14
Tadh_TriadT24853	Pkinase.HG3.14:BMX/BTK/ITK/TEC/TXK
Tadh_TriadT27547	Pkinase.HG3.20:like:FER/FES
Tadh_wf_g6857.t1	Pkinase.HG3.21:PTK6/SRMS
Tadh_wf_g6858.t1	Pkinase.HG3.21:PTK6/SRMS
Tadh_TriadT28106	Pkinase.HG3.27:FRK
Tadh_wf_g6867.t1	Pkinase.HG3.27:FRK
Tadh_TriadT50482	Pkinase.HG3.33:like:BLK/FGR/FYN/HCK/LCK/LYN/SRC/YES1
Tadh_TriadT23036	Pkinase.HG3.6:CSK/MATK
Tadh_TriadT62480	Pkinase.HG3.6:CSK/MATK
Tadh_TriadT8256	Pkinase.HG3.6:CSK/MATK
Tadh_wf_g3429.t1	Pkinase.HG3.6:CSK/MATK
Tadh_TriadT50842	Pkinase.HG30.0:like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6
Tadh_TriadT12344	Pkinase.HG30.2:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6
Tadh_TriadT55131	Pkinase.HG31.0:like:DSTYK
Tadh_TriadT26098	Pkinase.HG31.13:DSTYK
Tadh_TriadT55120	Pkinase.HG31.14:like:DSTYK
Tadh_TriadT55132	Pkinase.HG31.17:like:DSTYK
Tadh_TriadT55130	Pkinase.HG31.18:like:DSTYK
Tadh_TriadT54945	Pkinase.HG31.7:like:DSTYK
Tadh_TriadT54946	Pkinase.HG31.7:like:DSTYK
Tadh_TriadT54951	Pkinase.HG31.7:like:DSTYK
Tadh_TriadT54954	Pkinase.HG31.7:like:DSTYK
Tadh_wf_g5862.t1	Pkinase.HG32.14:like:LRRK2
Tadh_wf_g3254.t1	Pkinase.HG33.3:MAP2K5
Tadh_TriadT54589	Pkinase.HG33.4:AC011005.1/MAP2K1/MAP2K2
Tadh_TriadT21281	Pkinase.HG33.5:MAP2K7
Tadh_TriadT21026	Pkinase.HG33.6:MAP2K3/MAP2K6
Tadh_TriadT21381	Pkinase.HG33.7:MAP2K4
Tadh_TriadT34081	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51557	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51558	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51559	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51560	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51561	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51562	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51564	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT51565	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56391	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56727	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56729	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56774	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56775	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56776	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56777	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56778	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT56779	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_wf_g307.t1	Pkinase.HG34.12:like:IRAK1/IRAK2/IRAK3/IRAK4
Tadh_TriadT30306	Pkinase.HG35.1:PLK4
Tadh_TriadT50801	Pkinase.HG35.10:PLK1
Tadh_TriadT30577	Pkinase.HG35.5:AURKA/AURKB/AURKC
Tadh_TriadT60717	Pkinase.HG36.2:EIF2AK3
Tadh_TriadT60719	Pkinase.HG36.2:EIF2AK3
Tadh_TriadT55607	Pkinase.HG36.3:EIF2AK1
Tadh_TriadT51839	Pkinase.HG36.5:EIF2AK4
Tadh_TriadT32222	Pkinase.HG37.1:MOK
Tadh_TriadT32247	Pkinase.HG37.1:MOK
Tadh_TriadT27686	Pkinase.HG37.2:CILK1/MAK
Tadh_TriadT56049	Pkinase.HG37.5:AC006486.1/GSK3A/GSK3B
Tadh_TriadT54919	Pkinase.HG38.0:STK16
Tadh_TriadT57838	Pkinase.HG38.1:GAK
Tadh_TriadT24131	Pkinase.HG38.2:AAK1/BMP2K
Tadh_TriadT19575	Pkinase.HG39.5:CDKL1/CDKL4
Tadh_TriadT31125	Pkinase.HG4.10:CDK11A/CDK11B
Tadh_TriadT20272	Pkinase.HG4.11:CDK20
Tadh_TriadT52937	Pkinase.HG4.12:CDK4/CDK6
Tadh_TriadT23304	Pkinase.HG4.13:CDK7
Tadh_TriadT55283	Pkinase.HG4.14:CDK1
Tadh_TriadT50896	Pkinase.HG4.15:CDK2/CDK3
Tadh_TriadT49937	Pkinase.HG4.16:CDK5
Tadh_TriadT50028	Pkinase.HG4.17:CDK14/CDK15
Tadh_TriadT20204	Pkinase.HG4.18:CDK16/CDK17/CDK18
Tadh_TriadT23127	Pkinase.HG4.6:CDK12/CDK13
Tadh_TriadT20854	Pkinase.HG4.7:CDK9
Tadh_TriadT32638	Pkinase.HG4.8:CDK8/CDK19
Tadh_TriadT32711	Pkinase.HG4.8:CDK8/CDK19
Tadh_TriadT28456	Pkinase.HG4.9:CDK10
