gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA138354	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA166938	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA91822	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA146841	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA89737	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA156642	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA119081	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA91824	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Cgig_XM_011434266.3	Pkinase.HG13.19:like:GUCY2C/NPR1/NPR2	62.0	NA	NA
Dmel_FBtr0273396	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA22135	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA108671	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA22212	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA210739	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Nvec_NVE9841	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Tcas_TC030736_001	Pkinase.HG13.20:like:GUCY2C/NPR1/NPR2	80.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA138341	Pkinase.HG13.21:like:GUCY2C/NPR1/NPR2	100.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA180115	Pkinase.HG13.21:like:GUCY2C/NPR1/NPR2	100.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA118400	Pkinase.HG13.22:like:GUCY2C/NPR1/NPR2	99.0	NA	NA
Skow_XM_006811081.1	Pkinase.HG13.22:like:GUCY2C/NPR1/NPR2	99.0	NA	NA
Skow_XM_006811079.1	Pkinase.HG13.22:like:GUCY2C/NPR1/NPR2	99.0	NA	NA
Spur_XM_011681471.2	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034481898.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034453306.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_011456177.3	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034482719.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034446829.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034483121.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034483128.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034461942.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034481878.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034453542.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA175370	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Cgig_XM_034453591.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_006811219.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_006820124.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_002734733.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Spur_XM_031000353.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_006816458.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_006812485.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Spur_XM_030973055.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Skow_XM_006820564.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Spur_XM_030998015.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Spur_XM_030978043.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Spur_XM_031000079.1	Pkinase.HG13.23:like:GUCY2C/NPR1/NPR2	58.0	NA	NA
Bralan_BLAG03000984_1	Pkinase.HG13.24:like:GUCY2C/NPR1/NPR2	93.0	NA	NA
Drer_ENSDART00000185887	Pkinase.HG13.24:like:GUCY2C/NPR1/NPR2	93.0	NA	NA
Bralan_BLAG14000478_1	Pkinase.HG13.25:like:GUCY2C/NPR1/NPR2	90.0	NA	NA
Skow_XM_006817150.1	Pkinase.HG13.25:like:GUCY2C/NPR1/NPR2	90.0	NA	NA
Skow_XM_006823361.1	Pkinase.HG13.25:like:GUCY2C/NPR1/NPR2	90.0	NA	NA
Bralan_BLAG19000186_2	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	90.0
Cint_ENSCINT00000017724	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	95.0
Mmus_ENSMUST00000032338	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	100.0
Drer_ENSDART00000153225	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	100.0
Hsap_ENST00000261170	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	100.0
Drer_ENSDART00000170535	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	100.0
Cint_ENSCINT00000035844	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	95.0
Bralan_BLAG02001656_1	Pkinase.HG13.26:GUCY2C	90.0	GUCY2C	90.0
Skow_XM_006816457.1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Hsap_ENST00000342694	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR2	100.0
Hsap_ENST00000368680	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1	100.0
Cint_ENSCINT00000002159	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	100.0/100.0
Drer_ENSDART00000018213	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1	100.0
Dmel_FBtr0083187	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	85.0/85.0
Tcas_TC004747_001	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	85.0/85.0
Mmus_ENSMUST00000029540	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1	100.0
Drer_ENSDART00000136244	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1	100.0
Drer_ENSDART00000171225	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR2	100.0
Cint_ENSCINT00000014922	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	100.0/100.0
Cgig_XM_020071208.2	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	85.0/85.0
Bralan_BLAG02001349_1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Mmus_ENSMUST00000030191	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR2	100.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA124162	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	85.0/85.0
Skow_XM_006816456.1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Skow_XM_002737264.2	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Skow_NM_001168171.1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Skow_XM_006813307.1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Spur_XM_030972422.1	Pkinase.HG13.27:NPR1/NPR2	92.0	NPR1/NPR2	92.0/92.0
Spis_XP_022794181_1	Pkinase.HG13.28:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2	1.0	NA	NA
Skow_XM_006822797.1	Pkinase.HG13.29:like:GUCY2C/GUCY2D/GUCY2F/NPR1/NPR2	1.0	NA	NA
Spur_XM_030979922.1	Pkinase.HG14.0:like:MAPKAPK2/MAPKAPK3/MAPKAPK5/MKNK1/MKNK2	87.0	NA	NA
Gracom_Gcom_scaffold15449_01	Pkinase.HG14.0:like:MAPKAPK2/MAPKAPK3/MAPKAPK5/MKNK1/MKNK2	87.0	NA	NA
Bralan_BLAG07001077_1	Pkinase.HG14.0:like:MAPKAPK2/MAPKAPK3/MAPKAPK5/MKNK1/MKNK2	87.0	NA	NA
Scil_scict019149.2	Pkinase.HG14.0:like:MAPKAPK2/MAPKAPK3/MAPKAPK5/MKNK1/MKNK2	87.0	NA	NA
Gracom_Gcom_C525638_01	Pkinase.HG14.1:like:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5/RPS6KA6/RPS6KB1/RPS6KB2/RPS6KC1/RPS6KL1/RSKR/STK32A/STK32B/STK32C	87.0	NA	NA
Scil_scict022431.1	Pkinase.HG14.1:like:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5/RPS6KA6/RPS6KB1/RPS6KB2/RPS6KC1/RPS6KL1/RSKR/STK32A/STK32B/STK32C	87.0	NA	NA
Hvul_g14303_1	Pkinase.HG14.1:like:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5/RPS6KA6/RPS6KB1/RPS6KB2/RPS6KC1/RPS6KL1/RSKR/STK32A/STK32B/STK32C	87.0	NA	NA
Skow_XM_006822899.1	Pkinase.HG14.1:like:RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5/RPS6KA6/RPS6KB1/RPS6KB2/RPS6KC1/RPS6KL1/RSKR/STK32A/STK32B/STK32C	87.0	NA	NA
Scil_scict013952.2	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	100.0/100.0
Coemet_Cmet_scaffold15997_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Drer_ENSDART00000027782	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK2	100.0
Mmus_ENSMUST00000019677	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1	100.0
Beraby_Baby_sb343291	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Spur_XM_011682491.2	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	32.0/32.0
Beraby_Baby_sb343290	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Tcas_TC010495_001	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	93.0/93.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA182721	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	47.0/47.0
Exapal_XM_021040072.2	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Mmus_ENSMUST00000200082	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK2	100.0
Bolinf_Binf_sb1256666	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Vmul_Simscaffold2515_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Aque_Aqu2.1.26576_001	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	42.0/42.0
Bolinf_Binf_sb1266738	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Lampan_Lpan_3081_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Mlei_ML1541.g51.i1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Skow_XM_006815718.1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	32.0/32.0
Nemnom_g6618.t1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Emue_Em0011g82a.t1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	42.0/42.0
Bolinf_Binf_sb1266741	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Bolinf_Binf_sb1266740	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Drer_ENSDART00000125371	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1	100.0
Bolinf_Binf_sb1256665	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Adig_XM_015919967.1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Mlei_ML0371.g1.i1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Bolinf_Binf_sb1196181	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Beraby_Baby_sb337855	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Nvec_v1g93027	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Lampan_Lpan_3082_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Horcal_Hcv1.av93.c9.g164.i1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Bralan_BLAG13000570_2	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	100.0/100.0
Vmul_sbMO459567	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Coemet_Cmet_scaffold4654_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Vmul_sbMO470535	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Vmul_sbMO450275	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Hsap_ENST00000250896	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK2	100.0
Spis_XP_022782174_1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Cint_ENSCINT00000004484	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	54.0/54.0
Vmul_sbMO450270	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Dgig_XM_028547927.1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Dmel_FBtr0082534	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	93.0/93.0
Bolinf_Binf_sb1266739	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Lampan_Lpan_12402_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Adig_XM_015921320.1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Drer_ENSDART00000016422	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK2	100.0
Horcal_Hcv1.av93.c9.g164.i2	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Horcal_Hcv1.av93.c9.g353.i1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Hsap_ENST00000649800	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1	100.0
Cgig_XM_011457389.3	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	47.0/47.0
Coemet_Cmet_scaffold15996_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Vmul_sbMO434964	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Morvir_scaffold47.g4.t3	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Beraby_Baby_sb337854	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Vmul_sbMO434965	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Coemet_Cmet_scaffold4653_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	33.0/33.0
Hvul_g18812_1	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	38.0/38.0
Gracom_Gcom_C557650_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	100.0/100.0
Scil_scict019026.7	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	100.0/100.0
Gracom_Gcom_scaffold18085_01	Pkinase.HG14.2:MKNK1/MKNK2	100.0	MKNK1/MKNK2	100.0/100.0
Ocar_g8548	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	100.0/100.0/100.0
Mmus_ENSMUST00000016125	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32C	100.0
HoiH23_PlH23_007620-RA	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	98.0/98.0/98.0
Nemnom_g9351.t1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Hhon_g00855.t1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	98.0/98.0/98.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA92464	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Morvir_scaffold4.g107.t1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Dmel_FBtr0290250	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Bralan_BLAG03001203_1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
TrH2_TrispH2_006593-RA	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	98.0/98.0/98.0
Tetwil_g10756.t1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Dgig_XM_028535281.1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Mmus_ENSMUST00000094836	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32B	100.0
Hsap_ENST00000282908	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32B	100.0
Exapal_XM_021041665.2	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Tadh_TriadT28247	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	98.0/98.0/98.0
Drer_ENSDART00000135234	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A	94.0
Cint_ENSCINT00000012550	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	100.0/100.0/100.0
Emue_Em0013g293a.t1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Hsap_ENST00000398523	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A	100.0
Spis_XP_022783688_1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Cgig_XM_034471361.1	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Spur_XM_011663370.2	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Hsap_ENST00000298630	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32C	100.0
Mmus_ENSMUST00000045477	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A	100.0
Tcas_TC012072_001	Pkinase.HG14.3:STK32A/STK32B/STK32C	100.0	STK32A/STK32B/STK32C	99.0/99.0/99.0
Hhon_g06382.t1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
Coemet_Cmet_scaffold6549_01	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Drer_ENSDART00000192433	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK3	100.0
Lampan_Lpan_6586_01	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Cgig_XM_011418185.3	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
Spur_XM_031000314.1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	98.0/98.0
Hsap_ENST00000357955	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK3	100.0
Dgig_XM_028545784.1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Horcal_Hcv1.av93.c5.g1269.i2	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Skow_XM_002742089.2	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Cint_ENSCINT00000016755	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	97.0/97.0
Horcal_Hcv1.av93.c5.g1269.i3	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Mmus_ENSMUST00000035194	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK3	100.0
Bolinf_Binf_sb1257632	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Bralan_BLAG05000768_1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	97.0/97.0
Bolinf_Binf_sb1257633	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Bolinf_Binf_sb1239486	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Horcal_Hcv1.av93.c5.g1269.i1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Coemet_Cmet_scaffold6551_01	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Tcas_TC013565_001	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA181324	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
Nvec_v1g207834	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Beraby_Baby_sb332399	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Beraby_Baby_sb332400	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Lampan_Lpan_6585_01	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Morvir_scaffold327.g10.t1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Bolinf_Binf_sb1239485	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Drer_ENSDART00000027532	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2	100.0
Hsap_ENST00000367103	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2	100.0
Spis_XP_022801529_1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Drer_ENSDART00000003954	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	NA	NA
Mmus_ENSMUST00000016672	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2	100.0
Hvul_g5932_1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Nemnom_g16201.t1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	99.0/99.0
Mlei_ML3103.g20.i1	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	96.0/96.0
Dmel_FBtr0070837	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
TrH2_TrispH2_006130-RA	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
Ocar_g855	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
HoiH23_PlH23_008716-RA	Pkinase.HG14.4:MAPKAPK2/MAPKAPK3	100.0	MAPKAPK2/MAPKAPK3	100.0/100.0
