peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_005504	0	1	1	1	1	2	0	1	0	4	1	1	3	1	1
TrH2_TrispH2_005506	0	1	1	0	0	1	1	0	0	1	0	2	0	4	0
TrH2_TrispH2_005507	0	5	1	0	2	1	2	0	3	6	0	0	1	0	0
TrH2_TrispH2_005509	0	2	0	0	0	0	1	2	2	4	8	0	5	0	3
TrH2_TrispH2_005513	0	0	2	1	0	2	1	3	1	2	7	0	4	4	3
TrH2_TrispH2_005514	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0
TrH2_TrispH2_005458	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_005459	3	0	0	9	0	2	0	3	2	4	5	3	4	0	1
TrH2_TrispH2_005461	0	3	1	1	3	2	5	5	5	9	4	2	5	2	0
TrH2_TrispH2_005463	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
TrH2_TrispH2_005464	4	4	0	1	4	4	3	4	4	17	7	3	8	4	0
TrH2_TrispH2_005467	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TrH2_TrispH2_005469	1	3	2	3	3	8	1	14	0	33	8	19	3	3	7
TrH2_TrispH2_005470	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005473	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TrH2_TrispH2_005474	0	1	0	0	0	0	0	0	1	2	0	0	2	2	1
TrH2_TrispH2_005476	0	1	6	1	0	0	1	5	4	1	2	0	5	0	0
TrH2_TrispH2_005478	1	4	1	0	0	3	2	1	2	7	3	4	7	1	1
TrH2_orphan_642	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_005486	1	1	0	2	0	1	0	1	0	1	2	5	1	0	0
TrH2_TrispH2_005489	1	4	2	2	0	1	3	1	4	4	2	2	3	3	0
TrH2_TrispH2_005491	0	0	0	0	0	1	0	2	0	0	0	1	2	0	0
TrH2_TrispH2_005493	12	21	0	8	2	1	3	11	4	30	2	0	5	12	0
TrH2_TrispH2_005494	0	0	0	0	2	2	2	6	0	1	2	0	42	8	2
TrH2_TrispH2_005501	1	2	0	0	2	0	2	1	1	1	2	0	2	0	0
TrH2_TrispH2_005503	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
TrH2_TrispH2_005505	0	0	0	0	0	0	1	0	2	3	4	0	1	3	1
TrH2_TrispH2_005508	3	24	5	6	8	10	19	16	13	24	32	12	16	9	6
TrH2_orphan_645	1	1	1	4	2	1	4	1	5	7	5	1	3	1	2
TrH2_TrispH2_005510	1	4	1	0	0	1	3	2	1	10	1	1	4	0	0
TrH2_TrispH2_005511	0	2	1	1	0	1	5	3	0	6	3	7	5	2	0
TrH2_TrispH2_005512	0	0	0	1	0	0	0	0	1	2	2	1	1	0	0
TrH2_TrispH2_005395	0	8	2	1	3	4	0	4	5	6	5	2	5	3	1
TrH2_TrispH2_005397	0	1	0	1	1	2	3	1	1	3	4	0	2	2	3
TrH2_orphan_646	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0
TrH2_TrispH2_005399	0	0	0	0	2	1	0	1	0	4	1	1	4	1	3
TrH2_TrispH2_005402	5	4	1	7	6	2	5	6	4	9	17	9	10	4	1
TrH2_TrispH2_005403	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
TrH2_TrispH2_005404	7	11	6	13	0	8	6	2	1	22	14	5	10	4	0
TrH2_TrispH2_005405	2	2	3	3	1	0	2	3	3	9	4	1	10	1	0
TrH2_TrispH2_005407	0	0	0	0	0	1	1	1	0	1	3	0	1	0	0
TrH2_TrispH2_005409	1	4	2	1	0	0	1	3	2	5	15	0	2	4	0
TrH2_TrispH2_005411	2	8	3	0	4	2	0	7	11	12	10	5	3	3	1
TrH2_TrispH2_005412	3	12	1	2	2	0	2	4	4	8	2	5	8	1	2
TrH2_TrispH2_005414	0	1	0	1	0	0	2	1	2	6	1	0	0	1	1
TrH2_TrispH2_005415	1	3	0	1	1	3	7	3	1	8	8	7	11	5	5
TrH2_TrispH2_005417	0	1	0	0	0	1	1	0	0	1	2	0	1	1	0
TrH2_TrispH2_005418	0	1	2	2	0	0	0	3	3	4	2	1	3	2	2
TrH2_TrispH2_005420	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0
TrH2_TrispH2_005422	3	6	3	6	5	6	4	5	4	9	12	1	6	2	4
TrH2_TrispH2_005423	1	1	0	0	1	2	2	2	3	4	2	0	1	5	0
TrH2_TrispH2_005425	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
TrH2_TrispH2_005426	1	1	0	14	0	4	1	0	1	7	10	0	1	0	0
TrH2_TrispH2_005427	0	0	0	2	0	0	0	8	14	2	0	0	0	0	2
TrH2_TrispH2_005428	1	4	2	5	3	3	7	5	5	23	7	3	9	4	1
TrH2_TrispH2_005430	4	2	0	2	1	3	2	4	9	14	5	4	6	1	1
TrH2_TrispH2_005432	0	0	0	0	0	0	1	3	4	0	0	0	3	0	0
TrH2_TrispH2_005434	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0
TrH2_TrispH2_005439	1	0	0	1	0	2	1	1	0	1	2	0	0	1	1
TrH2_TrispH2_005441	0	1	0	1	1	0	0	0	0	2	0	0	2	1	0
TrH2_TrispH2_005442	0	0	1	1	1	0	1	1	0	5	0	2	1	2	0
TrH2_TrispH2_005444	4	11	0	3	3	0	3	1	2	10	8	6	50	0	2
TrH2_TrispH2_005445	267	465	0	1	0	17	0	3	12	133	7	2	91	0	0
TrH2_TrispH2_005446	4	6	0	0	0	0	0	0	0	26	1	1	0	0	0
TrH2_TrispH2_005449	0	3	1	1	0	0	5	4	8	9	8	2	8	5	0
TrH2_TrispH2_005450	2	2	0	0	0	1	1	1	4	2	5	2	1	6	1
TrH2_orphan_648	0	0	0	0	0	0	2	1	0	4	3	0	0	0	0
TrH2_orphan_649	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_orphan_650	1	0	0	0	0	0	0	2	3	2	7	1	2	0	1
TrH2_TrispH2_005396	1	1	0	0	1	2	1	2	1	4	7	1	2	2	3
TrH2_TrispH2_005398	0	0	0	0	0	0	0	4	2	14	3	0	4	0	0
TrH2_TrispH2_005400	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_005401	2	2	1	1	1	2	2	3	7	4	2	2	5	0	0
TrH2_TrispH2_005406	0	3	1	1	2	2	1	1	6	5	4	1	5	1	0
TrH2_TrispH2_005408	7	2	1	3	0	3	5	8	3	5	8	1	3	3	2
TrH2_TrispH2_005410	0	0	0	0	0	0	1	2	1	3	3	1	0	5	1
TrH2_TrispH2_005413	0	2	1	0	2	0	2	1	3	3	2	1	4	0	0
TrH2_orphan_651	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
TrH2_TrispH2_005416	3	4	11	15	1	4	4	6	7	8	18	5	19	8	2
TrH2_TrispH2_005419	0	1	4	2	3	1	0	1	3	7	3	3	4	4	0
TrH2_TrispH2_005421	0	1	1	0	1	0	1	0	1	1	0	3	0	0	0
TrH2_TrispH2_005424	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_005429	2	7	3	6	9	1	4	6	6	9	7	1	5	7	3
TrH2_TrispH2_005431	1	2	1	3	1	1	1	1	1	5	1	1	3	1	1
TrH2_TrispH2_005433	2	2	0	0	1	0	2	1	1	2	1	0	3	2	0
TrH2_TrispH2_005435	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
TrH2_TrispH2_005436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005437	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_005438	0	1	0	3	1	2	3	2	2	11	11	3	8	1	4
TrH2_TrispH2_005440	1	5	7	6	5	0	7	4	7	12	7	3	15	7	1
TrH2_TrispH2_005443	5	23	1	0	4	12	12	13	18	33	28	5	12	9	5
TrH2_TrispH2_005447	0	0	0	4	0	1	1	1	0	8	12	2	5	1	1
TrH2_TrispH2_005448	0	0	1	1	0	0	1	1	3	1	1	2	2	0	0
TrH2_TrispH2_005452	2	1	2	2	3	0	0	1	3	3	3	2	1	2	0
TrH2_TrispH2_005453	5	11	1	0	1	11	3	5	7	16	15	3	6	5	1
TrH2_TrispH2_005454	0	0	0	0	0	0	4	0	0	16	5	13	2	0	1
TrH2_TrispH2_005455	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_005456	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0
TrH2_TrispH2_005457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_orphan_653	0	0	0	0	0	1	1	5	0	0	7	0	0	3	0
TrH2_TrispH2_006513	0	0	0	0	0	0	4	21	0	0	10	0	2	5	0
TrH2_TrispH2_006515	0	0	1	1	0	0	1	13	0	3	4	1	0	1	0
TrH2_TrispH2_006518	4	3	0	0	0	0	2	0	0	0	1	0	0	0	0
TrH2_TrispH2_006521	0	3	1	2	0	1	2	1	2	3	3	0	2	1	0
TrH2_TrispH2_006522	0	0	0	0	0	0	0	1	0	3	1	0	79	2	0
TrH2_orphan_655	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006523	0	0	4	0	5	13	3	0	0	6	1	0	0	0	0
TrH2_TrispH2_006524	1	5	0	0	0	0	2	0	0	40	0	1	0	33	0
TrH2_TrispH2_006525	0	1	0	0	9	15	9	3	0	5	0	0	0	0	0
TrH2_orphan_656	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
TrH2_TrispH2_006526	6	1	0	0	0	6	0	0	0	13	0	1	0	0	0
TrH2_TrispH2_006527	39	74	0	0	0	13	0	11	0	85	1	0	0	0	0
TrH2_TrispH2_006528	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_006529	0	1	0	0	1	0	3	1	0	3	1	0	5	0	0
TrH2_TrispH2_006531	0	0	1	2	0	1	1	2	1	4	3	1	2	0	0
TrH2_TrispH2_006532	0	5	7	5	5	5	5	9	9	23	19	12	10	4	1
TrH2_TrispH2_006533	3	13	4	15	8	14	25	27	50	43	37	11	39	29	8
TrH2_TrispH2_006535	11	16	8	20	12	10	8	8	36	20	14	19	12	15	1
TrH2_TrispH2_006537	5	6	0	0	7	10	10	4	1	18	13	7	6	7	6
TrH2_TrispH2_006538	3	17	2	0	14	22	5	14	7	49	11	17	6	23	3
TrH2_TrispH2_006539	0	1	1	3	2	0	1	1	4	3	2	2	2	2	1
TrH2_TrispH2_006541	4	2	0	0	0	5	6	5	4	17	3	10	5	6	2
TrH2_TrispH2_006543	0	2	2	3	0	0	1	0	2	2	3	1	1	1	0
TrH2_TrispH2_006545	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_006546	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
TrH2_TrispH2_006547	0	2	3	7	1	0	0	2	1	3	3	0	5	2	0
TrH2_TrispH2_006549	4	9	1	2	2	2	2	2	2	8	3	1	1	1	1
TrH2_orphan_657	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_006551	6	18	2	12	0	11	1	4	1	16	11	6	15	14	2
TrH2_TrispH2_006554	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
TrH2_TrispH2_006555	7	7	3	8	5	3	25	10	5	39	67	9	28	11	5
TrH2_TrispH2_006560	0	0	0	1	1	0	0	1	1	2	1	1	0	1	0
TrH2_TrispH2_006561	1	1	1	4	0	0	0	0	1	4	2	1	2	0	0
TrH2_TrispH2_006511	0	2	2	2	0	0	0	0	0	4	4	0	1	0	0
TrH2_TrispH2_006512	0	0	0	0	1	5	0	0	0	0	2	0	5	5	0
TrH2_TrispH2_006514	0	2	1	0	0	2	0	2	2	5	2	0	4	1	0
TrH2_orphan_659	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TrH2_TrispH2_006516	2	5	0	1	0	1	0	5	0	0	1	0	0	0	1
TrH2_TrispH2_006517	31	64	0	0	0	0	15	7	5	0	1	0	1	1	0
TrH2_TrispH2_006519	0	2	1	0	0	2	2	1	14	5	7	2	3	1	0
TrH2_TrispH2_006520	0	1	1	1	0	0	2	4	3	4	1	1	13	2	0
TrH2_orphan_660	0	0	0	0	0	0	5	0	0	18	0	3	0	0	0
TrH2_orphan_661	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_orphan_662	13	11	0	0	0	0	0	2	0	21	0	0	0	0	0
TrH2_TrispH2_006534	0	1	6	2	1	0	1	4	1	1	4	1	0	1	0
TrH2_TrispH2_006536	0	0	0	0	1	3	0	4	3	6	2	0	0	4	1
TrH2_orphan_664	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
TrH2_TrispH2_006542	0	3	2	1	1	0	0	0	0	2	1	0	2	0	0
TrH2_TrispH2_006544	0	0	1	1	0	0	0	2	1	1	1	0	3	1	1
TrH2_TrispH2_006548	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0
TrH2_TrispH2_006550	2	7	4	3	1	3	3	3	4	12	10	5	6	5	2
TrH2_TrispH2_006552	1	0	1	1	1	2	0	2	0	3	1	0	3	2	0
TrH2_TrispH2_006556	0	4	0	0	0	65	1	0	0	25	3	0	1	23	0
TrH2_TrispH2_006557	0	4	2	1	3	236	1	4	3	54	6	2	3	42	3
TrH2_TrispH2_006558	0	2	0	3	0	4	8	4	6	8	5	4	11	3	2
TrH2_TrispH2_006559	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_005855	1	0	0	0	1	0	1	0	0	2	0	1	1	0	0
TrH2_TrispH2_005858	0	0	0	0	0	0	7	0	0	3	0	0	2	0	0
TrH2_TrispH2_005859	0	2	9	15	0	0	2	4	2	3	3	0	7	0	1
TrH2_TrispH2_005861	1	4	0	1	1	3	13	3	7	9	10	5	6	3	1
TrH2_TrispH2_005862	0	0	0	0	0	1	4	3	0	2	0	1	1	0	0
TrH2_TrispH2_005867	1	2	4	1	0	0	0	3	2	3	9	0	1	3	3
TrH2_TrispH2_005869	0	0	1	0	0	0	0	3	7	2	6	5	2	2	1
TrH2_TrispH2_005870	0	0	0	0	9	1	0	4	6	13	10	14	48	1	0
TrH2_orphan_668	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_005874	2	0	0	1	0	0	3	1	0	6	3	0	6	0	0
TrH2_TrispH2_005876	0	0	0	1	0	0	1	3	1	0	0	0	2	0	0
TrH2_TrispH2_005877	0	0	0	2	0	2	0	0	2	0	8	0	1	2	0
TrH2_orphan_669	2	5	0	0	0	0	0	0	0	0	1	0	1	0	0
TrH2_orphan_670	15	27	0	0	0	0	0	0	4	13	0	0	0	0	0
TrH2_TrispH2_005883	0	0	0	1	1	0	0	2	1	3	1	0	1	0	0
TrH2_TrispH2_005884	3	5	3	4	0	3	2	3	5	2	3	0	3	2	0
TrH2_TrispH2_005885	37	99	35	66	40	49	67	78	53	162	130	62	336	55	28
TrH2_TrispH2_005888	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
TrH2_TrispH2_005889	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0
TrH2_TrispH2_005892	0	1	1	0	1	0	0	0	2	1	1	0	4	2	0
TrH2_TrispH2_005900	0	0	0	0	0	0	3	0	2	0	8	0	1	1	0
TrH2_orphan_672	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
TrH2_orphan_673	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_005856	8	20	3	2	13	16	4	51	0	58	23	9	9	9	2
TrH2_TrispH2_005857	0	0	0	0	0	1	2	0	2	1	0	0	1	2	1
TrH2_TrispH2_005860	0	0	0	0	0	0	2	3	3	12	2	0	0	0	0
TrH2_TrispH2_005865	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_005866	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
TrH2_TrispH2_005868	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0
TrH2_orphan_675	0	0	0	0	0	0	0	2	3	0	1	1	9	0	0
TrH2_TrispH2_005871	1	1	1	1	1	1	1	1	1	9	4	0	0	0	0
TrH2_TrispH2_005872	0	1	0	1	0	0	0	0	1	1	2	0	0	3	0
TrH2_TrispH2_005873	0	4	1	2	2	1	3	3	1	3	2	0	5	3	0
TrH2_TrispH2_005875	0	0	0	2	0	0	1	1	0	0	3	0	1	0	0
TrH2_TrispH2_005879	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_005880	0	1	1	3	0	0	1	0	1	0	3	1	0	1	0
TrH2_TrispH2_005881	35	61	0	0	0	4	3	1	1	12	0	0	0	1	0
TrH2_TrispH2_005882	179	205	0	0	0	1	1	7	23	70	11	0	10	2	0
TrH2_TrispH2_005886	0	0	3	9	1	0	2	3	4	10	11	1	9	1	0
TrH2_TrispH2_005887	1	0	1	3	1	0	0	1	4	2	0	1	1	7	0
TrH2_TrispH2_005890	0	0	0	1	0	0	1	1	5	2	1	1	2	0	0
TrH2_TrispH2_005893	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
TrH2_TrispH2_005895	0	0	0	0	0	0	0	0	0	5	0	0	21	0	0
TrH2_TrispH2_005896	4	1	0	0	1	14	0	0	0	35	2	2	51	0	0
TrH2_TrispH2_005897	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_005899	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005901	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_005902	0	0	0	0	0	0	8	1	0	0	8	0	4	2	0
TrH2_TrispH2_005903	0	0	0	0	1	0	15	0	0	0	0	0	1	4	0
TrH2_TrispH2_005904	1	2	0	0	0	0	2	0	5	2	5	0	6	0	0
TrH2_TrispH2_005905	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_006782	0	0	0	1	0	0	1	0	4	4	6	0	2	1	0
TrH2_TrispH2_006784	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_006785	1	2	0	0	0	0	2	2	0	1	0	0	1	0	0
TrH2_TrispH2_006787	1	0	1	0	1	2	1	0	0	0	1	1	0	0	0
TrH2_TrispH2_006789	6	18	77	98	13	11	21	39	21	51	37	12	38	14	5
TrH2_orphan_677	0	0	6	5	0	0	0	2	1	7	0	0	0	0	0
TrH2_TrispH2_006793	1	1	0	0	0	0	6	1	0	3	4	1	3	2	1
TrH2_TrispH2_006803	0	2	0	0	1	1	0	2	4	1	1	2	0	2	0
TrH2_TrispH2_006807	0	0	4	7	0	2	0	0	1	4	3	0	2	1	0
TrH2_TrispH2_006811	1	1	1	3	2	3	2	10	1	7	9	1	4	5	0
TrH2_TrispH2_006814	0	1	1	0	0	2	0	1	0	4	0	0	0	0	0
TrH2_TrispH2_006816	6	13	1	4	2	1	1	3	3	8	2	3	6	4	1
TrH2_TrispH2_006818	5	24	8	9	8	8	6	3	14	23	46	12	75	12	2
TrH2_TrispH2_006819	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0
TrH2_TrispH2_006820	22	24	0	0	10	6	6	17	19	19	12	2	12	3	0
TrH2_TrispH2_006821	19	18	6	0	12	7	12	9	10	37	17	26	49	0	0
TrH2_TrispH2_006822	0	4	27	53	2	2	8	5	1	8	3	16	13	5	0
TrH2_TrispH2_006823	0	1	3	0	0	0	0	1	0	2	6	2	0	1	1
TrH2_TrispH2_006827	1	0	0	1	0	0	0	1	2	0	2	0	3	0	0
TrH2_TrispH2_006783	1	0	0	0	24	41	7	36	0	19	1	0	0	1	0
TrH2_TrispH2_006786	4	12	4	1	5	7	13	6	6	25	11	8	22	6	1
TrH2_TrispH2_006788	0	1	0	0	0	0	0	1	1	1	1	2	0	2	0
TrH2_TrispH2_006790	2	2	0	4	3	4	6	5	7	13	86	5	21	5	2
TrH2_TrispH2_006791	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TrH2_TrispH2_006792	0	0	1	2	0	0	2	1	2	2	1	2	2	1	0
TrH2_TrispH2_006795	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0
TrH2_TrispH2_006796	1	3	4	7	0	3	2	2	1	7	4	3	8	4	0
TrH2_TrispH2_006797	0	2	0	1	0	1	0	0	0	2	0	1	0	0	0
TrH2_orphan_680	0	0	0	0	0	0	0	0	0	16	0	2	57	0	0
TrH2_TrispH2_006798	4	19	6	13	3	8	10	9	7	28	33	36	41	26	0
TrH2_TrispH2_006799	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
TrH2_TrispH2_006800	0	2	2	1	0	0	1	0	1	1	1	0	0	0	0
TrH2_TrispH2_006802	2	3	0	0	0	0	1	3	1	2	0	3	3	2	1
TrH2_TrispH2_006804	59	82	126	420	24	36	47	55	7	66	106	9	49	76	21
TrH2_TrispH2_006805	1	1	2	3	0	1	2	2	1	2	1	0	6	2	0
TrH2_TrispH2_006806	0	0	0	0	0	0	0	2	0	1	1	0	4	0	1
TrH2_TrispH2_006809	8	14	7	20	1	5	7	13	19	25	22	8	20	13	2
TrH2_TrispH2_006810	0	0	0	0	0	0	1	3	0	1	1	0	2	0	0
TrH2_TrispH2_006812	0	1	1	1	2	4	0	12	9	10	4	1	10	2	1
TrH2_TrispH2_006813	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
TrH2_TrispH2_006815	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1
TrH2_TrispH2_006817	58	64	5	7	17	40	21	37	40	73	49	42	51	16	0
TrH2_orphan_681	0	2	0	0	0	0	4	1	0	3	1	0	3	1	0
TrH2_TrispH2_006824	0	0	1	0	2	0	3	0	1	2	4	1	0	0	1
TrH2_TrispH2_006825	26	39	9	18	18	18	13	25	19	52	35	16	44	27	2
TrH2_TrispH2_006826	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
TrH2_TrispH2_006828	0	0	0	3	0	0	2	1	0	0	2	0	0	1	0
TrH2_TrispH2_006829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005285	3	3	1	2	3	1	2	5	3	1	4	0	4	1	0
TrH2_TrispH2_005287	0	0	0	0	0	0	0	0	1	0	5	0	2	11	2
TrH2_TrispH2_005289	0	0	0	2	0	0	0	1	1	1	3	1	0	4	3
TrH2_TrispH2_005290	3	2	1	9	2	3	10	9	52	80	134	17	6	4	3
TrH2_TrispH2_005295	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_005298	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0
TrH2_TrispH2_005299	0	1	0	2	1	0	2	0	2	3	4	1	2	0	0
TrH2_TrispH2_005301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005302	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_005303	0	0	0	2	8	2	2	4	2	4	3	2	2	4	0
TrH2_orphan_685	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
TrH2_TrispH2_005305	0	3	0	0	1	0	0	1	2	3	2	0	1	2	0
TrH2_TrispH2_005308	1	0	1	1	0	1	0	0	3	1	5	2	4	0	0
TrH2_TrispH2_005312	1	0	0	0	0	0	0	0	3	1	2	0	0	0	1
TrH2_TrispH2_005313	7	13	2	6	4	5	5	8	8	19	9	7	15	4	2
TrH2_TrispH2_005315	0	2	0	1	1	0	2	1	1	2	1	2	0	2	0
TrH2_TrispH2_005316	8	11	4	15	3	8	28	15	17	40	37	6	26	18	5
TrH2_TrispH2_005318	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_005320	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0
TrH2_TrispH2_005321	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_005322	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_005323	1	4	1	2	0	2	2	4	5	5	1	0	3	1	1
TrH2_TrispH2_005326	0	1	0	2	0	0	1	2	2	6	3	2	2	0	1
TrH2_TrispH2_005327	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TrH2_TrispH2_005283	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0
TrH2_TrispH2_005284	1	1	5	11	0	0	2	8	8	5	5	1	6	2	1
TrH2_TrispH2_005286	1	0	0	0	3	0	0	1	0	2	2	0	1	0	0
TrH2_orphan_688	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
TrH2_TrispH2_005291	0	1	0	0	1	0	1	2	0	3	2	0	1	1	0
TrH2_TrispH2_005292	0	1	2	1	0	2	1	3	3	3	8	2	0	3	0
TrH2_TrispH2_005293	1	2	0	5	0	3	0	2	2	7	8	0	6	0	0
TrH2_TrispH2_005294	0	0	0	1	0	0	0	2	1	0	1	0	1	0	0
TrH2_TrispH2_005296	0	0	0	0	64	0	0	2	0	5	31	0	0	0	3
TrH2_TrispH2_005297	1	0	0	0	1	0	0	0	1	1	7	1	2	0	0
TrH2_TrispH2_005300	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
TrH2_TrispH2_005304	1	0	0	2	0	0	1	1	1	1	1	0	0	0	0
TrH2_TrispH2_005306	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0
TrH2_TrispH2_005307	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
TrH2_TrispH2_005309	0	2	1	0	2	1	3	5	5	3	3	3	3	1	2
TrH2_TrispH2_005310	1	0	0	1	0	0	8	0	1	3	0	0	0	0	2
TrH2_TrispH2_005311	0	3	0	0	0	0	3	3	4	2	2	5	3	1	0
TrH2_TrispH2_005314	2	11	1	5	3	8	5	4	1	15	13	8	9	8	1
TrH2_TrispH2_005317	0	1	0	0	0	0	0	0	1	2	0	0	1	1	0
TrH2_TrispH2_005319	0	2	0	0	0	0	0	1	1	1	2	0	1	2	1
TrH2_TrispH2_005325	3	1	0	1	1	2	0	0	1	5	1	0	1	3	1
TrH2_TrispH2_006424	0	2	3	6	1	0	0	1	3	3	17	1	4	1	2
TrH2_TrispH2_006425	45	61	5	16	6	16	8	1	4	26	17	4	19	9	0
TrH2_TrispH2_006427	3	4	8	21	4	3	15	6	15	30	22	11	23	10	2
TrH2_orphan_691	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_006433	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
TrH2_TrispH2_006435	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TrH2_TrispH2_006437	0	4	0	0	1	1	4	3	0	1	8	11	18	6	0
TrH2_TrispH2_006439	0	0	0	0	1	1	0	1	1	2	2	0	1	0	0
TrH2_TrispH2_006440	3	3	6	4	2	3	1	5	18	3	9	4	11	1	4
TrH2_TrispH2_006441	15	25	15	40	1	6	2	118	144	71	5	5	12	2	0
TrH2_TrispH2_006444	3	1	1	1	0	1	3	3	3	2	0	0	3	0	0
TrH2_TrispH2_006446	1	10	4	6	4	11	6	7	14	19	10	3	5	7	1
TrH2_TrispH2_006448	1	2	3	2	4	0	0	6	4	2	2	0	8	1	1
TrH2_TrispH2_006449	0	0	1	0	24	0	0	4	11	5	1	0	0	0	0
TrH2_TrispH2_006452	0	0	0	0	0	6	1	7	1	5	8	0	0	14	0
TrH2_TrispH2_006453	0	2	1	0	1	0	1	1	0	3	1	1	2	2	0
