peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
Tadh_TriadG22070	3	5	1	2	3	0	3	3	3	4	0	3	0	2	2
Tadh_orphan_1335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Tadh_TriadG54260	0	1	0	0	0	0	1	0	0	1	0	3	0	11	0
Tadh_TriadG22725	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0
Tadh_TriadG37340	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1
Tadh_TriadG22228	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Tadh_hyp_clust10049	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0
Tadh_TriadG54273	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
Tadh_TriadG63100	118	197	123	203	29	53	118	226	65	280	51	274	79	53	117
Tadh_TriadG54278	1	2	2	4	0	6	9	2	8	17	1	6	3	7	7
Tadh_TriadG54279	3	3	2	3	1	0	1	2	0	0	2	0	0	0	0
Tadh_TriadG54280	0	0	0	2	0	0	4	2	0	1	0	2	0	0	0
Tadh_TriadG54282	0	0	0	2	2	0	0	0	0	5	0	0	1	0	0
Tadh_TriadG54283	1	0	2	3	1	1	3	2	1	7	2	1	0	2	2
Tadh_TriadG22769	1	0	1	2	0	0	0	1	0	0	1	1	0	0	0
Tadh_TriadG54286	0	0	0	0	0	0	1	4	0	1	0	0	1	0	0
Tadh_TriadG54287	0	1	0	0	1	0	2	2	0	0	1	1	1	1	3
Tadh_TriadG54288	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0
Tadh_TriadG54291	0	0	1	1	0	0	0	0	2	2	1	1	0	1	1
Tadh_TriadG54292	8	9	2	2	1	1	2	27	4	15	1	9	4	6	2
Tadh_TriadG54294	1	5	2	0	0	2	0	4	0	2	0	0	2	0	1
Tadh_TriadG54295	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
Tadh_wf_g3072	8	3	1	4	0	3	6	5	4	16	1	2	0	4	4
Tadh_TriadG49985	0	0	0	1	0	0	0	2	0	4	0	3	1	0	3
Tadh_TriadG22765	6	16	23	8	2	4	6	17	4	26	8	8	2	4	7
Tadh_orphan_1337	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
Tadh_TriadG63738	22	44	35	37	14	5	66	95	18	86	15	43	7	14	34
Tadh_TriadG54303	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0
Tadh_TriadG22613	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Tadh_wf_g3081	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG63739	16	23	21	13	7	7	9	12	9	42	2	28	3	5	16
Tadh_orphan_1339	1	0	0	0	0	0	0	4	2	1	0	1	3	3	5
Tadh_TriadG54311	0	0	0	0	0	0	2	2	0	19	1	0	0	4	11
Tadh_wf_g3088	89	10	0	0	0	0	25	0	23	7	0	0	9	0	0
Tadh_TriadG22860	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Tadh_TriadG54315	0	0	0	1	0	0	0	2	0	0	0	2	0	0	6
Tadh_wf_g3093	0	0	1	1	0	0	2	0	0	6	0	0	0	0	1
Tadh_TriadG54317	1	0	2	0	0	0	0	2	0	2	2	1	0	0	2
Tadh_TriadG23299	2	0	0	4	0	0	1	1	0	0	0	0	2	0	1
Tadh_TriadG54321	6	6	1	4	1	0	0	2	1	12	2	6	2	2	1
Tadh_orphan_1340	3	0	0	3	1	0	0	2	0	6	1	1	1	2	0
Tadh_TriadG7530	6	8	2	8	3	0	9	10	2	24	1	5	1	2	6
Tadh_TriadG49990	14	14	6	12	6	1	13	13	2	17	2	16	5	2	13
Tadh_orphan_1341	0	2	0	0	0	0	0	0	0	1	2	1	1	0	0
Tadh_orphan_1342	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Tadh_orphan_1343	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
Tadh_TriadG54331	1	0	0	0	1	0	1	1	1	1	0	0	0	0	2
Tadh_TriadG54332	3	11	9	7	4	4	6	11	3	28	5	8	0	1	13
Tadh_TriadG49993	1	1	0	2	2	2	4	3	0	8	0	1	1	2	1
Tadh_TriadG2710	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
Tadh_TriadG54338	1	0	0	3	1	0	2	3	0	2	1	2	1	2	1
Tadh_TriadG54339	3	2	3	5	0	1	2	4	4	4	1	9	2	1	6
Tadh_orphan_1345	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Tadh_TriadG54343	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Tadh_TriadG54344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG63743	10	9	9	3	1	2	5	15	5	29	2	15	7	2	8
Tadh_TriadG54346	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG54351	64	17	4	46	11	10	18	53	13	113	16	71	24	19	40
Tadh_TriadG54353	3	8	6	4	2	2	5	5	0	9	1	12	0	4	7
Tadh_wf_g3135	0	0	1	0	0	0	1	1	2	2	0	0	0	0	1
Tadh_TriadG54358	2	0	0	0	0	2	0	0	0	2	0	1	0	0	2
Tadh_orphan_1347	0	1	0	1	0	0	0	1	0	1	0	2	0	0	3
Tadh_wf_g3139	15	30	34	30	6	7	5	26	13	56	3	44	7	6	11
Tadh_orphan_1348	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Tadh_hyp_clust810	0	0	2	0	0	0	0	0	0	3	0	0	1	0	2
Tadh_TriadG37356	148	308	182	278	52	71	92	263	58	389	63	253	88	64	154
Tadh_TriadG22566	7	7	5	4	2	0	1	6	3	16	3	7	2	4	4
Tadh_TriadG22276	2	0	1	0	0	1	0	1	1	1	1	2	0	1	3
Tadh_TriadG54369	0	2	5	4	0	3	0	14	1	17	4	5	0	0	0
Tadh_TriadG23029	0	0	0	2	0	0	0	1	3	1	0	0	0	0	0
Tadh_orphan_1349	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
Tadh_TriadG50000	8	8	0	1	2	7	2	5	3	16	0	5	2	2	4
Tadh_orphan_1350	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0
Tadh_TriadG54376	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
Tadh_wf_g3159	1	1	3	1	1	1	5	5	0	16	5	4	0	2	0
Tadh_TriadG54379	2	0	0	5	0	0	3	4	0	2	2	1	0	0	2
Tadh_TriadG54380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG13672	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
Tadh_orphan_1351	14	12	1	3	4	2	5	15	2	12	5	21	5	2	3
Tadh_TriadG21915	38	11	2	4	3	6	4	27	7	22	2	20	7	3	6
Tadh_TriadG54386	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG21897	2	1	1	1	0	0	0	2	0	2	1	1	0	2	1
Tadh_TriadG22530	4	1	0	2	2	1	1	2	0	2	1	4	2	1	5
Tadh_TriadG50007	7	8	2	12	2	2	4	21	7	27	2	16	4	6	7
Tadh_TriadG54395	1	12	8	2	1	3	3	13	4	15	4	5	5	1	1
Tadh_orphan_1352	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0
Tadh_TriadG22803	3	7	6	9	1	4	6	13	0	11	3	4	0	2	9
Tadh_TriadG54401	0	1	1	1	0	0	2	2	0	4	0	0	0	0	1
Tadh_TriadG63747	7	10	5	6	3	2	3	6	6	19	1	21	9	5	3
Tadh_TriadG54405	5	2	1	4	0	0	1	5	0	4	2	3	0	0	2
Tadh_TriadG54408	2	2	2	1	1	2	2	4	0	8	3	1	5	1	2
Tadh_TriadG22230	3	6	6	3	2	0	7	5	0	11	3	3	0	1	1
Tadh_TriadG54413	1	13	3	5	4	1	0	5	2	11	0	10	0	3	4
Tadh_TriadG22168	31	16	7	18	4	5	4	12	6	21	6	13	7	7	11
Tadh_TriadG22091	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_1354	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Tadh_TriadG54417	4	6	0	1	0	6	0	3	2	9	7	5	5	2	1
Tadh_TriadG54418	0	2	0	2	0	1	2	9	0	3	0	4	0	1	3
Tadh_TriadG63102	141	285	142	148	53	46	125	269	18	314	52	223	24	72	99
Tadh_TriadG54421	20	24	23	19	4	2	15	25	2	53	13	16	5	9	7
Tadh_TriadG54426	1	1	0	1	1	0	0	3	1	4	0	4	1	0	2
Tadh_TriadG22932	0	1	0	1	0	0	0	0	2	3	0	0	0	0	0
Tadh_TriadG54431	0	3	0	3	2	2	2	5	0	6	1	0	0	1	2
Tadh_TriadG37359	5	4	5	3	2	2	0	9	3	14	0	11	6	3	8
Tadh_TriadG54433	1	0	2	3	2	0	0	2	1	5	0	3	0	0	1
Tadh_TriadG54436	5	0	0	0	1	1	5	3	1	5	1	3	0	1	1
Tadh_TriadG22184	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
Tadh_orphan_1355	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2
Tadh_TriadG22236	1	1	2	0	2	1	1	2	0	3	1	3	0	0	0
Tadh_TriadG54455	1	1	1	1	0	1	1	2	1	1	2	2	1	1	6
Tadh_TriadG22815	3	2	1	1	0	1	0	3	3	8	1	5	8	1	2
Tadh_TriadG54460	0	3	1	0	0	1	2	1	1	4	0	3	0	2	0
Tadh_TriadG22397	3	4	0	2	0	2	1	0	1	3	3	1	2	1	1
Tadh_TriadG54463	14	2	1	5	4	2	5	4	1	21	9	12	1	5	11
Tadh_orphan_1357	0	0	0	1	0	2	0	4	0	5	1	0	4	0	1
Tadh_TriadG22362	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
Tadh_TriadG54468	0	0	0	1	0	0	0	3	0	0	0	1	0	1	2
Tadh_TriadG54472	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
Tadh_TriadG22394	1	0	1	0	1	0	2	2	1	1	1	3	3	0	1
Tadh_TriadG54475	1	1	4	3	0	1	1	4	1	4	1	2	5	0	3
Tadh_TriadG54477	3	1	3	5	0	3	5	4	1	14	0	4	1	0	3
Tadh_TriadG22099	7	1	0	11	4	0	5	14	5	14	2	8	1	1	5
Tadh_orphan_1360	0	2	1	0	1	0	1	7	0	1	0	0	0	0	1
Tadh_TriadG22271	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1
Tadh_TriadG21977	2	2	0	0	1	1	2	2	1	3	0	1	3	1	0
Tadh_TriadG22309	0	1	1	2	2	0	1	2	0	0	1	0	0	0	3
Tadh_TriadG54491	2	0	0	1	0	0	0	2	1	7	1	2	0	0	1
Tadh_TriadG54493	0	1	1	8	1	1	1	4	0	3	2	3	0	0	1
Tadh_orphan_1361	0	0	0	0	0	0	0	48	1	30	0	1	0	0	0
Tadh_wf_g3281	19	19	11	22	11	5	9	22	9	47	9	35	3	5	19
Tadh_TriadG54497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG54498	3	0	3	4	1	0	3	4	2	21	0	12	0	1	3
Tadh_orphan_1362	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0
Tadh_TriadG50028	4	2	0	2	5	1	6	3	2	38	0	10	3	1	2
Tadh_TriadG54503	9	1	4	5	5	2	3	10	0	17	1	7	1	2	8
Tadh_TriadG54505	0	2	0	4	0	1	1	4	4	1	0	3	0	0	0
Tadh_orphan_1363	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Tadh_TriadG54506	13	5	0	4	3	0	11	4	3	13	1	15	0	0	3
Tadh_orphan_1364	1	9	1	1	1	0	0	3	0	7	2	3	3	1	1
Tadh_TriadG54508	17	16	11	4	0	1	3	7	5	25	3	20	1	5	5
Tadh_TriadG22316	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Tadh_TriadG22842	0	0	0	2	0	0	0	0	0	5	0	3	0	0	2
Tadh_TriadG54514	0	0	1	2	0	0	2	2	0	2	0	1	1	2	0
Tadh_TriadG22097	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1
Tadh_TriadG50033	3	4	7	2	3	1	6	16	2	37	5	6	4	3	11
Tadh_orphan_1365	3	1	0	1	0	0	1	1	1	6	0	2	0	1	0
Tadh_TriadG22473	0	0	1	0	0	1	2	1	0	5	1	3	0	0	1
Tadh_TriadG54523	2	3	2	1	0	0	2	1	0	5	0	2	3	0	1
Tadh_TriadG54526	7	1	1	3	3	3	3	3	1	8	0	4	0	0	3
Tadh_TriadG63759	39	45	11	40	19	12	12	70	8	106	12	58	5	26	42
Tadh_TriadG54528	4	23	15	36	1	2	1	6	5	6	0	17	1	2	1
Tadh_TriadG54529	6	0	0	2	0	1	1	3	0	6	2	3	2	0	3
Tadh_TriadG63760	2	3	0	2	3	1	2	5	2	9	0	3	2	0	0
Tadh_TriadG54534	8	0	3	0	1	2	1	1	2	13	0	2	2	0	2
Tadh_TriadG22982	10	12	5	22	7	5	8	18	3	13	2	27	1	8	12
Tadh_TriadG54542	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0
Tadh_orphan_1366	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Tadh_TriadG54544	3	8	5	4	1	6	0	5	4	16	1	10	1	1	6
Tadh_TriadG50037	2	8	4	3	1	0	2	5	1	10	0	5	4	2	5
Tadh_TriadG23045	5	1	1	3	2	1	4	9	3	9	0	4	1	0	4
Tadh_TriadG54551	0	4	4	1	0	0	3	2	2	6	1	1	0	0	4
Tadh_TriadG54553	3	1	0	2	0	1	1	2	0	2	0	2	0	1	0
Tadh_TriadG54554	1	1	1	2	1	0	0	2	0	2	0	1	0	0	0
Tadh_TriadG54556	3	3	2	4	0	1	0	2	1	10	2	9	0	0	1
Tadh_TriadG54558	2	1	1	4	0	0	2	3	1	6	3	1	3	0	3
Tadh_TriadG23179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tadh_TriadG54562	0	1	0	0	0	0	0	0	0	1	0	6	0	0	1
Tadh_TriadG37376	27	22	9	24	3	7	12	32	12	74	8	33	6	9	28
Tadh_TriadG54563	0	26	22	0	1	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG54565	1	2	3	1	4	0	2	4	0	9	1	0	0	0	2
Tadh_wf_g3356	0	0	0	2	0	0	2	2	0	3	0	0	0	0	0
Tadh_orphan_1369	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG54573	4	4	2	3	2	1	6	2	0	5	3	1	4	1	3
Tadh_orphan_1372	0	0	0	0	4	5	3	10	1	6	0	0	0	1	0
Tadh_TriadG54574	0	1	1	1	8	3	4	16	5	9	0	0	1	0	1
Tadh_TriadG54576	2	0	1	5	0	1	1	1	1	4	2	3	4	0	1
Tadh_TriadG21981	3	7	7	3	2	2	2	4	0	17	2	9	3	0	2
Tadh_TriadG54579	1	0	1	2	3	0	9	15	1	9	0	3	5	0	1
Tadh_orphan_1373	0	1	1	0	3	0	0	0	0	3	0	2	0	1	1
Tadh_TriadG22351	2	7	1	0	0	0	1	3	1	10	0	3	1	0	1
Tadh_orphan_1374	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG14211	14	6	0	1	1	0	4	18	6	16	1	11	2	2	2
Tadh_orphan_1375	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Tadh_TriadG63252	18	4	0	2	2	5	7	15	7	14	3	1	0	2	5
Tadh_TriadG22897	3	0	3	3	1	3	1	2	1	4	0	4	2	5	1
Tadh_TriadG54587	0	0	2	0	0	0	1	5	0	1	0	2	0	0	0
Tadh_TriadG54589	6	0	3	2	3	0	4	7	4	8	0	6	3	0	1
Tadh_orphan_1376	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0
Tadh_TriadG54601	6	4	6	5	2	1	5	9	2	21	5	14	15	5	6
Tadh_TriadG23206	1	0	0	0	0	0	1	6	0	0	0	1	0	0	0
Tadh_TriadG54606	0	0	3	3	1	1	2	3	0	1	1	2	0	0	1
Tadh_TriadG22061	3	2	1	1	0	0	0	3	0	0	0	0	0	2	2
Tadh_TriadG54608	0	0	0	2	1	0	0	2	0	3	0	2	2	0	2
Tadh_wf_g3397	0	0	0	0	0	33	0	25	0	0	0	2	0	0	0
Tadh_TriadG54610	3	5	3	3	4	7	7	11	5	18	5	8	7	2	9
Tadh_TriadG54612	3	1	1	1	2	0	0	0	2	2	1	1	0	0	2
Tadh_TriadG54614	1	1	1	1	1	1	0	1	0	6	0	7	1	1	0
Tadh_TriadG22925	235	203	24	285	34	20	45	129	30	197	40	243	1	35	78
Tadh_orphan_1377	1	0	0	1	3	0	1	0	1	3	0	1	0	2	2
Tadh_TriadG22537	4	1	2	8	5	0	4	6	2	16	1	4	1	2	4
Tadh_orphan_1378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG54621	0	0	1	0	0	0	0	0	1	3	1	0	0	1	1
Tadh_wf_g3411	0	0	0	2	0	0	0	2	0	1	0	2	0	1	0
Tadh_TriadG54626	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Tadh_TriadG54628	3	3	2	0	2	2	3	3	2	13	0	4	3	0	4
Tadh_TriadG37385	2	9	29	2	1	3	0	7	3	6	2	5	2	3	5
Tadh_TriadG54633	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0
Tadh_TriadG54634	1	0	0	0	1	0	0	3	0	5	0	0	0	0	5
Tadh_TriadG63771	0	1	1	0	0	0	1	2	0	15	2	1	0	0	3
Tadh_TriadG54638	5	2	6	2	1	0	2	4	0	5	3	4	2	1	4
Tadh_TriadG54639	0	1	6	0	0	0	3	1	2	5	1	0	0	1	0
Tadh_TriadG54641	1	0	0	1	1	1	1	2	0	7	0	0	0	0	1
Tadh_TriadG8256	1	2	2	1	0	0	1	1	0	1	0	4	1	0	0
Tadh_TriadG23036	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_wf_g3429	0	0	1	0	1	1	1	1	1	5	1	3	1	1	2
Tadh_TriadG54646	0	0	1	3	1	1	1	1	0	2	0	0	0	0	1
Tadh_wf_g3433	0	0	0	0	0	2	2	0	0	3	0	1	0	1	0
Tadh_TriadG54649	5	1	0	2	2	1	2	4	0	0	0	0	0	1	0
Tadh_TriadG54650	3	2	1	0	3	0	0	8	1	9	5	0	1	1	3
Tadh_TriadG22904	6	18	3	3	4	0	5	14	7	18	7	14	2	0	0
Tadh_TriadG54658	6	14	9	16	3	3	6	19	4	22	12	16	8	2	10
Tadh_TriadG54660	25	10	13	17	18	7	17	49	11	59	3	22	11	8	19
Tadh_TriadG22468	1	2	2	3	1	2	0	8	0	4	2	2	2	1	3
Tadh_TriadG63255	20	76	45	24	27	17	22	46	9	49	12	58	10	20	50
Tadh_TriadG63775	1	0	0	0	1	0	2	4	0	2	1	3	0	1	1
Tadh_TriadG54671	2	3	4	1	1	0	0	1	0	6	0	2	0	1	2
Tadh_TriadG23350	1	3	0	0	1	1	4	2	1	6	1	7	1	0	1
Tadh_TriadG23199	1	1	5	3	0	1	1	4	1	8	1	3	1	1	1
Tadh_orphan_1379	0	0	1	1	0	0	1	0	0	3	0	2	0	0	2
Tadh_TriadG23231	1	1	0	0	1	3	3	7	0	10	1	11	0	1	1
Tadh_wf_g3460	0	1	1	0	0	1	7	12	1	3	1	0	0	0	2
Tadh_TriadG37398	70	113	60	78	21	4	32	96	26	93	16	92	22	16	29
Tadh_wf_g3462	3	3	1	8	0	5	2	16	3	8	1	5	4	1	3
Tadh_TriadG12205	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1
Tadh_TriadG22465	10	6	2	8	3	0	2	6	0	10	2	6	0	0	1
Tadh_TriadG54680	1	1	0	0	2	3	1	2	1	9	1	2	0	1	1
Tadh_TriadG22684	12	3	1	6	0	0	1	8	1	12	2	5	0	2	1
Tadh_hyp_clust4083	0	0	1	0	0	0	0	0	1	4	0	3	0	0	0
Tadh_TriadG50060	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0
Tadh_orphan_1382	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Tadh_TriadG16335	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
Tadh_TriadG54691	0	1	3	0	0	0	0	2	0	4	1	1	2	0	2
Tadh_TriadG54693	2	1	0	2	0	0	0	0	0	6	0	6	1	0	4
Tadh_TriadG54696	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Tadh_TriadG22183	3	0	1	1	0	2	0	0	0	1	0	2	0	0	1
Tadh_orphan_1383	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG54699	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Tadh_TriadG54700	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0
Tadh_hyp_clust7864	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Tadh_TriadG23340	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Tadh_TriadG54712	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Tadh_TriadG54713	1	0	0	2	1	0	0	1	0	2	1	1	0	0	0
Tadh_TriadG54715	0	2	0	2	0	0	0	1	0	3	2	1	1	0	0
Tadh_TriadG54716	0	2	0	1	0	1	2	2	0	3	1	0	1	0	1
Tadh_TriadG13360	1	0	4	0	0	0	2	0	0	3	1	2	0	1	2
Tadh_TriadG22133	0	0	1	0	0	0	1	2	0	1	0	2	0	0	5
Tadh_TriadG54723	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Tadh_TriadG54725	1	0	1	1	0	0	0	2	0	0	0	2	0	1	1
Tadh_TriadG54728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tadh_wf_g3508	5	6	6	3	0	1	0	12	9	22	5	21	4	3	2
Tadh_TriadG4490	1	0	1	0	0	0	0	2	2	2	0	15	3	1	1
Tadh_wf_g3510	4	8	3	3	2	1	1	6	0	6	1	5	0	3	5
Tadh_orphan_1384	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Tadh_TriadG22691	11	11	6	7	2	7	2	14	3	26	6	9	8	4	3
Tadh_TriadG54739	0	0	0	0	45	8	5	5	0	18	20	7	0	0	1
Tadh_TriadG23024	0	1	0	1	0	0	1	3	0	0	0	0	0	1	0
Tadh_TriadG54743	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG54744	0	0	1	0	0	1	0	0	1	6	0	2	0	1	1
Tadh_TriadG22423	3	1	2	4	1	2	4	10	3	21	1	6	1	1	2
Tadh_TriadG54749	0	0	1	1	0	0	0	1	0	1	0	3	0	1	1
Tadh_TriadG63780	40	1	0	1	0	0	9	105	27	4	0	22	0	5	33
Tadh_TriadG54751	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG54752	4	0	0	0	1	0	1	2	1	4	1	1	1	0	0
Tadh_wf_g3538	0	1	0	0	0	0	1	1	1	2	0	1	0	0	0
Tadh_orphan_1386	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG54759	0	1	0	1	1	0	0	1	0	1	0	4	0	0	0
Tadh_TriadG54760	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0
Tadh_TriadG54761	0	0	0	0	0	0	1	3	0	1	0	2	0	0	0
Tadh_orphan_1387	0	14	10	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG7506	1	1	5	15	0	5	1	1	1	4	3	5	1	1	6
Tadh_TriadG16656	2	6	2	2	0	0	0	1	0	3	0	2	1	0	4
Tadh_TriadG13231	6	10	5	2	0	0	3	6	0	18	1	6	1	0	2
Tadh_TriadG54771	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG54773	24	75	34	18	1	13	7	20	13	23	1	27	7	13	8
Tadh_TriadG6171	1	0	0	3	0	1	2	2	0	0	0	5	0	0	2
Tadh_TriadG54779	1	5	1	4	1	0	2	0	1	0	1	1	1	2	7
Tadh_TriadG50073	0	3	2	2	0	1	0	8	1	5	2	2	3	0	4
Tadh_TriadG23183	1	2	1	1	1	6	1	1	3	3	2	5	1	5	2
Tadh_TriadG22667	9	16	8	14	4	5	12	36	5	43	6	31	26	7	25
Tadh_TriadG54788	2	26	38	12	4	2	8	10	6	27	2	18	8	5	2
Tadh_TriadG37409	0	0	1	4	0	0	10	10	0	14	4	2	1	4	1
Tadh_TriadG21918	0	4	3	7	1	1	5	3	0	11	0	6	1	0	4
Tadh_orphan_1388	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Tadh_TriadG54794	0	1	0	0	20	15	9	48	80	23	0	1	2	5	3
Tadh_orphan_1389	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
Tadh_TriadG23088	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0
Tadh_TriadG54798	1	4	4	0	3	1	1	0	1	4	0	2	1	2	5
Tadh_orphan_1390	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0
Tadh_TriadG22993	14	4	0	3	0	0	3	7	1	10	1	5	0	1	1
Tadh_TriadG54806	2	1	1	0	4	6	0	5	1	8	1	2	1	0	4
Tadh_TriadG22356	23	25	16	11	8	3	19	24	11	66	7	57	2	9	22
Tadh_TriadG22125	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
Tadh_TriadG54815	1	0	0	0	0	1	0	0	2	5	0	1	1	0	2
Tadh_TriadG54819	0	0	1	8	0	3	1	14	1	37	0	5	4	5	4
Tadh_TriadG54820	0	1	0	1	1	0	1	1	0	1	0	4	0	0	2
Tadh_TriadG6275	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Tadh_TriadG22109	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Tadh_TriadG22811	1	6	3	3	4	0	3	0	1	9	0	3	0	2	3
Tadh_TriadG23191	4	1	1	2	0	0	2	5	1	7	0	1	0	1	2
Tadh_TriadG54829	9	1	1	20	9	5	6	12	6	53	8	15	2	5	12
Tadh_wf_g3615	1	3	0	1	1	0	1	2	3	2	1	0	0	0	0
Tadh_wf_g3616	6	0	0	0	0	1	0	3	0	8	1	1	0	3	2
Tadh_TriadG54830	25	21	0	26	13	12	13	54	19	90	14	48	7	11	30
Tadh_TriadG50080	1	1	0	2	1	1	0	3	0	3	0	0	1	1	1
Tadh_TriadG54834	2	1	1	1	1	0	8	0	0	24	11	2	2	1	2
Tadh_TriadG63786	14	29	27	18	8	25	28	105	6	31	9	125	17	205	168
Tadh_TriadG54836	1	1	0	3	0	0	5	10	1	18	5	9	3	11	12
Tadh_TriadG54837	0	3	1	1	0	0	1	3	0	2	1	8	0	5	1
Tadh_TriadG54838	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1
Tadh_TriadG54839	0	1	6	0	1	1	0	1	0	1	0	14	0	6	0
Tadh_TriadG63787	8	30	20	26	3	22	39	84	6	44	4	91	3	90	66
Tadh_TriadG54842	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG54844	2	1	3	2	1	0	2	0	0	7	1	3	1	0	1
Tadh_TriadG63788	3	2	3	2	0	1	1	2	0	5	1	8	0	1	2
Tadh_TriadG54852	1	0	0	2	0	0	1	0	1	19	0	4	0	0	0
Tadh_TriadG15835	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1
Tadh_TriadG15925	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1
Tadh_TriadG54855	3	2	3	2	0	0	6	14	0	1	1	3	1	0	4
Tadh_TriadG54857	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
