lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_006691	253	51	56	84	184	200	57	362	198
TrH2_TrispH2_006693	89	21	11	37	72	64	28	138	67
TrH2_TrispH2_006695	95	35	13	27	115	61	18	148	61
TrH2_orphan_786	3	1	0	1	6	5	1	7	2
TrH2_TrispH2_006697	78	38	11	27	109	66	28	153	60
TrH2_TrispH2_006700	808	191	115	306	735	621	224	1254	571
TrH2_orphan_787	2	1	0	0	3	1	2	1	0
TrH2_orphan_788	10	1	1	2	5	1	1	15	7
TrH2_TrispH2_006669	137	38	28	60	126	99	34	227	99
TrH2_TrispH2_006671	128	32	26	51	82	99	35	179	98
TrH2_TrispH2_006673	23	9	6	16	20	18	5	26	19
TrH2_TrispH2_006675	17	3	4	9	22	16	2	21	19
TrH2_TrispH2_006678	736	220	115	278	708	525	186	1111	503
TrH2_TrispH2_006679	39	9	4	10	19	13	6	50	22
TrH2_TrispH2_006680	155	49	26	66	119	117	47	261	141
TrH2_TrispH2_006681	9	14	3	1	40	7	1	35	12
TrH2_orphan_789	3	0	0	3	4	7	4	10	6
TrH2_TrispH2_006684	41	23	4	45	71	48	43	132	49
TrH2_TrispH2_006685	46	13	10	11	65	28	18	82	37
TrH2_TrispH2_006688	85	17	13	31	96	63	21	132	64
TrH2_TrispH2_006689	263	61	47	110	219	201	68	401	200
TrH2_TrispH2_006692	44	15	3	16	31	27	9	53	27
TrH2_TrispH2_006694	75	30	8	28	68	49	16	107	58
TrH2_TrispH2_006696	313	142	44	117	407	245	81	592	231
TrH2_orphan_790	46	5	3	7	21	10	9	42	21
TrH2_TrispH2_006698	502	133	60	135	516	330	97	705	344
TrH2_TrispH2_006699	39	9	1	8	36	18	5	78	21
TrH2_TrispH2_006701	233	107	34	70	367	140	56	405	137
TrH2_TrispH2_006702	2	1	0	0	3	5	0	2	1
TrH2_orphan_791	0	0	0	0	0	1	1	1	0
TrH2_TrispH2_006703	25	7	13	14	33	30	12	56	26
TrH2_TrispH2_006705	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_006706	4	2	1	3	10	4	3	9	2
TrH2_orphan_792	5	2	1	1	3	2	0	12	3
TrH2_TrispH2_006707	24	6	2	28	7	6	1	15	10
TrH2_orphan_793	9	4	1	7	0	9	0	10	2
TrH2_TrispH2_006708	57	14	12	19	41	47	10	87	35
TrH2_TrispH2_007034	55	50	7	23	145	36	15	148	42
TrH2_TrispH2_007035	62	24	13	24	80	40	18	115	41
TrH2_TrispH2_007037	92	39	10	39	80	61	21	144	57
TrH2_TrispH2_007038	170	59	24	49	139	115	53	266	100
TrH2_TrispH2_007040	23	5	5	13	13	4	7	25	8
TrH2_TrispH2_007041	17	2	2	7	6	9	6	17	12
TrH2_TrispH2_007042	186	95	32	58	303	140	35	330	130
TrH2_TrispH2_007043	87	18	12	43	51	86	35	128	45
TrH2_orphan_794	6	4	0	0	4	3	3	6	1
TrH2_TrispH2_007047	6	5	1	4	9	7	0	15	6
TrH2_TrispH2_007048	12	1	2	6	6	6	4	15	15
TrH2_TrispH2_007049	118	54	13	34	172	84	20	187	85
TrH2_TrispH2_007050	86	41	3	28	125	42	18	151	50
TrH2_TrispH2_007054	24	2	3	5	10	10	5	17	15
TrH2_TrispH2_007056	1137	347	171	491	907	840	307	1657	889
TrH2_TrispH2_007058	160	48	21	51	171	112	40	213	113
TrH2_TrispH2_007059	0	0	0	1	0	0	0	0	1
TrH2_TrispH2_007062	116	50	24	41	124	89	23	202	77
TrH2_TrispH2_007064	70	22	16	23	83	62	20	127	43
TrH2_TrispH2_007066	405	178	65	133	606	366	106	765	270
TrH2_orphan_795	12	1	0	5	8	5	1	18	5
TrH2_TrispH2_007070	132	35	21	47	115	82	28	175	88
TrH2_TrispH2_007072	83	20	24	32	80	53	28	141	56
TrH2_TrispH2_007073	35	6	6	24	28	27	16	62	32
TrH2_orphan_796	11	1	2	2	11	0	3	10	2
TrH2_TrispH2_007032	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_007036	13	7	0	2	19	10	3	17	8
TrH2_TrispH2_007044	196	72	40	106	166	138	55	334	146
TrH2_TrispH2_007045	6	3	0	0	4	2	0	11	2
TrH2_TrispH2_007046	45	18	8	22	34	36	11	83	33
TrH2_orphan_797	2	1	0	0	2	1	0	2	2
TrH2_TrispH2_007051	4	1	0	3	1	2	3	3	2
TrH2_TrispH2_007052	61	16	10	28	62	56	16	111	45
TrH2_TrispH2_007053	3	1	1	1	2	3	2	3	1
TrH2_TrispH2_007055	26	6	6	5	32	24	5	33	20
TrH2_TrispH2_007057	9707	2801	1618	3673	8838	7558	2804	15362	7084
TrH2_TrispH2_007060	40	10	2	14	51	23	8	49	19
TrH2_TrispH2_007061	9494	2604	1539	3707	8636	7290	2718	15150	6932
TrH2_TrispH2_007063	103	31	20	54	135	104	26	192	84
TrH2_TrispH2_007065	18	1	2	4	12	12	8	33	12
TrH2_TrispH2_007067	71	28	8	23	85	48	18	124	43
TrH2_TrispH2_007068	102	41	13	32	144	84	27	177	59
TrH2_TrispH2_007069	135	38	29	33	109	83	32	196	106
TrH2_TrispH2_007071	117	24	31	44	102	74	14	178	92
TrH2_TrispH2_007074	60	10	6	15	41	35	21	94	41
TrH2_TrispH2_007075	78	28	8	24	104	46	19	122	45
TrH2_TrispH2_007551	180	65	21	58	239	114	26	276	119
TrH2_TrispH2_007552	3	4	2	2	6	9	1	15	2
TrH2_TrispH2_007553	40	15	10	21	42	34	9	90	42
TrH2_TrispH2_007555	537	132	109	209	400	349	155	762	431
TrH2_orphan_798	24	11	4	13	47	22	4	38	16
TrH2_orphan_799	56	12	1	15	56	50	13	82	39
TrH2_TrispH2_007558	695	259	109	190	852	407	130	988	407
TrH2_TrispH2_007561	93	21	18	34	77	51	17	136	72
TrH2_TrispH2_007563	141	38	11	39	127	73	27	171	85
TrH2_TrispH2_007565	48	9	5	24	34	33	11	54	29
TrH2_orphan_800	0	0	0	1	1	1	0	2	1
TrH2_orphan_801	0	3	2	3	6	2	3	8	2
TrH2_TrispH2_007575	169	51	23	54	163	115	40	236	106
TrH2_TrispH2_007577	151	32	25	56	114	95	39	216	116
TrH2_TrispH2_007579	61	16	7	33	71	47	13	103	43
TrH2_TrispH2_007583	547	142	78	232	465	415	153	798	380
TrH2_TrispH2_007584	118	41	11	41	165	74	14	235	58
TrH2_TrispH2_007585	3	0	0	4	4	5	2	5	1
TrH2_TrispH2_007586	231	99	25	85	327	168	66	450	163
TrH2_TrispH2_007587	4	2	0	2	4	4	3	5	4
TrH2_TrispH2_007550	3	2	0	1	2	1	0	3	0
TrH2_TrispH2_007554	508	160	71	206	492	369	144	788	359
TrH2_TrispH2_007556	425	116	49	196	417	302	111	660	268
TrH2_TrispH2_007557	8	1	2	15	11	15	2	22	6
TrH2_orphan_802	46	9	5	16	40	37	10	63	33
TrH2_TrispH2_007559	691	161	96	227	629	476	135	1006	445
TrH2_TrispH2_007560	117	42	16	54	108	85	22	171	76
TrH2_TrispH2_007564	1	1	1	0	1	2	1	7	1
TrH2_orphan_803	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_007566	14	3	0	5	10	7	4	27	17
TrH2_TrispH2_007568	0	0	0	0	0	0	0	3	0
TrH2_TrispH2_007569	0	0	0	0	1	1	0	1	1
TrH2_TrispH2_007570	26	6	5	10	19	21	12	48	12
TrH2_TrispH2_007571	0	0	0	0	0	1	0	1	0
TrH2_TrispH2_007573	1	2	1	2	1	0	0	0	0
TrH2_TrispH2_007574	143	44	21	68	150	99	43	265	102
TrH2_TrispH2_007576	124	21	19	45	85	81	23	151	76
TrH2_TrispH2_007578	112	28	13	31	80	66	25	178	60
TrH2_TrispH2_007580	209	71	31	79	223	165	65	332	136
TrH2_TrispH2_007582	445	98	67	200	457	325	110	731	302
TrH2_orphan_805	0	2	0	0	1	0	0	2	0
TrH2_TrispH2_006471	277	123	39	80	431	174	46	498	173
TrH2_TrispH2_006473	203	53	24	74	249	138	44	351	144
TrH2_orphan_806	1	0	1	0	1	3	0	2	4
TrH2_TrispH2_006477	37	12	11	23	55	45	20	78	45
TrH2_TrispH2_006481	83	27	12	34	119	77	17	133	56
TrH2_orphan_807	4	0	0	1	1	2	1	1	1
TrH2_TrispH2_006485	136	58	12	40	175	86	35	179	73
TrH2_TrispH2_006486	244	63	40	81	237	171	55	329	155
TrH2_TrispH2_006487	60	17	10	23	60	42	14	85	37
TrH2_orphan_808	22	3	3	11	14	12	2	18	10
TrH2_TrispH2_006489	55	10	7	32	30	36	14	84	33
TrH2_orphan_809	40	19	6	21	70	30	10	71	33
TrH2_TrispH2_006492	153	34	16	74	146	133	45	244	117
TrH2_TrispH2_006494	52	20	6	15	54	33	8	57	34
TrH2_TrispH2_006497	323	85	42	132	305	202	64	499	269
TrH2_TrispH2_006498	19	7	6	11	17	19	11	27	12
TrH2_TrispH2_006501	119	30	15	71	28	45	31	263	187
TrH2_TrispH2_006502	66	25	9	29	65	34	14	95	45
TrH2_TrispH2_006504	35	4	2	8	28	14	11	46	29
TrH2_TrispH2_006505	20	6	0	4	15	14	4	38	15
TrH2_TrispH2_006506	23	8	5	7	13	33	11	41	7
TrH2_TrispH2_006509	54	14	8	13	41	34	14	72	27
TrH2_TrispH2_006472	45	11	4	4	26	36	11	64	31
TrH2_TrispH2_006474	81	35	23	37	70	68	35	153	59
TrH2_TrispH2_006475	68	12	4	27	34	57	23	78	41
TrH2_TrispH2_006476	45	14	5	22	32	37	14	54	36
TrH2_TrispH2_006478	33	1	2	9	22	14	9	43	25
TrH2_TrispH2_006479	101	27	9	21	93	78	30	177	59
TrH2_TrispH2_006480	6	1	2	6	8	6	2	17	5
TrH2_TrispH2_006482	135	18	30	55	118	91	40	189	123
TrH2_TrispH2_006483	110	36	16	52	93	86	30	190	95
TrH2_orphan_810	12	1	4	5	6	6	5	17	5
TrH2_orphan_811	2	0	1	0	0	1	1	1	0
TrH2_TrispH2_006484	1285	380	167	456	1271	915	326	1896	841
TrH2_TrispH2_006488	284	96	34	108	325	205	76	439	144
TrH2_orphan_812	17	1	0	3	4	5	4	14	3
TrH2_TrispH2_006490	50	14	3	25	49	38	8	80	29
TrH2_TrispH2_006491	376	113	72	138	290	385	135	526	252
TrH2_TrispH2_006493	107	20	14	30	80	64	17	106	50
TrH2_TrispH2_006495	106	24	19	41	107	75	31	185	73
TrH2_TrispH2_006496	43	5	13	23	17	18	6	63	51
TrH2_orphan_813	8	0	0	0	1	3	0	0	10
TrH2_TrispH2_006500	67	18	13	27	48	38	17	117	54
TrH2_orphan_814	9	0	2	2	13	9	6	27	11
TrH2_TrispH2_006503	72	15	6	24	71	31	17	92	49
TrH2_TrispH2_006507	12	2	0	2	11	3	3	13	7
TrH2_TrispH2_006508	413	112	64	199	357	367	114	713	284
TrH2_TrispH2_006510	55	21	10	25	82	39	18	107	59
TrH2_TrispH2_006909	14	4	4	9	7	7	1	20	8
TrH2_orphan_815	1	0	1	1	0	4	0	7	2
TrH2_orphan_816	0	0	0	0	4	3	0	2	4
TrH2_TrispH2_006912	105	31	18	45	106	98	25	147	77
TrH2_TrispH2_006914	233	41	36	81	188	206	57	361	167
TrH2_TrispH2_006915	47	15	7	13	43	31	19	71	28
TrH2_TrispH2_006917	59	35	8	24	92	43	10	95	32
TrH2_TrispH2_006918	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_006919	72	13	16	41	45	65	30	128	52
TrH2_orphan_817	10	0	1	3	5	12	0	5	4
TrH2_TrispH2_006921	165	72	38	92	171	145	63	308	106
TrH2_TrispH2_006922	209	75	45	107	196	203	63	456	143
TrH2_TrispH2_006924	332	188	43	136	429	260	96	689	257
TrH2_TrispH2_006927	17	8	4	10	45	25	7	66	20
TrH2_TrispH2_006928	15	9	1	5	12	11	0	22	14
TrH2_TrispH2_006930	94	57	11	40	149	69	16	148	50
TrH2_TrispH2_006931	94	23	16	38	58	55	17	134	51
TrH2_TrispH2_006932	83	22	5	31	43	52	25	125	60
TrH2_TrispH2_006935	7	13	0	1	24	2	3	15	4
TrH2_TrispH2_006941	309	107	46	110	334	232	82	528	214
TrH2_TrispH2_006943	107	25	19	36	106	70	32	205	81
TrH2_TrispH2_006944	149	45	16	58	140	115	34	218	107
TrH2_TrispH2_006945	2	2	1	2	2	4	1	5	3
TrH2_TrispH2_006947	171	57	21	60	209	100	43	298	129
TrH2_TrispH2_006949	26	7	1	15	46	24	6	50	9
TrH2_TrispH2_006952	64	12	8	26	57	55	16	123	56
TrH2_TrispH2_006910	71	21	4	38	54	54	15	113	42
TrH2_TrispH2_006911	19	2	0	6	26	20	4	32	9
TrH2_TrispH2_006913	370	139	54	139	393	281	106	624	280
TrH2_TrispH2_006916	12	2	3	2	5	3	1	11	4
TrH2_TrispH2_006920	3	0	0	2	2	1	0	3	1
TrH2_TrispH2_006923	108	33	19	46	97	71	20	173	59
TrH2_TrispH2_006925	65	18	9	22	75	52	16	104	50
TrH2_TrispH2_006926	33	14	3	11	41	30	10	64	28
TrH2_TrispH2_006929	136	45	28	39	172	108	43	212	92
TrH2_TrispH2_006933	7	1	2	4	12	17	5	30	13
TrH2_TrispH2_006934	603	423	107	220	1068	495	156	1469	467
TrH2_TrispH2_006936	4	0	0	1	2	5	2	14	9
TrH2_TrispH2_006937	1	1	1	1	1	2	0	0	1
TrH2_TrispH2_006938	5	2	1	2	2	5	2	7	2
TrH2_TrispH2_006940	25	3	2	13	16	20	6	39	20
TrH2_TrispH2_006942	3352	904	429	1126	3034	2353	793	4714	2324
TrH2_TrispH2_006946	68	18	9	28	54	45	14	91	38
TrH2_TrispH2_006948	1	0	0	0	0	0	0	0	1
TrH2_TrispH2_006950	46	7	10	10	38	31	7	64	12
TrH2_TrispH2_006951	53	8	8	28	56	34	13	73	45
TrH2_TrispH2_006158	1684	594	288	640	1786	1250	416	2675	1174
TrH2_orphan_818	2	0	2	3	4	1	2	8	0
TrH2_TrispH2_006160	85	9	17	33	66	79	20	128	59
TrH2_TrispH2_006161	45	16	2	15	46	31	7	48	24
TrH2_TrispH2_006163	123	29	19	54	115	106	31	203	91
TrH2_TrispH2_006165	55	21	4	15	73	24	12	89	31
TrH2_TrispH2_006167	78	40	20	29	88	60	15	131	54
TrH2_TrispH2_006168	71	14	9	34	48	58	24	113	50
TrH2_TrispH2_006169	244	84	46	85	271	182	59	422	142
TrH2_TrispH2_006170	47	22	5	23	53	37	15	77	26
TrH2_TrispH2_006171	33	17	2	9	23	21	3	42	14
TrH2_TrispH2_006172	41	15	4	10	45	21	17	70	18
TrH2_TrispH2_006173	26	3	2	6	20	7	2	29	12
TrH2_TrispH2_006174	51	28	11	25	83	42	39	125	44
TrH2_TrispH2_006175	296	125	32	83	413	242	47	433	167
TrH2_orphan_819	18	4	2	11	8	13	0	17	7
TrH2_TrispH2_006178	71	28	9	33	87	88	20	147	66
TrH2_TrispH2_006179	52	14	12	14	59	26	10	58	37
TrH2_TrispH2_006180	21	6	3	6	30	21	3	43	30
TrH2_TrispH2_006182	69	8	9	17	48	44	18	89	44
TrH2_orphan_820	0	0	1	1	2	2	0	4	1
TrH2_TrispH2_006184	102	40	20	39	126	65	25	174	67
TrH2_TrispH2_006186	53	15	4	18	56	45	16	73	32
TrH2_orphan_821	146	48	7	32	160	86	42	203	76
TrH2_TrispH2_006190	186	52	34	73	160	110	57	303	139
TrH2_TrispH2_006159	34	5	9	12	32	21	13	55	20
TrH2_TrispH2_006162	35	3	4	9	41	27	8	71	26
TrH2_TrispH2_006164	0	0	0	0	1	0	1	0	1
TrH2_TrispH2_006166	1520	708	182	516	2260	1170	454	2912	987
TrH2_TrispH2_006176	80	16	9	51	50	70	15	131	47
TrH2_TrispH2_006177	12	3	2	13	11	5	2	21	7
TrH2_orphan_822	10	0	1	4	4	7	3	13	4
TrH2_TrispH2_006181	294	77	62	114	277	228	82	514	230
TrH2_TrispH2_006183	1046	375	134	362	1113	764	274	1651	709
TrH2_orphan_823	2	2	0	1	1	0	0	2	1
TrH2_TrispH2_006185	71	19	23	22	72	62	23	149	61
TrH2_TrispH2_006187	51	20	8	16	63	44	22	82	50
TrH2_TrispH2_006188	219	79	52	79	151	169	68	342	139
TrH2_TrispH2_006189	46	6	7	38	25	39	25	78	61
TrH2_orphan_824	55	25	12	30	47	51	22	101	52
TrH2_TrispH2_006191	2080	484	317	698	1899	1436	528	3026	1495
TrH2_TrispH2_005626	9	0	3	5	7	6	4	12	8
TrH2_TrispH2_005628	204	53	43	82	225	160	57	350	180
TrH2_TrispH2_005629	352	142	33	121	499	217	82	549	198
TrH2_TrispH2_005633	155	44	23	66	177	142	41	249	123
TrH2_TrispH2_005638	6	1	0	6	5	4	6	7	3
TrH2_orphan_825	17	2	4	14	10	27	13	28	12
TrH2_TrispH2_005641	274	78	40	96	256	178	74	390	196
TrH2_TrispH2_005642	122	48	16	40	128	62	27	164	97
TrH2_TrispH2_005644	164	61	20	75	168	114	55	287	126
TrH2_TrispH2_005646	1212	293	242	495	974	925	324	1779	896
TrH2_TrispH2_005647	238	82	37	114	226	227	83	408	195
TrH2_TrispH2_005648	33	3	3	14	27	10	10	45	30
TrH2_orphan_826	1	1	0	0	0	1	0	1	2
TrH2_TrispH2_005649	12	3	4	1	11	9	5	19	9
TrH2_TrispH2_005652	31	5	5	15	35	22	8	48	23
TrH2_TrispH2_005653	91	6	8	25	47	52	12	147	80
TrH2_TrispH2_005654	84	29	10	37	79	54	22	111	52
TrH2_TrispH2_005655	80	17	8	29	68	63	24	132	59
TrH2_TrispH2_005657	1454	396	233	548	1490	1032	369	2243	1066
TrH2_TrispH2_005658	158	79	7	33	279	100	31	262	81
TrH2_TrispH2_005659	122	58	31	53	120	94	36	242	72
TrH2_TrispH2_005627	299	79	56	124	257	216	70	480	212
TrH2_TrispH2_005630	25	4	2	6	16	10	1	18	12
TrH2_TrispH2_005631	326	125	66	143	374	270	115	623	259
TrH2_TrispH2_005632	723	158	113	308	513	566	221	1128	517
TrH2_TrispH2_005634	11	3	2	1	12	15	3	20	6
TrH2_TrispH2_005639	23	6	5	9	19	9	6	34	20
TrH2_TrispH2_005640	44	12	5	19	59	30	10	81	33
TrH2_TrispH2_005645	1373	323	211	550	1058	1010	326	1963	951
TrH2_orphan_827	4	0	0	0	2	4	0	8	3
TrH2_TrispH2_005650	29	14	3	10	48	21	11	66	29
TrH2_TrispH2_005651	97	72	10	28	155	50	19	208	60
TrH2_TrispH2_005656	114	30	23	55	113	76	37	191	94
TrH2_TrispH2_005660	10	5	2	10	22	9	3	33	9
TrH2_TrispH2_005515	391	108	57	155	359	289	88	649	286
TrH2_TrispH2_005517	131	46	17	58	136	109	45	190	81
TrH2_TrispH2_005519	217	56	34	77	223	147	44	299	143
TrH2_TrispH2_005522	126	46	14	49	155	107	35	242	77
TrH2_TrispH2_005524	166	57	33	74	157	140	53	260	121
TrH2_TrispH2_005526	834	323	143	347	940	660	240	1491	628
TrH2_TrispH2_005529	114	28	21	44	130	89	26	206	90
TrH2_orphan_828	3	1	0	3	5	3	1	8	7
TrH2_TrispH2_005533	463	83	64	184	372	304	99	700	304
TrH2_TrispH2_005535	224	71	32	85	250	179	72	362	172
TrH2_TrispH2_005537	542	129	81	189	515	410	150	854	416
TrH2_orphan_829	1	0	1	0	1	2	0	0	0
TrH2_TrispH2_005541	104	36	21	49	138	86	23	190	83
TrH2_TrispH2_005542	12427	18	1375	2842	391	5645	3620	5699	2539
TrH2_TrispH2_005544	375	91	62	147	366	265	65	539	267
TrH2_TrispH2_005546	29	16	4	10	31	26	4	59	30
TrH2_TrispH2_005549	193	90	33	70	237	144	51	354	146
TrH2_TrispH2_005552	79	48	8	19	102	48	16	145	52
TrH2_TrispH2_005554	112	31	13	45	77	65	21	129	65
TrH2_TrispH2_005555	188	55	25	75	177	133	40	266	141
TrH2_TrispH2_005560	118	24	19	46	91	107	26	172	84
TrH2_TrispH2_005565	1307	409	160	383	725	792	250	1588	758
TrH2_TrispH2_005516	380	120	63	133	378	267	64	601	262
TrH2_TrispH2_005518	533	145	105	227	386	375	138	769	355
TrH2_TrispH2_005520	2745	675	450	1070	2306	1980	762	4019	2033
TrH2_TrispH2_005521	262	75	41	75	263	195	66	404	183
TrH2_TrispH2_005523	234	73	45	101	212	171	58	343	158
TrH2_TrispH2_005525	376	100	60	140	382	306	90	585	238
TrH2_TrispH2_005527	282	73	42	98	286	204	64	439	178
TrH2_TrispH2_005528	267	79	47	77	253	214	64	391	209
TrH2_TrispH2_005530	43	16	12	20	57	44	16	89	49
TrH2_TrispH2_005531	10759	2702	1957	5100	7960	8212	3095	16440	8825
TrH2_TrispH2_005532	541	148	93	200	525	385	122	855	422
TrH2_TrispH2_005534	322	92	53	115	308	259	98	489	232
TrH2_TrispH2_005536	335	80	41	101	275	232	80	444	226
TrH2_TrispH2_005538	50	17	6	16	44	30	11	89	37
TrH2_TrispH2_005539	213	48	37	86	162	154	67	333	141
TrH2_TrispH2_005540	341	101	47	128	271	255	110	598	251
TrH2_TrispH2_005543	695	197	71	221	667	417	139	901	433
TrH2_TrispH2_005545	147	46	26	61	181	96	29	253	96
TrH2_TrispH2_005547	61	17	13	17	53	37	13	104	33
TrH2_TrispH2_005548	146	42	18	54	141	88	40	208	110
TrH2_TrispH2_005550	933	185	198	486	539	775	300	1456	785
TrH2_TrispH2_005551	6960	1466	1359	3117	4532	5945	2306	10614	5914
TrH2_TrispH2_005553	200	56	31	76	161	160	65	263	151
TrH2_TrispH2_005556	77	22	9	14	78	31	12	99	37
TrH2_TrispH2_005557	213	84	27	82	258	144	49	359	152
TrH2_TrispH2_005558	16	4	1	5	8	16	9	32	23
TrH2_TrispH2_005559	137	38	12	39	161	86	28	222	82
TrH2_TrispH2_005561	1173	239	183	429	660	878	331	1521	789
TrH2_TrispH2_005562	321	37	9	104	402	270	100	722	254
TrH2_TrispH2_005563	649	14	7	11	565	534	137	1108	563
TrH2_TrispH2_005564	332	92	53	133	343	286	97	512	288
TrH2_TrispH2_005908	160	24	25	51	120	92	37	224	107
TrH2_TrispH2_005909	22	6	2	11	18	13	8	31	17
TrH2_TrispH2_005910	63	26	4	26	73	36	20	99	31
TrH2_TrispH2_005911	39	14	8	18	29	36	17	61	28
TrH2_TrispH2_005913	62	21	8	16	51	41	15	86	42
TrH2_TrispH2_005915	34	9	6	11	44	27	8	54	17
TrH2_TrispH2_005916	310	61	40	106	311	203	67	434	196
TrH2_TrispH2_005917	30	9	8	7	27	20	8	50	24
TrH2_TrispH2_005919	464	140	82	149	431	294	123	740	333
TrH2_TrispH2_005922	66	33	12	16	69	35	11	72	49
TrH2_TrispH2_005924	225	49	40	81	204	169	52	345	168
TrH2_TrispH2_005926	203	65	15	60	252	96	52	330	111
TrH2_TrispH2_005927	90	15	17	25	50	48	21	88	54
TrH2_TrispH2_005929	52	16	6	14	45	34	12	64	39
TrH2_TrispH2_005931	109	24	23	29	81	79	30	150	71
TrH2_TrispH2_005933	173	50	19	68	174	157	46	288	166
TrH2_TrispH2_005935	399	132	70	159	406	318	125	686	266
TrH2_TrispH2_005936	128	45	17	53	117	96	25	203	90
TrH2_TrispH2_005938	346	69	58	130	272	248	85	475	271
TrH2_TrispH2_005939	107	39	12	40	138	77	33	183	56
TrH2_TrispH2_005940	119	26	29	36	104	80	30	172	106
TrH2_TrispH2_005943	56	18	7	41	42	53	8	112	40
TrH2_TrispH2_005945	254	108	62	155	330	241	81	666	224
TrH2_TrispH2_005947	19	10	2	7	38	12	3	28	14
TrH2_TrispH2_005949	86	16	22	29	83	58	14	132	59
TrH2_TrispH2_005950	148	32	14	59	163	86	26	209	80
TrH2_TrispH2_005951	33	32	8	13	80	30	15	83	26
TrH2_TrispH2_005952	109	30	15	57	115	71	24	142	77
TrH2_TrispH2_005953	65	21	8	35	58	48	15	92	54
TrH2_TrispH2_005955	98	40	8	35	126	65	26	154	62
TrH2_TrispH2_005957	81	26	9	48	91	48	18	126	76
TrH2_TrispH2_005960	46	13	5	19	49	34	7	88	33
TrH2_TrispH2_005961	118	45	14	57	72	91	31	171	82
TrH2_TrispH2_005964	44	14	6	12	50	23	9	73	36
TrH2_TrispH2_005907	142	38	26	76	156	128	44	225	105
TrH2_TrispH2_005912	64	13	10	26	56	36	11	119	64
TrH2_TrispH2_005914	26	6	6	8	24	26	8	47	24
TrH2_TrispH2_005918	29	12	0	9	33	19	6	49	21
TrH2_TrispH2_005920	146	42	21	48	141	118	37	224	110
TrH2_TrispH2_005921	20	15	0	10	24	14	3	46	28
TrH2_TrispH2_005923	201	50	37	77	213	122	50	333	164
TrH2_TrispH2_005925	121	24	14	52	133	98	28	195	80
TrH2_TrispH2_005928	144	41	15	73	118	109	38	201	83
TrH2_TrispH2_005930	139	46	17	49	121	93	37	209	92
TrH2_TrispH2_005932	518	147	76	209	490	373	121	738	337
TrH2_TrispH2_005934	371	131	86	186	317	278	105	647	287
TrH2_TrispH2_005937	206	37	37	71	141	123	49	249	169
TrH2_orphan_830	4	2	2	1	2	12	1	10	4
TrH2_TrispH2_005941	53	20	7	18	67	36	4	95	33
TrH2_TrispH2_005942	78	21	7	24	85	60	26	130	53
TrH2_orphan_831	3	0	0	1	0	0	0	0	1
TrH2_TrispH2_005946	175	35	27	67	159	123	55	215	122
TrH2_TrispH2_005948	110	51	11	38	122	83	32	186	64
TrH2_TrispH2_005954	374	81	54	154	307	311	130	573	289
TrH2_TrispH2_005956	22	9	1	7	24	13	6	30	16
TrH2_TrispH2_005958	99	13	14	23	72	49	30	131	60
TrH2_TrispH2_005959	39	10	10	19	55	21	9	71	28
TrH2_TrispH2_005962	119	36	19	32	102	83	26	180	85
TrH2_TrispH2_005963	39	17	9	21	48	43	17	79	37
TrH2_TrispH2_005965	60	11	8	27	50	35	17	89	38
TrH2_TrispH2_007720	6	1	2	2	7	4	0	9	4
TrH2_orphan_832	1	0	0	0	3	0	1	0	1
TrH2_TrispH2_007723	13	2	0	6	8	12	5	31	8
TrH2_TrispH2_007724	111	35	25	58	104	117	24	223	103
TrH2_TrispH2_007725	120	17	13	114	71	83	19	172	77
TrH2_TrispH2_007728	43	12	11	31	31	57	17	86	40
TrH2_TrispH2_007729	23	4	1	8	27	16	6	30	11
TrH2_TrispH2_007731	529	159	110	234	543	398	159	931	395
TrH2_TrispH2_007732	218	77	30	64	280	153	44	345	125
TrH2_TrispH2_007733	63	20	16	26	84	53	14	130	59
TrH2_orphan_833	53	12	15	36	36	69	12	98	43
TrH2_TrispH2_007735	22	8	5	8	13	16	8	40	18
TrH2_TrispH2_007736	47	9	7	30	50	25	11	90	43
TrH2_TrispH2_007738	80	11	13	35	58	57	28	133	61
TrH2_TrispH2_007739	233	63	26	98	180	161	67	339	155
TrH2_TrispH2_007740	426	125	59	147	409	284	87	617	250
TrH2_TrispH2_007741	43	13	7	24	47	37	16	106	50
TrH2_TrispH2_007742	1036	337	172	478	899	770	296	1601	772
TrH2_TrispH2_007746	36	17	12	11	41	22	7	49	40
TrH2_TrispH2_007748	43	14	6	23	36	30	7	72	38
TrH2_orphan_834	182	56	26	64	145	118	49	275	135
TrH2_orphan_835	4	0	0	2	1	0	1	1	2
TrH2_orphan_836	0	0	0	2	3	5	0	2	3
TrH2_TrispH2_007752	6	1	0	3	3	2	3	9	4
TrH2_TrispH2_007721	50	26	4	16	75	29	15	66	41
TrH2_TrispH2_007722	33	15	7	10	21	20	11	68	20
TrH2_orphan_837	8	0	0	4	4	5	2	8	4
TrH2_TrispH2_007726	61	21	3	15	87	37	14	79	33
TrH2_TrispH2_007727	26	3	3	4	28	11	6	29	10
TrH2_TrispH2_007730	424	106	71	152	383	313	103	659	283
TrH2_orphan_839	11	1	1	0	12	11	4	15	3
