Tadh_TriadG50246	Tadh_TriadT50246
TrH2_TrispH2_008040	TrH2_TrispH2_008040-RA
TrH2_TrispH2_002716	TrH2_TrispH2_002716-RA
TrH2_TrispH2_000751	TrH2_TrispH2_000751-RA
TrH2_TrispH2_011630	TrH2_TrispH2_011630-RA
TrH2_orphan_1366	TrH2_orphan_1366
TrH2_TrispH2_000684	TrH2_TrispH2_000684-RA
TrH2_TrispH2_007786	TrH2_TrispH2_007786-RA
TrH2_TrispH2_009082	TrH2_TrispH2_009082-RA
TrH2_TrispH2_005456	TrH2_TrispH2_005456-RA
TrH2_TrispH2_006513	TrH2_TrispH2_006513-RA
TrH2_TrispH2_003451	TrH2_TrispH2_003451-RA
TrH2_TrispH2_006420	TrH2_TrispH2_006420-RA
TrH2_TrispH2_012174	TrH2_TrispH2_012174-RA
TrH2_TrispH2_008626	TrH2_TrispH2_008626-RA
TrH2_TrispH2_010334	TrH2_TrispH2_010334-RA
TrH2_orphan_856	TrH2_orphan_856
TrH2_TrispH2_007338	TrH2_TrispH2_007338-RA
TrH2_TrispH2_005784	TrH2_TrispH2_005784-RA
TrH2_TrispH2_010331	TrH2_TrispH2_010331-RA
TrH2_TrispH2_009485	TrH2_TrispH2_009485-RA
TrH2_TrispH2_007436	TrH2_TrispH2_007436-RA
TrH2_TrispH2_000862	TrH2_TrispH2_000862-RA
TrH2_TrispH2_010336	TrH2_TrispH2_010336-RA
TrH2_TrispH2_011300	TrH2_TrispH2_011300-RA
TrH2_TrispH2_003009	TrH2_TrispH2_003009-RA
TrH2_orphan_147	TrH2_orphan_147
TrH2_orphan_987	TrH2_orphan_987
TrH2_TrispH2_011750	TrH2_TrispH2_011750-RA
TrH2_TrispH2_009369	TrH2_TrispH2_009369-RA
TrH2_TrispH2_011981	TrH2_TrispH2_011981-RA
TrH2_TrispH2_009560	TrH2_TrispH2_009560-RA
TrH2_orphan_782	TrH2_orphan_782
TrH2_TrispH2_007809	TrH2_TrispH2_007809-RA
TrH2_TrispH2_000942	TrH2_TrispH2_000942-RA
TrH2_orphan_253	TrH2_orphan_253
TrH2_TrispH2_009081	TrH2_TrispH2_009081-RA
TrH2_TrispH2_007346	TrH2_TrispH2_007346-RA
TrH2_orphan_1058	TrH2_orphan_1058
TrH2_TrispH2_002025	TrH2_TrispH2_002025-RA
TrH2_TrispH2_005562	TrH2_TrispH2_005562-RA
TrH2_TrispH2_005500	TrH2_TrispH2_005500-RA
TrH2_TrispH2_005804	TrH2_TrispH2_005804-RA
TrH2_orphan_653	TrH2_orphan_653
TrH2_TrispH2_011185	TrH2_TrispH2_011185-RA
TrH2_TrispH2_002586	TrH2_TrispH2_002586-RA
TrH2_TrispH2_002838	TrH2_TrispH2_002838-RA
TrH2_TrispH2_011187	TrH2_TrispH2_011187-RA
TrH2_TrispH2_010223	TrH2_TrispH2_010223-RA
TrH2_TrispH2_010219	TrH2_TrispH2_010219-RA
TrH2_TrispH2_003622	TrH2_TrispH2_003622-RA
TrH2_TrispH2_003827	TrH2_TrispH2_003827-RA
TrH2_TrispH2_009809	TrH2_TrispH2_009809-RA
TrH2_TrispH2_005677	TrH2_TrispH2_005677-RA
TrH2_TrispH2_009862	TrH2_TrispH2_009862-RA
TrH2_orphan_1644	TrH2_orphan_1644
TrH2_TrispH2_011893	TrH2_TrispH2_011893-RA
TrH2_TrispH2_003850	TrH2_TrispH2_003850-RA
TrH2_TrispH2_006452	TrH2_TrispH2_006452-RA
TrH2_TrispH2_010187	TrH2_TrispH2_010187-RA
TrH2_TrispH2_008673	TrH2_TrispH2_008673-RA
TrH2_orphan_1709	TrH2_orphan_1709
TrH2_TrispH2_008041	TrH2_TrispH2_008041-RA
TrH2_TrispH2_003317	TrH2_TrispH2_003317-RA
TrH2_TrispH2_002106	TrH2_TrispH2_002106-RA
TrH2_TrispH2_009831	TrH2_TrispH2_009831-RA
TrH2_TrispH2_006185	TrH2_TrispH2_006185-RA
TrH2_TrispH2_011960	TrH2_TrispH2_011960-RA
TrH2_TrispH2_010840	TrH2_TrispH2_010840-RA
TrH2_TrispH2_011130	TrH2_TrispH2_011130-RA
TrH2_TrispH2_001620	TrH2_TrispH2_001620-RA
TrH2_TrispH2_010362	TrH2_TrispH2_010362-RA
TrH2_TrispH2_001094	TrH2_TrispH2_001094-RA
TrH2_orphan_619	TrH2_orphan_619
TrH2_TrispH2_003422	TrH2_TrispH2_003422-RA
TrH2_TrispH2_000992	TrH2_TrispH2_000992-RA
TrH2_TrispH2_009958	TrH2_TrispH2_009958-RA
TrH2_TrispH2_009943	TrH2_TrispH2_009943-RA
TrH2_orphan_1637	TrH2_orphan_1637
TrH2_TrispH2_008391	TrH2_TrispH2_008391-RA
TrH2_orphan_867	TrH2_orphan_867
TrH2_orphan_1432	TrH2_orphan_1432
TrH2_TrispH2_005849	TrH2_TrispH2_005849-RA
TrH2_TrispH2_010123	TrH2_TrispH2_010123-RA
TrH2_TrispH2_006115	TrH2_TrispH2_006115-RA
TrH2_TrispH2_001312	TrH2_TrispH2_001312-RA
TrH2_orphan_236	TrH2_orphan_236
TrH2_orphan_1260	TrH2_orphan_1260
TrH2_TrispH2_009105	TrH2_TrispH2_009105-RA
TrH2_TrispH2_004569	TrH2_TrispH2_004569-RA
TrH2_TrispH2_006366	TrH2_TrispH2_006366-RA
TrH2_TrispH2_008819	TrH2_TrispH2_008819-RA
TrH2_TrispH2_000438	TrH2_TrispH2_000438-RA
TrH2_orphan_968	TrH2_orphan_968
Hhon_g09417.t1	Hhon_g09417.t1
Hhon_g04847.t1	Hhon_g04847.t1
Hhon_g09857.t1	Hhon_g09857.t1
Hhon_g09337.t1	Hhon_g09337.t1
Hhon_g06181.t1	Hhon_g06181.t1
Hhon_g02781.t1	Hhon_g02781.t1
Hhon_g11367.t1	Hhon_g11367.t1
Hhon_g02526.t1	Hhon_g02526.t1
Hhon_g09959.t1	Hhon_g09959.t1
Hhon_g09697.t1	Hhon_g09697.t1
Hhon_g10552.t1	Hhon_g10552.t1
Hhon_g03274.t1	Hhon_g03274.t1
Hhon_g04528.t1	Hhon_g04528.t1
Hhon_g08980.t1	Hhon_g08980.t1
Hhon_g00692.t1	Hhon_g00692.t1
Hhon_g04383.t1	Hhon_g04383.t1
Hhon_g00026.t1	Hhon_g00026.t1
Hhon_g01649.t1	Hhon_g01649.t1
Hhon_g07345.t1	Hhon_g07345.t1
Hhon_g07633.t1	Hhon_g07633.t1
Hhon_g10411.t1	Hhon_g10411.t1
Hhon_g00403.t1	Hhon_g00403.t1
Hhon_g01895.t1	Hhon_g01895.t1
Hhon_g05104.t1	Hhon_g05104.t1
Hhon_g04964.t1	Hhon_g04964.t1
Hhon_g09243.t1	Hhon_g09243.t1
Hhon_g04728.t1	Hhon_g04728.t1
Hhon_g09103.t1	Hhon_g09103.t1
Hhon_g01698.t1	Hhon_g01698.t1
Hhon_g03523.t1	Hhon_g03523.t1
Hhon_g09272.t1	Hhon_g09272.t1
Hhon_g08563.t1	Hhon_g08563.t1
Hhon_g04435.t1	Hhon_g04435.t1
Hhon_g11057.t1	Hhon_g11057.t1
Hhon_g02632.t1	Hhon_g02632.t1
Hhon_g01883.t1	Hhon_g01883.t1
Hhon_g00402.t1	Hhon_g00402.t1
Hhon_g04012.t1	Hhon_g04012.t1
Hhon_g07112.t1	Hhon_g07112.t1
Hhon_g10078.t1	Hhon_g10078.t1
Hhon_g07839.t1	Hhon_g07839.t1
Hhon_g00159.t1	Hhon_g00159.t1
Hhon_g05977.t1	Hhon_g05977.t1
Hhon_g10988.t1	Hhon_g10988.t1
Hhon_g08791.t1	Hhon_g08791.t1
Hhon_g05753.t1	Hhon_g05753.t1
Hhon_g04126.t1	Hhon_g04126.t1
Hhon_g02634.t1	Hhon_g02634.t1
Hhon_g08142.t1	Hhon_g08142.t1
Hhon_g02186.t1	Hhon_g02186.t1
Hhon_g10688.t1	Hhon_g10688.t1
Hhon_g05341.t1	Hhon_g05341.t1
Hhon_g08365.t1	Hhon_g08365.t1
Hhon_g02809.t1	Hhon_g02809.t1
Hhon_g00705.t1	Hhon_g00705.t1
Hhon_g02636.t1	Hhon_g02636.t1
Hhon_g06593.t1	Hhon_g06593.t1
Hhon_g00139.t1	Hhon_g00139.t1
Hhon_g07522.t1	Hhon_g07522.t1
Hhon_g06062.t1	Hhon_g06062.t1
Hhon_g00921.t1	Hhon_g00921.t1
Hhon_g02633.t1	Hhon_g02633.t1
Hhon_g05972.t1	Hhon_g05972.t1
Hhon_g01162.t1	Hhon_g01162.t1
Hhon_g08246.t1	Hhon_g08246.t1
Hhon_g06212.t1	Hhon_g06212.t1
Hhon_g05203.t1	Hhon_g05203.t1
Hhon_g00920.t1	Hhon_g00920.t1
Hhon_g01253.t1	Hhon_g01253.t1
Hhon_g05560.t1	Hhon_g05560.t1
Hhon_g06923.t1	Hhon_g06923.t1
Hhon_g00282.t1	Hhon_g00282.t1
Hhon_g08492.t1	Hhon_g08492.t1
Hhon_g06550.t1	Hhon_g06550.t1
Hhon_g04495.t1	Hhon_g04495.t1
Hhon_g07059.t1	Hhon_g07059.t1
Hhon_g00496.t1	Hhon_g00496.t1
Hhon_g04320.t1	Hhon_g04320.t1
Hhon_g04358.t1	Hhon_g04358.t1
Hhon_g07358.t1	Hhon_g07358.t1
Hhon_g11496.t1	Hhon_g11496.t1
Hhon_g00261.t1	Hhon_g00261.t1
Hhon_g04730.t1	Hhon_g04730.t1
Hhon_g00903.t1	Hhon_g00903.t1
Hhon_g01149.t1	Hhon_g01149.t1
Hhon_g00950.t1	Hhon_g00950.t1
Hhon_g01148.t1	Hhon_g01148.t1
Hhon_g00880.t1	Hhon_g00880.t1
Hhon_g02955.t1	Hhon_g02955.t1
Hhon_g00944.t1	Hhon_g00944.t1
Hhon_g07368.t1	Hhon_g07368.t1
Hhon_g10284.t1	Hhon_g10284.t1
Hhon_g10240.t1	Hhon_g10240.t1
Hhon_g02902.t1	Hhon_g02902.t1
Hhon_g02371.t1	Hhon_g02371.t1
Hhon_g07904.t1	Hhon_g07904.t1
Hhon_g08610.t1	Hhon_g08610.t1
Hhon_g00392.t1	Hhon_g00392.t1
Hhon_g05674.t1	Hhon_g05674.t1
Hhon_g06819.t1	Hhon_g06819.t1
Hhon_g01478.t1	Hhon_g01478.t1
Hhon_g04357.t1	Hhon_g04357.t1
Hhon_g03163.t1	Hhon_g03163.t1
Hhon_g00544.t1	Hhon_g00544.t1
Hhon_g07535.t1	Hhon_g07535.t1
Hhon_g00400.t1	Hhon_g00400.t1
Hhon_g05449.t1	Hhon_g05449.t1
Hhon_g07406.t1	Hhon_g07406.t1
Hhon_g04513.t1	Hhon_g04513.t1
Hhon_g09799.t1	Hhon_g09799.t1
Hhon_g10605.t1	Hhon_g10605.t1
Hhon_g04899.t1	Hhon_g04899.t1
Hhon_g11408.t1	Hhon_g11408.t1
Hhon_g10613.t1	Hhon_g10613.t1
Hhon_g03149.t1	Hhon_g03149.t1
Hhon_g08093.t1	Hhon_g08093.t1
Hhon_g00428.t1	Hhon_g00428.t1
Hhon_g08865.t1	Hhon_g08865.t1
Hhon_g06123.t1	Hhon_g06123.t1
Hhon_g00079.t1	Hhon_g00079.t1
Hhon_g01538.t1	Hhon_g01538.t1
Hhon_g06619.t1	Hhon_g06619.t1
Hhon_g08893.t1	Hhon_g08893.t1
Hhon_g10094.t1	Hhon_g10094.t1
Hhon_g05128.t1	Hhon_g05128.t1
Hhon_g05803.t1	Hhon_g05803.t1
Hhon_g01634.t1	Hhon_g01634.t1
Hhon_g05546.t1	Hhon_g05546.t1
Hhon_g02217.t1	Hhon_g02217.t1
Hhon_g06591.t1	Hhon_g06591.t1
Hhon_g10851.t1	Hhon_g10851.t1
Hhon_orphan_534	Hhon_orphan_534
Hhon_g10816.t1	Hhon_g10816.t1
Hhon_g01471.t1	Hhon_g01471.t1
Hhon_g06263.t1	Hhon_g06263.t1
Hhon_g09917.t1	Hhon_g09917.t1
Hhon_g10991.t1	Hhon_g10991.t1
Hhon_g00332.t1	Hhon_g00332.t1
Hhon_g02951.t1	Hhon_g02951.t1
Hhon_g07643.t1	Hhon_g07643.t1
Hhon_g04719.t1	Hhon_g04719.t1
Hhon_g01156.t1	Hhon_g01156.t1
Hhon_g05815.t1	Hhon_g05815.t1
Hhon_orphan_329	Hhon_orphan_329
Hhon_g10310.t1	Hhon_g10310.t1
Hhon_g00668.t1	Hhon_g00668.t1
Hhon_g01440.t1	Hhon_g01440.t1
Hhon_g05758.t1	Hhon_g05758.t1
Hhon_g09453.t1	Hhon_g09453.t1
Hhon_g02219.t1	Hhon_g02219.t1
Hhon_g07145.t1	Hhon_g07145.t1
Hhon_g01694.t1	Hhon_g01694.t1
Hhon_g03094.t1	Hhon_g03094.t1
Hhon_g05550.t1	Hhon_g05550.t1
Hhon_g10431.t1	Hhon_g10431.t1
Hhon_g08656.t1	Hhon_g08656.t1
Hhon_orphan_1642	Hhon_orphan_1642
Hhon_g09841.t1	Hhon_g09841.t1
Hhon_g09308.t1	Hhon_g09308.t1
Hhon_g08445.t1	Hhon_g08445.t1
Hhon_g08629.t1	Hhon_g08629.t1
Hhon_orphan_459	Hhon_orphan_459
Hhon_g00725.t1	Hhon_g00725.t1
Hhon_g06651.t1	Hhon_g06651.t1
Hhon_g02925.t1	Hhon_g02925.t1
Hhon_g10671.t1	Hhon_g10671.t1
Hhon_g07819.t1	Hhon_g07819.t1
Hhon_orphan_902	Hhon_orphan_902
Hhon_orphan_1790	Hhon_orphan_1790
Hhon_g01065.t1	Hhon_g01065.t1
Hhon_g07061.t1	Hhon_g07061.t1
Hhon_orphan_2186	Hhon_orphan_2186
Hhon_g02539.t1	Hhon_g02539.t1
Hhon_g02156.t1	Hhon_g02156.t1
Hhon_g00914.t1	Hhon_g00914.t1
Hhon_g06836.t1	Hhon_g06836.t1
Hhon_g03189.t1	Hhon_g03189.t1
Hhon_g01988.t1	Hhon_g01988.t1
Hhon_g09914.t1	Hhon_g09914.t1
Hhon_g07017.t1	Hhon_g07017.t1
Hhon_g10373.t1	Hhon_g10373.t1
Hhon_g10095.t1	Hhon_g10095.t1
Hhon_g10342.t1	Hhon_g10342.t1
Hhon_g04827.t1	Hhon_g04827.t1
Hhon_g07744.t1	Hhon_g07744.t1
Hhon_g08176.t1	Hhon_g08176.t1
Hhon_g06589.t1	Hhon_g06589.t1
Hhon_g07755.t1	Hhon_g07755.t1
Hhon_g06213.t1	Hhon_g06213.t1
Hhon_g05930.t1	Hhon_g05930.t1
Hhon_g04919.t1	Hhon_g04919.t1
Hhon_g04180.t1	Hhon_g04180.t1
Hhon_g02573.t1	Hhon_g02573.t1
Hhon_g00427.t1	Hhon_g00427.t1
Hhon_g07316.t1	Hhon_g07316.t1
Hhon_g06708.t1	Hhon_g06708.t1
Hhon_g09268.t1	Hhon_g09268.t1
Hhon_g02563.t1	Hhon_g02563.t1
Hhon_g00398.t1	Hhon_g00398.t1
Hhon_g06934.t1	Hhon_g06934.t1
Hhon_g02575.t1	Hhon_g02575.t1
Hhon_g10162.t1	Hhon_g10162.t1
Hhon_g09760.t1	Hhon_g09760.t1
Hhon_g05730.t1	Hhon_g05730.t1
Hhon_g02785.t1	Hhon_g02785.t1
Hhon_g04446.t1	Hhon_g04446.t1
Hhon_orphan_183	Hhon_orphan_183
Hhon_orphan_546	Hhon_orphan_546
Hhon_g07296.t1	Hhon_g07296.t1
Hhon_g09931.t1	Hhon_g09931.t1
Hhon_g08728.t1	Hhon_g08728.t1
Hhon_g07941.t1	Hhon_g07941.t1
Hhon_g02645.t1	Hhon_g02645.t1
Hhon_g07612.t1	Hhon_g07612.t1
Hhon_g02890.t1	Hhon_g02890.t1
Hhon_g02154.t1	Hhon_g02154.t1
Hhon_g06769.t1	Hhon_g06769.t1
Hhon_g06059.t1	Hhon_g06059.t1
Hhon_g06190.t1	Hhon_g06190.t1
Hhon_g05446.t1	Hhon_g05446.t1
Hhon_g02267.t1	Hhon_g02267.t1
Hhon_g06771.t1	Hhon_g06771.t1
Hhon_g00588.t1	Hhon_g00588.t1
Hhon_g00252.t1	Hhon_g00252.t1
Hhon_g00071.t1	Hhon_g00071.t1
Hhon_g03197.t1	Hhon_g03197.t1
Hhon_g03579.t1	Hhon_g03579.t1
Hhon_g11614.t1	Hhon_g11614.t1
Hhon_g00250.t1	Hhon_g00250.t1
Hhon_g07955.t1	Hhon_g07955.t1
Hhon_g04649.t1	Hhon_g04649.t1
Hhon_g08097.t1	Hhon_g08097.t1
Hhon_g05867.t1	Hhon_g05867.t1
Hhon_orphan_384	Hhon_orphan_384
Hhon_g00890.t1	Hhon_g00890.t1
Hhon_g07752.t1	Hhon_g07752.t1
Hhon_g07639.t1	Hhon_g07639.t1
Hhon_g09866.t1	Hhon_g09866.t1
Hhon_g01150.t1	Hhon_g01150.t1
Hhon_g04356.t1	Hhon_g04356.t1
Hhon_g11613.t1	Hhon_g11613.t1
Hhon_g10167.t1	Hhon_g10167.t1
Hhon_g03275.t1	Hhon_g03275.t1
Hhon_g05677.t1	Hhon_g05677.t1
Hhon_g06725.t1	Hhon_g06725.t1
Hhon_orphan_761	Hhon_orphan_761
Hhon_g05448.t1	Hhon_g05448.t1
Hhon_g06854.t1	Hhon_g06854.t1
Hhon_g05395.t1	Hhon_g05395.t1
Hhon_g01729.t1	Hhon_g01729.t1
Hhon_g07753.t1	Hhon_g07753.t1
Hhon_g09431.t1	Hhon_g09431.t1
Hhon_g01243.t1	Hhon_g01243.t1
Hhon_g10702.t1	Hhon_g10702.t1
Hhon_g02971.t1	Hhon_g02971.t1
Hhon_g05082.t1	Hhon_g05082.t1
Hhon_g00882.t1	Hhon_g00882.t1
Hhon_g10793.t1	Hhon_g10793.t1
Hhon_g10490.t1	Hhon_g10490.t1
Hhon_g05457.t1	Hhon_g05457.t1
Hhon_g06833.t1	Hhon_g06833.t1
Hhon_g05214.t1	Hhon_g05214.t1
Hhon_g00466.t1	Hhon_g00466.t1
Hhon_g11875.t1	Hhon_g11875.t1
Hhon_g04770.t1	Hhon_g04770.t1
Hhon_orphan_2030	Hhon_orphan_2030
Hhon_g06552.t1	Hhon_g06552.t1
Hhon_g07747.t1	Hhon_g07747.t1
Hhon_g06033.t1	Hhon_g06033.t1
Hhon_g00322.t1	Hhon_g00322.t1
Hhon_orphan_1562	Hhon_orphan_1562
Hhon_g07838.t1	Hhon_g07838.t1
Hhon_g03181.t1	Hhon_g03181.t1
Hhon_g06740.t1	Hhon_g06740.t1
Hhon_g02692.t1	Hhon_g02692.t1
Hhon_g10248.t1	Hhon_g10248.t1
Hhon_g09080.t1	Hhon_g09080.t1
Hhon_g00860.t1	Hhon_g00860.t1
Hhon_g00404.t1	Hhon_g00404.t1
Hhon_g00111.t1	Hhon_g00111.t1
Hhon_g07196.t1	Hhon_g07196.t1
Hhon_orphan_106	Hhon_orphan_106
Hhon_g04341.t1	Hhon_g04341.t1
Hhon_g03925.t1	Hhon_g03925.t1
Hhon_g03792.t1	Hhon_g03792.t1
Hhon_g05902.t1	Hhon_g05902.t1
Hhon_g00058.t1	Hhon_g00058.t1
Hhon_g07957.t1	Hhon_g07957.t1
Hhon_g08191.t1	Hhon_g08191.t1
Hhon_g03426.t1	Hhon_g03426.t1
Hhon_g03437.t1	Hhon_g03437.t1
Hhon_g03222.t1	Hhon_g03222.t1
Hhon_g07792.t1	Hhon_g07792.t1
Hhon_g03633.t1	Hhon_g03633.t1
Hhon_g01069.t1	Hhon_g01069.t1
Hhon_orphan_36	Hhon_orphan_36
Hhon_g05609.t1	Hhon_g05609.t1
Hhon_g02246.t1	Hhon_g02246.t1
Hhon_g07251.t1	Hhon_g07251.t1
Hhon_orphan_677	Hhon_orphan_677
Hhon_g02975.t1	Hhon_g02975.t1
Hhon_g05039.t1	Hhon_g05039.t1
Hhon_g00498.t1	Hhon_g00498.t1
Hhon_g04064.t1	Hhon_g04064.t1
Hhon_g10606.t1	Hhon_g10606.t1
Hhon_g07128.t1	Hhon_g07128.t1
Hhon_g09465.t1	Hhon_g09465.t1
Hhon_g01993.t1	Hhon_g01993.t1
Hhon_g03714.t1	Hhon_g03714.t1
Hhon_orphan_525	Hhon_orphan_525
Hhon_g02430.t1	Hhon_g02430.t1
Hhon_g00349.t1	Hhon_g00349.t1
Hhon_g08904.t1	Hhon_g08904.t1
Hhon_g03162.t1	Hhon_g03162.t1
Hhon_g08470.t1	Hhon_g08470.t1
Hhon_g11604.t1	Hhon_g11604.t1
Hhon_g07482.t1	Hhon_g07482.t1
Hhon_g01857.t1	Hhon_g01857.t1
Hhon_g05865.t1	Hhon_g05865.t1
Hhon_orphan_456	Hhon_orphan_456
Hhon_g10147.t1	Hhon_g10147.t1
Hhon_g10025.t1	Hhon_g10025.t1
Hhon_orphan_1441	Hhon_orphan_1441
Hhon_g07734.t1	Hhon_g07734.t1
Hhon_orphan_1844	Hhon_orphan_1844
Hhon_g00035.t1	Hhon_g00035.t1
Hhon_g08858.t1	Hhon_g08858.t1
Hhon_g02908.t1	Hhon_g02908.t1
Hhon_g08024.t1	Hhon_g08024.t1
Hhon_g05826.t1	Hhon_g05826.t1
Hhon_g11495.t1	Hhon_g11495.t1
Hhon_g02972.t1	Hhon_g02972.t1
Hhon_g04594.t1	Hhon_g04594.t1
Hhon_g09346.t1	Hhon_g09346.t1
Hhon_g03054.t1	Hhon_g03054.t1
Hhon_g02687.t1	Hhon_g02687.t1
Hhon_g01465.t1	Hhon_g01465.t1
Hhon_g02981.t1	Hhon_g02981.t1
Hhon_g08743.t1	Hhon_g08743.t1
Hhon_g10253.t1	Hhon_g10253.t1
Hhon_g07587.t1	Hhon_g07587.t1
Hhon_g04086.t1	Hhon_g04086.t1
Hhon_g04559.t1	Hhon_g04559.t1
Hhon_g00758.t1	Hhon_g00758.t1
Hhon_g06300.t1	Hhon_g06300.t1
Hhon_g02220.t1	Hhon_g02220.t1
Hhon_orphan_1069	Hhon_orphan_1069
Hhon_g09032.t1	Hhon_g09032.t1
Hhon_g09950.t1	Hhon_g09950.t1
Hhon_g00777.t1	Hhon_g00777.t1
Hhon_g04018.t1	Hhon_g04018.t1
Hhon_g09306.t1	Hhon_g09306.t1
Hhon_g00187.t1	Hhon_g00187.t1
Hhon_g10689.t1	Hhon_g10689.t1
Hhon_g00779.t1	Hhon_g00779.t1
Hhon_g03620.t1	Hhon_g03620.t1
Hhon_g10463.t1	Hhon_g10463.t1
Hhon_g05743.t1	Hhon_g05743.t1
Hhon_g02133.t1	Hhon_g02133.t1
Hhon_g07939.t1	Hhon_g07939.t1
Hhon_g04063.t1	Hhon_g04063.t1
Hhon_g01760.t1	Hhon_g01760.t1
Hhon_g00141.t1	Hhon_g00141.t1
Hhon_g04332.t1	Hhon_g04332.t1
Hhon_orphan_897	Hhon_orphan_897
Hhon_g06786.t1	Hhon_g06786.t1
Hhon_g06182.t1	Hhon_g06182.t1
Hhon_g11017.t1	Hhon_g11017.t1
Hhon_g05201.t1	Hhon_g05201.t1
Hhon_g03760.t1	Hhon_g03760.t1
Hhon_g05088.t1	Hhon_g05088.t1
Hhon_g09210.t1	Hhon_g09210.t1
Hhon_g10853.t1	Hhon_g10853.t1
Hhon_g00709.t1	Hhon_g00709.t1
Hhon_g02441.t1	Hhon_g02441.t1
Hhon_g02230.t1	Hhon_g02230.t1
Hhon_g06585.t1	Hhon_g06585.t1
Hhon_g10620.t1	Hhon_g10620.t1
Hhon_g03216.t1	Hhon_g03216.t1
Hhon_g07771.t1	Hhon_g07771.t1
Hhon_g08834.t1	Hhon_g08834.t1
Hhon_g00620.t1	Hhon_g00620.t1
Hhon_g06426.t1	Hhon_g06426.t1
Hhon_g00664.t1	Hhon_g00664.t1
Hhon_g06458.t1	Hhon_g06458.t1
Hhon_g01062.t1	Hhon_g01062.t1
Hhon_g06723.t1	Hhon_g06723.t1
Hhon_orphan_1637	Hhon_orphan_1637
Hhon_g01845.t1	Hhon_g01845.t1
Hhon_g02676.t1	Hhon_g02676.t1
Hhon_g08922.t1	Hhon_g08922.t1
Hhon_g05079.t1	Hhon_g05079.t1
Hhon_g01147.t1	Hhon_g01147.t1
Hhon_g06761.t1	Hhon_g06761.t1
Hhon_g06948.t1	Hhon_g06948.t1
Hhon_g04494.t1	Hhon_g04494.t1
Hhon_g01214.t1	Hhon_g01214.t1
Hhon_g09951.t1	Hhon_g09951.t1
Hhon_orphan_913	Hhon_orphan_913
Hhon_g09940.t1	Hhon_g09940.t1
Hhon_g09364.t1	Hhon_g09364.t1
Hhon_g06421.t1	Hhon_g06421.t1
Hhon_g03374.t1	Hhon_g03374.t1
Hhon_g09263.t1	Hhon_g09263.t1
Hhon_g03898.t1	Hhon_g03898.t1
Hhon_g09484.t1	Hhon_g09484.t1
Hhon_g04431.t1	Hhon_g04431.t1
Hhon_g08484.t1	Hhon_g08484.t1
Hhon_g03134.t1	Hhon_g03134.t1
Hhon_g04051.t1	Hhon_g04051.t1
Hhon_g01668.t1	Hhon_g01668.t1
Hhon_g04005.t1	Hhon_g04005.t1
Hhon_g04694.t1	Hhon_g04694.t1
Hhon_g08895.t1	Hhon_g08895.t1
Hhon_g03591.t1	Hhon_g03591.t1
Hhon_g06445.t1	Hhon_g06445.t1
Hhon_g09679.t1	Hhon_g09679.t1
Hhon_g05824.t1	Hhon_g05824.t1
Hhon_g06270.t1	Hhon_g06270.t1
Hhon_g06434.t1	Hhon_g06434.t1
Hhon_g05124.t1	Hhon_g05124.t1
Hhon_g02210.t1	Hhon_g02210.t1
Hhon_g09204.t1	Hhon_g09204.t1
Hhon_g04304.t1	Hhon_g04304.t1
Hhon_g03962.t1	Hhon_g03962.t1
Hhon_g06683.t1	Hhon_g06683.t1
Hhon_g00948.t1	Hhon_g00948.t1
Hhon_g08335.t1	Hhon_g08335.t1
Hhon_g05216.t1	Hhon_g05216.t1
Hhon_g05287.t1	Hhon_g05287.t1
Hhon_g01138.t1	Hhon_g01138.t1
Hhon_orphan_312	Hhon_orphan_312
Hhon_orphan_1722	Hhon_orphan_1722
Hhon_g09961.t1	Hhon_g09961.t1
Hhon_orphan_230	Hhon_orphan_230
Hhon_g06996.t1	Hhon_g06996.t1
Hhon_g03413.t1	Hhon_g03413.t1
Hhon_g09774.t1	Hhon_g09774.t1
Hhon_g03177.t1	Hhon_g03177.t1
Hhon_g11872.t1	Hhon_g11872.t1
Hhon_g06307.t1	Hhon_g06307.t1
Hhon_g10446.t1	Hhon_g10446.t1
Hhon_g06584.t1	Hhon_g06584.t1
Hhon_g10809.t1	Hhon_g10809.t1
Hhon_g06225.t1	Hhon_g06225.t1
Hhon_g10677.t1	Hhon_g10677.t1
Hhon_orphan_467	Hhon_orphan_467
Hhon_g06910.t1	Hhon_g06910.t1
Hhon_orphan_1355	Hhon_orphan_1355
Hhon_g03616.t1	Hhon_g03616.t1
Hhon_g03377.t1	Hhon_g03377.t1
Hhon_g03291.t1	Hhon_g03291.t1
Hhon_g11355.t1	Hhon_g11355.t1
Hhon_g07399.t1	Hhon_g07399.t1
Hhon_g06516.t1	Hhon_g06516.t1
Hhon_g07300.t1	Hhon_g07300.t1
Hhon_g09292.t1	Hhon_g09292.t1
Hhon_g04632.t1	Hhon_g04632.t1
Hhon_g02709.t1	Hhon_g02709.t1
Hhon_g06104.t1	Hhon_g06104.t1
Hhon_g04340.t1	Hhon_g04340.t1
Hhon_g04401.t1	Hhon_g04401.t1
Hhon_g07383.t1	Hhon_g07383.t1
Hhon_g06714.t1	Hhon_g06714.t1
Hhon_g08075.t1	Hhon_g08075.t1
Hhon_orphan_1966	Hhon_orphan_1966
Hhon_g06441.t1	Hhon_g06441.t1
Hhon_g09185.t1	Hhon_g09185.t1
Hhon_g10691.t1	Hhon_g10691.t1
