gene	orthogroup	species
Hhon_g01512.t1	OG_4282	Hhon
Hhon_g01514.t1	OG_4282	Hhon
HoiH23_PlH23_001933-RA	OG_4282	HoiH23
TrH2_TrispH2_009338-RA	OG_4283	TrH2
Hvul_g2192_1	OG_4283	Hvul
Tadh_TriadT56321	OG_4286	Tadh
Tadh_TriadT58190	OG_4286	Tadh
Tadh_TriadT58195	OG_4286	Tadh
Tadh_TriadT58194	OG_4286	Tadh
Tadh_TriadT19325	OG_4293	Tadh
TrH2_TrispH2_000181-RA	OG_4293	TrH2
Hhon_g04473.t1	OG_4293	Hhon
HoiH23_PlH23_000770-RA	OG_4293	HoiH23
Tadh_TriadT63562	OG_4294	Tadh
TrH2_TrispH2_000161-RA	OG_4294	TrH2
HoiH23_PlH23_000790-RA	OG_4294	HoiH23
Tadh_TriadT5186	OG_4297	Tadh
TrH2_TrispH2_005687-RA	OG_4297	TrH2
Tadh_wf_g9353.t1	OG_4300	Tadh
HoiH23_PlH23_010414-RA	OG_4300	HoiH23
HoiH23_PlH23_000961-RA	OG_4304	HoiH23
Tadh_TriadT52118	OG_4312	Tadh
Hhon_g04947.t1	OG_4316	Hhon
TrH2_TrispH2_005173-RA	OG_4317	TrH2
Hhon_g06207.t1	OG_4317	Hhon
TrH2_TrispH2_007423-RA	OG_4323	TrH2
TrH2_TrispH2_002792-RA	OG_4330	TrH2
Tadh_TriadT57020	OG_4333	Tadh
TrH2_TrispH2_011704-RA	OG_4333	TrH2
HoiH23_PlH23_011957-RA	OG_4333	HoiH23
TrH2_TrispH2_008917-RA	OG_4336	TrH2
Hhon_g05366.t1	OG_4336	Hhon
Tadh_TriadT56136	OG_4340	Tadh
TrH2_TrispH2_009862-RA	OG_4340	TrH2
Mmus_ENSMUST00000161263	OG_4341	Mmus
Mmus_ENSMUST00000035371	OG_4341	Mmus
Mmus_ENSMUST00000085164	OG_4341	Mmus
Tadh_TriadT7870	OG_4344	Tadh
Dmel_FBtr0078450	OG_4347	Dmel
Tadh_TriadT30067	OG_4348	Tadh
TrH2_TrispH2_000423-RA	OG_4348	TrH2
Hhon_g10573.t1	OG_4348	Hhon
HoiH23_PlH23_009716-RA	OG_4348	HoiH23
Mmus_ENSMUST00000097274	OG_4348	Mmus
Hhon_g05621.t1	OG_4349	Hhon
HoiH23_PlH23_006991-RA	OG_4349	HoiH23
Tadh_TriadT60748	OG_4351	Tadh
TrH2_TrispH2_005001-RA	OG_4351	TrH2
Tadh_TriadT57779	OG_4355	Tadh
Mmus_ENSMUST00000188618	OG_4359	Mmus
Tadh_TriadT54391	OG_4361	Tadh
TrH2_TrispH2_006023-RA	OG_4361	TrH2
Hhon_g02703.t1	OG_4362	Hhon
HoiH23_PlH23_007987-RA	OG_4362	HoiH23
Tadh_TriadT58025	OG_4370	Tadh
HoiH23_PlH23_003164-RA	OG_4370	HoiH23
Tadh_TriadT28648	OG_4373	Tadh
TrH2_TrispH2_006862-RA	OG_4373	TrH2
Hhon_g07820.t1	OG_4373	Hhon
HoiH23_PlH23_000611-RA	OG_4373	HoiH23
Mmus_ENSMUST00000005509	OG_4373	Mmus
Mmus_ENSMUST00000106267	OG_4373	Mmus
Dmel_FBtr0303161	OG_4373	Dmel
Dmel_FBtr0300525	OG_4375	Dmel
Spis_XP_022796045_1	OG_4375	Spis
Nvec_v1g177334	OG_4381	Nvec
Hvul_g6573_1	OG_4381	Hvul
HoiH23_PlH23_001129-RA	OG_4388	HoiH23
Tadh_TriadT37642	OG_4390	Tadh
TrH2_TrispH2_007874-RA	OG_4390	TrH2
HoiH23_PlH23_004012-RA	OG_4390	HoiH23
Tadh_TriadT60709	OG_4392	Tadh
Hhon_g07857.t1	OG_4393	Hhon
HoiH23_PlH23_007705-RA	OG_4393	HoiH23
Tadh_TriadT38130	OG_4398	Tadh
Hhon_g07757.t1	OG_4398	Hhon
HoiH23_PlH23_005615-RA	OG_4398	HoiH23
HoiH23_PlH23_006499-RA	OG_4398	HoiH23
Mmus_ENSMUST00000049509	OG_4398	Mmus
Nvec_v1g86996	OG_4398	Nvec
Tadh_wf_g11496.t1	OG_4401	Tadh
HoiH23_PlH23_010932-RA	OG_4401	HoiH23
Tadh_TriadT63599	OG_4402	Tadh
Hhon_g11622.t1	OG_4402	Hhon
TrH2_TrispH2_001475-RA	OG_4403	TrH2
TrH2_TrispH2_004138-RA	OG_4407	TrH2
Hhon_g01680.t1	OG_4407	Hhon
HoiH23_PlH23_003635-RA	OG_4407	HoiH23
Mlei_ML0776.g3.i1	OG_4414	Mlei
Tadh_TriadT56360	OG_4415	Tadh
TrH2_TrispH2_001135-RA	OG_4415	TrH2
Hhon_g04337.t1	OG_4415	Hhon
HoiH23_PlH23_000209-RA	OG_4415	HoiH23
Hvul_g33468_1	OG_4416	Hvul
Spis_XP_022795331_1	OG_4418	Spis
Mmus_ENSMUST00000131692	OG_4420	Mmus
Mmus_ENSMUST00000029800	OG_4420	Mmus
Tadh_TriadT55172	OG_4421	Tadh
TrH2_TrispH2_001672-RA	OG_4421	TrH2
Hhon_g10680.t1	OG_4421	Hhon
Mmus_ENSMUST00000024805	OG_4422	Mmus
Mmus_ENSMUST00000159747	OG_4425	Mmus
Mmus_ENSMUST00000113884	OG_4425	Mmus
Tadh_TriadT63914	OG_4427	Tadh
HoiH23_PlH23_009497-RA	OG_4427	HoiH23
Mlei_ML2075.g8.i1	OG_4427	Mlei
Hhon_g00706.t1	OG_4428	Hhon
TrH2_TrispH2_005605-RA	OG_4431	TrH2
HoiH23_PlH23_004601-RA	OG_4431	HoiH23
Nvec_v1g99196	OG_4431	Nvec
TrH2_TrispH2_008258-RA	OG_4432	TrH2
Hvul_g8804_1	OG_4432	Hvul
Mlei_ML0388.g9.i1	OG_4432	Mlei
Hhon_g08142.t1	OG_4433	Hhon
HoiH23_PlH23_011922-RA	OG_4433	HoiH23
Tadh_TriadT22925	OG_4434	Tadh
TrH2_TrispH2_001345-RA	OG_4434	TrH2
Hhon_g01213.t1	OG_4434	Hhon
HoiH23_PlH23_000508-RA	OG_4434	HoiH23
Dmel_FBtr0087794	OG_4436	Dmel
Hhon_g03177.t1	OG_4438	Hhon
Tadh_TriadT61664	OG_4439	Tadh
Hhon_g05559.t1	OG_4439	Hhon
HoiH23_PlH23_004937-RA	OG_4439	HoiH23
Spis_XP_022798520_1	OG_4439	Spis
Mmus_ENSMUST00000035700	OG_4449	Mmus
Mmus_ENSMUST00000002087	OG_4449	Mmus
Dmel_FBtr0089065	OG_4449	Dmel
Nvec_v1g120257	OG_4449	Nvec
Tadh_wf_g3037.t1	OG_4450	Tadh
TrH2_TrispH2_007772-RA	OG_4450	TrH2
Mmus_ENSMUST00000021734	OG_4450	Mmus
Mmus_ENSMUST00000055100	OG_4450	Mmus
Mmus_ENSMUST00000096259	OG_4450	Mmus
Dmel_FBtr0088645	OG_4450	Dmel
Tadh_TriadT29265	OG_4452	Tadh
Tadh_TriadT61748	OG_4452	Tadh
TrH2_TrispH2_000875-RA	OG_4452	TrH2
TrH2_TrispH2_001991-RA	OG_4452	TrH2
Hhon_g00780.t1	OG_4452	Hhon
Hhon_g09910.t1	OG_4452	Hhon
HoiH23_PlH23_009158-RA	OG_4452	HoiH23
HoiH23_PlH23_010741-RA	OG_4452	HoiH23
Nvec_v1g110929	OG_4452	Nvec
Tadh_TriadT58580	OG_4453	Tadh
TrH2_TrispH2_006608-RA	OG_4453	TrH2
TrH2_TrispH2_006611-RA	OG_4453	TrH2
Hhon_g00833.t1	OG_4453	Hhon
HoiH23_PlH23_007634-RA	OG_4453	HoiH23
Dmel_FBtr0075426	OG_4455	Dmel
Hvul_g19818_1	OG_4455	Hvul
Nvec_NVE24288	OG_4456	Nvec
Mmus_ENSMUST00000108909	OG_4458	Mmus
Mmus_ENSMUST00000066432	OG_4458	Mmus
Mmus_ENSMUST00000112366	OG_4458	Mmus
Dmel_FBtr0330240	OG_4458	Dmel
Dmel_FBtr0331170	OG_4458	Dmel
Nvec_NVE7348	OG_4458	Nvec
Nvec_NVE7349	OG_4458	Nvec
Hvul_g3414_1	OG_4458	Hvul
Spis_XP_022786809_1	OG_4458	Spis
Spis_XP_022810272_1	OG_4458	Spis
Tadh_hyp_clust10146.t1	OG_4459	Tadh
TrH2_TrispH2_006365-RA	OG_4459	TrH2
Hhon_g05192.t1	OG_4459	Hhon
HoiH23_PlH23_001268-RA	OG_4459	HoiH23
Dmel_FBtr0086720	OG_4459	Dmel
Tadh_TriadT29410	OG_4461	Tadh
TrH2_TrispH2_002076-RA	OG_4461	TrH2
Hhon_g09266.t1	OG_4461	Hhon
HoiH23_PlH23_005936-RA	OG_4461	HoiH23
Mlei_ML0788.g4.i1	OG_4461	Mlei
Hhon_g07443.t1	OG_4462	Hhon
Mmus_ENSMUST00000096639	OG_4467	Mmus
HoiH23_PlH23_002935-RA	OG_4470	HoiH23
Mmus_ENSMUST00000026436	OG_4470	Mmus
Mmus_ENSMUST00000041401	OG_4474	Mmus
TrH2_TrispH2_006425-RA	OG_4477	TrH2
Mmus_ENSMUST00000102534	OG_4477	Mmus
Hhon_g07916.t1	OG_4479	Hhon
HoiH23_PlH23_006433-RA	OG_4479	HoiH23
Tadh_TriadT26877	OG_4480	Tadh
TrH2_TrispH2_004541-RA	OG_4480	TrH2
Hhon_g00196.t1	OG_4480	Hhon
Hhon_g06937.t1	OG_4480	Hhon
HoiH23_PlH23_005786-RA	OG_4480	HoiH23
Mmus_ENSMUST00000117780	OG_4480	Mmus
Dmel_FBtr0331461	OG_4480	Dmel
Mmus_ENSMUST00000074225	OG_4481	Mmus
Mmus_ENSMUST00000037900	OG_4481	Mmus
Mmus_ENSMUST00000057742	OG_4481	Mmus
TrH2_TrispH2_006238-RA	OG_4482	TrH2
Hhon_g04795.t1	OG_4482	Hhon
Mmus_ENSMUST00000056427	OG_4482	Mmus
Mmus_ENSMUST00000075774	OG_4482	Mmus
Mmus_ENSMUST00000001566	OG_4482	Mmus
Mmus_ENSMUST00000071135	OG_4482	Mmus
Nvec_v1g118944	OG_4482	Nvec
Nvec_v1g167737	OG_4482	Nvec
Nvec_v1g213429	OG_4482	Nvec
Hvul_g6751_1	OG_4482	Hvul
Hvul_g6753_1	OG_4482	Hvul
Mlei_ML0200.g45.i1	OG_4482	Mlei
Dmel_FBtr0073688	OG_4485	Dmel
Tadh_TriadT28983	OG_4490	Tadh
TrH2_TrispH2_006825-RA	OG_4490	TrH2
Hhon_g02107.t1	OG_4490	Hhon
HoiH23_PlH23_010421-RA	OG_4490	HoiH23
Mmus_ENSMUST00000030284	OG_4490	Mmus
Mlei_ML0742.g44.i1	OG_4496	Mlei
Nvec_v1g79767	OG_4502	Nvec
Tadh_TriadT22406	OG_4504	Tadh
TrH2_TrispH2_002223-RA	OG_4504	TrH2
Hvul_g236_1	OG_4504	Hvul
TrH2_TrispH2_000672-RA	OG_4505	TrH2
Hhon_g00019.t1	OG_4505	Hhon
Mmus_ENSMUST00000106058	OG_4507	Mmus
Hvul_g6626_1	OG_4513	Hvul
Dmel_FBtr0086608	OG_4519	Dmel
Tadh_wf_g10310.t1	OG_4525	Tadh
Tadh_wf_g5232.t1	OG_4525	Tadh
TrH2_TrispH2_001160-RA	OG_4525	TrH2
Hhon_g07274.t1	OG_4525	Hhon
Hhon_g10209.t1	OG_4525	Hhon
HoiH23_PlH23_000241-RA	OG_4525	HoiH23
Hhon_g05076.t1	OG_4534	Hhon
Mmus_ENSMUST00000162280	OG_4540	Mmus
Mlei_ML0739.g3.i1	OG_4540	Mlei
Tadh_TriadT21914	OG_4541	Tadh
TrH2_TrispH2_004866-RA	OG_4541	TrH2
Hhon_g06312.t1	OG_4541	Hhon
HoiH23_PlH23_001322-RA	OG_4541	HoiH23
Mmus_ENSMUST00000020706	OG_4541	Mmus
Dmel_FBtr0307368	OG_4541	Dmel
Dmel_FBtr0073992	OG_4541	Dmel
Hvul_g8505_1	OG_4541	Hvul
Spis_XP_022805937_1	OG_4541	Spis
Mmus_ENSMUST00000064433	OG_4547	Mmus
Hvul_g24070_1	OG_4547	Hvul
Hvul_g3247_1	OG_4547	Hvul
Hvul_g449_1	OG_4547	Hvul
Hvul_g2415_1	OG_4551	Hvul
Hvul_g12223_1	OG_4554	Hvul
Hvul_g28121_1	OG_4554	Hvul
Tadh_TriadT57071	OG_4556	Tadh
TrH2_TrispH2_003724-RA	OG_4557	TrH2
Hhon_g10749.t1	OG_4557	Hhon
HoiH23_PlH23_007147-RA	OG_4557	HoiH23
HoiH23_PlH23_004339-RA	OG_4557	HoiH23
Dmel_FBtr0081144	OG_4569	Dmel
Mmus_ENSMUST00000113581	OG_4570	Mmus
Tadh_TriadT58114	OG_4571	Tadh
HoiH23_PlH23_002828-RA	OG_4571	HoiH23
Mmus_ENSMUST00000105525	OG_4571	Mmus
Mmus_ENSMUST00000025645	OG_4574	Mmus
Dmel_FBtr0339697	OG_4574	Dmel
Hhon_g07236.t1	OG_4580	Hhon
HoiH23_PlH23_011941-RA	OG_4580	HoiH23
Nvec_v1g90480	OG_4580	Nvec
Spis_XP_022807058_1	OG_4580	Spis
Mmus_ENSMUST00000116229	OG_4583	Mmus
Dmel_FBtr0308195	OG_4584	Dmel
Tadh_TriadT58781	OG_4586	Tadh
TrH2_TrispH2_012183-RA	OG_4586	TrH2
Hhon_g08277.t1	OG_4586	Hhon
HoiH23_PlH23_011084-RA	OG_4586	HoiH23
HoiH23_PlH23_003055-RA	OG_4586	HoiH23
HoiH23_PlH23_003056-RA	OG_4586	HoiH23
HoiH23_PlH23_010386-RA	OG_4586	HoiH23
HoiH23_PlH23_011348-RA	OG_4586	HoiH23
HoiH23_PlH23_007215-RA	OG_4586	HoiH23
Mmus_ENSMUST00000100330	OG_4591	Mmus
Dmel_FBtr0330381	OG_4594	Dmel
Spis_XP_022797454_1	OG_4599	Spis
HoiH23_PlH23_003047-RA	OG_4600	HoiH23
Hvul_g30955_1	OG_4600	Hvul
Dmel_FBtr0300716	OG_4604	Dmel
Hvul_g22372_1	OG_4604	Hvul
HoiH23_PlH23_001967-RA	OG_4605	HoiH23
Mmus_ENSMUST00000068700	OG_4608	Mmus
Dmel_FBtr0084016	OG_4609	Dmel
TrH2_TrispH2_002628-RA	OG_4610	TrH2
Hhon_g05318.t1	OG_4610	Hhon
HoiH23_PlH23_008334-RA	OG_4610	HoiH23
Nvec_v1g86315	OG_4611	Nvec
Spis_XP_022787696_1	OG_4611	Spis
Nvec_v1g96771	OG_4615	Nvec
Hvul_g21567_1	OG_4615	Hvul
Dmel_FBtr0344822	OG_4617	Dmel
Dmel_FBtr0333661	OG_4620	Dmel
Mmus_ENSMUST00000155016	OG_4623	Mmus
Mmus_ENSMUST00000169464	OG_4623	Mmus
Mlei_ML0332.g6.i1	OG_4623	Mlei
Mmus_ENSMUST00000028648	OG_4624	Mmus
Nvec_v1g166469	OG_4624	Nvec
Hvul_g2361_1	OG_4624	Hvul
Hvul_g4091_1	OG_4624	Hvul
Spis_XP_022790995_1	OG_4624	Spis
Tadh_hyp_clust4169a.t1	OG_4625	Tadh
Mmus_ENSMUST00000163134	OG_4625	Mmus
Mmus_ENSMUST00000161402	OG_4625	Mmus
Mmus_ENSMUST00000137166	OG_4625	Mmus
Dmel_FBtr0334610	OG_4625	Dmel
Hvul_g1872_1	OG_4625	Hvul
Hvul_g20339_1	OG_4625	Hvul
Mmus_ENSMUST00000048967	OG_4626	Mmus
Nvec_v1g836	OG_4626	Nvec
Hvul_g23515_1	OG_4626	Hvul
Dmel_FBtr0089853	OG_4630	Dmel
Mmus_ENSMUST00000107938	OG_4631	Mmus
Dmel_FBtr0087601	OG_4631	Dmel
Hvul_g433_1	OG_4631	Hvul
Tadh_TriadT55805	OG_4638	Tadh
Hhon_g00954.t1	OG_4638	Hhon
HoiH23_PlH23_001657-RA	OG_4638	HoiH23
Mmus_ENSMUST00000029876	OG_4638	Mmus
Mmus_ENSMUST00000003754	OG_4638	Mmus
Dmel_FBtr0087056	OG_4638	Dmel
Nvec_v1g240187	OG_4638	Nvec
Hvul_g1379_1	OG_4638	Hvul
Spis_XP_022791769_1	OG_4638	Spis
Mlei_ML0032.g66.i1	OG_4638	Mlei
Mmus_ENSMUST00000168185	OG_4640	Mmus
HoiH23_PlH23_005206-RA	OG_4647	HoiH23
Mlei_ML1912.g5.i1	OG_4657	Mlei
HoiH23_PlH23_000135-RA	OG_4660	HoiH23
Mmus_ENSMUST00000114513	OG_4663	Mmus
Tadh_TriadT38534	OG_4665	Tadh
Hvul_g21196_1	OG_4666	Hvul
Dmel_FBtr0331996	OG_4667	Dmel
Dmel_FBtr0331989	OG_4667	Dmel
Dmel_FBtr0304909	OG_4667	Dmel
Spis_XP_022803240_1	OG_4668	Spis
TrH2_TrispH2_006240-RA	OG_4670	TrH2
Dmel_FBtr0089185	OG_4680	Dmel
Mmus_ENSMUST00000195324	OG_4681	Mmus
Dmel_FBtr0310343	OG_4681	Dmel
Dmel_FBtr0074350	OG_4681	Dmel
Nvec_v1g230662	OG_4681	Nvec
Hvul_g26212_1	OG_4681	Hvul
Mmus_ENSMUST00000049784	OG_4684	Mmus
Dmel_FBtr0310495	OG_4684	Dmel
HoiH23_PlH23_006777-RA	OG_4686	HoiH23
Dmel_FBtr0301099	OG_4691	Dmel
Dmel_FBtr0334283	OG_4691	Dmel
Dmel_FBtr0342882	OG_4691	Dmel
Hhon_g00065.t1	OG_4693	Hhon
Tadh_hyp_clust4409.t1	OG_4695	Tadh
Mmus_ENSMUST00000084882	OG_4698	Mmus
Nvec_v1g247501	OG_4698	Nvec
Hvul_g29418_1	OG_4698	Hvul
Hvul_g33220_1	OG_4698	Hvul
Mlei_ML0295.g9.i1	OG_4698	Mlei
Nvec_v1g165261	OG_4704	Nvec
Hvul_g24126_1	OG_4704	Hvul
Spis_XP_022789920_1	OG_4704	Spis
TrH2_TrispH2_000245-RA	OG_4717	TrH2
Hhon_g03085.t1	OG_4717	Hhon
HoiH23_PlH23_006873-RA	OG_4717	HoiH23
Nvec_NVE5749	OG_4717	Nvec
Nvec_v1g16015	OG_4717	Nvec
TrH2_TrispH2_001132-RA	OG_4720	TrH2
Nvec_v1g95089	OG_4728	Nvec
Tadh_TriadT28028	OG_4729	Tadh
Hhon_g00146.t1	OG_4729	Hhon
Spis_XP_022797885_1	OG_4733	Spis
Dmel_FBtr0089209	OG_4735	Dmel
Mlei_ML0177.g13.i1	OG_4739	Mlei
Dmel_FBtr0331858	OG_4745	Dmel
Dmel_FBtr0339703	OG_4746	Dmel
Spis_XP_022793177_1	OG_4751	Spis
Mlei_ML0820.g14.i1	OG_4753	Mlei
Mmus_ENSMUST00000014065	OG_4754	Mmus
TrH2_TrispH2_005077-RA	OG_4758	TrH2
Hhon_g09205.t1	OG_4758	Hhon
TrH2_TrispH2_000976-RA	OG_4762	TrH2
Hhon_g03214.t1	OG_4762	Hhon
Tadh_TriadT50857	OG_4779	Tadh
Hhon_g08098.t1	OG_4779	Hhon
HoiH23_PlH23_005690-RA	OG_4779	HoiH23
Hvul_g21670_1	OG_4779	Hvul
Tadh_TriadT58648	OG_4785	Tadh
HoiH23_PlH23_010861-RA	OG_4785	HoiH23
Nvec_v1g239899	OG_4786	Nvec
Tadh_wf_g7054.t1	OG_4789	Tadh
TrH2_TrispH2_000649-RA	OG_4789	TrH2
Tadh_TriadT59229	OG_4790	Tadh
TrH2_TrispH2_002021-RA	OG_4790	TrH2
Hhon_g00748.t1	OG_4790	Hhon
HoiH23_PlH23_006814-RA	OG_4790	HoiH23
Mmus_ENSMUST00000026750	OG_4791	Mmus
HoiH23_PlH23_011581-RA	OG_4794	HoiH23
Spis_XP_022791509_1	OG_4796	Spis
Hvul_g6213_1	OG_4797	Hvul
Hvul_g434_1	OG_4799	Hvul
Mmus_ENSMUST00000107165	OG_4800	Mmus
Mmus_ENSMUST00000057207	OG_4800	Mmus
Dmel_FBtr0346129	OG_4800	Dmel
Dmel_FBtr0330159	OG_4800	Dmel
Mmus_ENSMUST00000041901	OG_4815	Mmus
Hhon_g01797.t1	OG_4817	Hhon
Dmel_FBtr0089128	OG_4821	Dmel
Dmel_FBtr0082941	OG_4822	Dmel
Dmel_FBtr0474137	OG_4823	Dmel
Nvec_v1g121827	OG_4823	Nvec
Nvec_v1g121842	OG_4823	Nvec
Nvec_v1g213735	OG_4823	Nvec
TrH2_TrispH2_002084-RA	OG_4827	TrH2
HoiH23_PlH23_005928-RA	OG_4827	HoiH23
Mmus_ENSMUST00000079828	OG_4828	Mmus
Mmus_ENSMUST00000195262	OG_4828	Mmus
Tadh_wf_g8379.t1	OG_4830	Tadh
Tadh_wf_g8380.t1	OG_4830	Tadh
TrH2_TrispH2_011311-RA	OG_4830	TrH2
TrH2_TrispH2_011811-RA	OG_4830	TrH2
TrH2_TrispH2_011812-RA	OG_4830	TrH2
TrH2_TrispH2_011813-RA	OG_4830	TrH2
TrH2_TrispH2_011814-RA	OG_4830	TrH2
TrH2_TrispH2_012225-RA	OG_4830	TrH2
HoiH23_PlH23_010996-RA	OG_4830	HoiH23
HoiH23_PlH23_010998-RA	OG_4830	HoiH23
HoiH23_PlH23_011000-RA	OG_4830	HoiH23
HoiH23_PlH23_011002-RA	OG_4830	HoiH23
Dmel_FBtr0330012	OG_4836	Dmel
Hvul_g17355_1	OG_4843	Hvul
Spis_XP_022792844_1	OG_4843	Spis
Spis_XP_022799768_1	OG_4843	Spis
Tadh_TriadT27379	OG_4846	Tadh
TrH2_TrispH2_000491-RA	OG_4846	TrH2
Mmus_ENSMUST00000085724	OG_4851	Mmus
Nvec_v1g218758	OG_4852	Nvec
Spis_XP_022796552_1	OG_4852	Spis
Spis_XP_022796554_1	OG_4852	Spis
Nvec_v1g216054	OG_4853	Nvec
Spis_XP_022807731_1	OG_4858	Spis
Spis_XP_022808444_1	OG_4858	Spis
Nvec_v1g84363	OG_4861	Nvec
Mmus_ENSMUST00000100337	OG_4864	Mmus
Tadh_TriadT27553	OG_4874	Tadh
Tadh_TriadT27942	OG_4874	Tadh
TrH2_TrispH2_000568-RA	OG_4874	TrH2
Hhon_g00121.t1	OG_4874	Hhon
Hhon_g07448.t1	OG_4874	Hhon
Tadh_wf_g1259.t1	OG_4876	Tadh
TrH2_TrispH2_000180-RA	OG_4876	TrH2
TrH2_TrispH2_009809-RA	OG_4880	TrH2
Hhon_g05184.t1	OG_4880	Hhon
HoiH23_PlH23_001260-RA	OG_4880	HoiH23
Tadh_TriadT58041	OG_4887	Tadh
Hhon_g00178.t1	OG_4887	Hhon
HoiH23_PlH23_009961-RA	OG_4887	HoiH23
Mmus_ENSMUST00000023291	OG_4888	Mmus
Dmel_FBtr0084589	OG_4891	Dmel
Dmel_FBtr0082482	OG_4891	Dmel
Dmel_FBtr0082638	OG_4891	Dmel
Nvec_v1g234533	OG_4891	Nvec
Dmel_FBtr0078825	OG_4897	Dmel
Mmus_ENSMUST00000021177	OG_4900	Mmus
Dmel_FBtr0329951	OG_4900	Dmel
Mmus_ENSMUST00000070709	OG_4902	Mmus
Mlei_ML0665.g20.i1	OG_4909	Mlei
Mmus_ENSMUST00000236002	OG_4913	Mmus
Tadh_TriadT15889	OG_4922	Tadh
TrH2_TrispH2_006817-RA	OG_4922	TrH2
Hhon_g02092.t1	OG_4922	Hhon
HoiH23_PlH23_008115-RA	OG_4922	HoiH23
Dmel_FBtr0070680	OG_4922	Dmel
Mmus_ENSMUST00000117488	OG_4925	Mmus
Tadh_TriadT52796	OG_4929	Tadh
TrH2_TrispH2_009216-RA	OG_4929	TrH2
Mlei_ML0463.g12.i1	OG_4930	Mlei
Dmel_FBtr0273404	OG_4931	Dmel
Dmel_FBtr0088151	OG_4931	Dmel
Spis_XP_022796987_1	OG_4932	Spis
Nvec_v1g241186	OG_4935	Nvec
Spis_XP_022794859_1	OG_4935	Spis
Dmel_FBtr0113106	OG_4951	Dmel
Nvec_v1g199992	OG_4954	Nvec
Hvul_g1477_1	OG_4954	Hvul
Tadh_TriadT58722	OG_4966	Tadh
Tadh_wf_g7610.t1	OG_4966	Tadh
Tadh_TriadT58723	OG_4966	Tadh
Tadh_TriadT58725	OG_4966	Tadh
TrH2_TrispH2_006527-RA	OG_4966	TrH2
Hhon_g10493.t1	OG_4966	Hhon
HoiH23_PlH23_009204-RA	OG_4966	HoiH23
HoiH23_PlH23_008250-RA	OG_4966	HoiH23
HoiH23_PlH23_008252-RA	OG_4966	HoiH23
TrH2_TrispH2_007861-RA	OG_4969	TrH2
Hhon_g03264.t1	OG_4969	Hhon
Mmus_ENSMUST00000226478	OG_4969	Mmus
Dmel_FBtr0077921	OG_4969	Dmel
Nvec_v1g105427	OG_4969	Nvec
Tadh_TriadT63704	OG_4973	Tadh
Hhon_g00316.t1	OG_4973	Hhon
HoiH23_PlH23_010098-RA	OG_4973	HoiH23
Spis_XP_022798109_1	OG_4974	Spis
Dmel_FBtr0346668	OG_4998	Dmel
Tadh_TriadT52340	OG_5002	Tadh
TrH2_TrispH2_007029-RA	OG_5002	TrH2
Hhon_g04039.t1	OG_5002	Hhon
Dmel_FBtr0344239	OG_5004	Dmel
Nvec_v1g160716	OG_5004	Nvec
Tadh_wf_g11502.t1	OG_5005	Tadh
Tadh_wf_g11503.t1	OG_5005	Tadh
TrH2_TrispH2_011980-RA	OG_5005	TrH2
TrH2_TrispH2_011981-RA	OG_5005	TrH2
HoiH23_PlH23_010063-RA	OG_5005	HoiH23
TrH2_TrispH2_006047-RA	OG_5006	TrH2
HoiH23_PlH23_007613-RA	OG_5006	HoiH23
Nvec_v1g233029	OG_5007	Nvec
Spis_XP_022803680_1	OG_5007	Spis
Tadh_TriadT52407	OG_5010	Tadh
TrH2_TrispH2_000062-RA	OG_5010	TrH2
Hhon_g06131.t1	OG_5010	Hhon
Tadh_TriadT58250	OG_5015	Tadh
TrH2_TrispH2_004488-RA	OG_5015	TrH2
HoiH23_PlH23_005577-RA	OG_5015	HoiH23
Hvul_g22557_1	OG_5028	Hvul
Mmus_ENSMUST00000109514	OG_5038	Mmus
Mmus_ENSMUST00000066060	OG_5038	Mmus
Dmel_FBtr0474234	OG_5038	Dmel
Dmel_FBtr0305620	OG_5038	Dmel
Mlei_ML0813.g3.i1	OG_5039	Mlei
Mmus_ENSMUST00000117648	OG_5041	Mmus
Tadh_TriadT52174	OG_5050	Tadh
TrH2_TrispH2_000947-RA	OG_5050	TrH2
Hhon_g03184.t1	OG_5050	Hhon
HoiH23_PlH23_003525-RA	OG_5050	HoiH23
Mmus_ENSMUST00000076354	OG_5050	Mmus
Mmus_ENSMUST00000098374	OG_5062	Mmus
Dmel_FBtr0339272	OG_5062	Dmel
TrH2_TrispH2_008322-RA	OG_5063	TrH2
Tadh_TriadT55849	OG_5064	Tadh
TrH2_TrispH2_010476-RA	OG_5064	TrH2
TrH2_TrispH2_010483-RA	OG_5064	TrH2
Hhon_g00904.t1	OG_5064	Hhon
Hhon_g00907.t1	OG_5064	Hhon
Hhon_g00909.t1	OG_5064	Hhon
Hhon_g00910.t1	OG_5064	Hhon
HoiH23_PlH23_008078-RA	OG_5064	HoiH23
HoiH23_PlH23_011703-RA	OG_5065	HoiH23
Tadh_TriadT63621	OG_5069	Tadh
Hhon_g03752.t1	OG_5069	Hhon
TrH2_TrispH2_001036-RA	OG_5072	TrH2
HoiH23_PlH23_008288-RA	OG_5072	HoiH23
Dmel_FBtr0347158	OG_5078	Dmel
Hvul_g4044_1	OG_5079	Hvul
Spis_XP_022785423_1	OG_5086	Spis
Hhon_g11845.t1	OG_5088	Hhon
Dmel_FBtr0071610	OG_5088	Dmel
Mlei_ML1893.g17.i1	OG_5088	Mlei
Hvul_g17059_1	OG_5101	Hvul
Hhon_g07483.t1	OG_5103	Hhon
