gene	orthogroup	species
Spis_XP_022795217_1	OG_2469	Spis
Spis_XP_022797036_1	OG_2469	Spis
Spis_XP_022810300_1	OG_2469	Spis
Spis_XP_022780991_1	OG_2469	Spis
Spis_XP_022779731_1	OG_2469	Spis
Spis_XP_022785226_1	OG_2469	Spis
Spis_XP_022801384_1	OG_2469	Spis
Spis_XP_022777608_1	OG_2469	Spis
Spis_XP_022807550_1	OG_2469	Spis
Spis_XP_022809429_1	OG_2469	Spis
Spis_XP_022808358_1	OG_2469	Spis
Spis_XP_022779426_1	OG_2469	Spis
Spis_XP_022781063_1	OG_2469	Spis
Spis_XP_022792299_1	OG_2469	Spis
Spis_XP_022779790_1	OG_2469	Spis
Spis_XP_022805565_1	OG_2469	Spis
Spis_XP_022809976_1	OG_2469	Spis
Spis_XP_022800113_1	OG_2469	Spis
Spis_XP_022778802_1	OG_2469	Spis
Spis_Spis25560_1	OG_2469	Spis
Spis_XP_022807567_1	OG_2469	Spis
Spis_XP_022809188_1	OG_2469	Spis
Spis_XP_022781931_1	OG_2469	Spis
Spis_XP_022781933_1	OG_2469	Spis
Spis_XP_022789217_1	OG_2469	Spis
Spis_XP_022794992_1	OG_2469	Spis
Spis_XP_022788325_1	OG_2469	Spis
Spis_XP_022799273_1	OG_2469	Spis
Spis_XP_022781662_1	OG_2469	Spis
Spis_XP_022785104_1	OG_2469	Spis
Spis_XP_022799277_1	OG_2469	Spis
Spis_XP_022797958_1	OG_2469	Spis
Spis_XP_022809627_1	OG_2469	Spis
Spis_XP_022781607_1	OG_2469	Spis
Spis_XP_022798168_1	OG_2469	Spis
Spis_XP_022788039_1	OG_2469	Spis
Spis_XP_022788487_1	OG_2469	Spis
Spis_XP_022795147_1	OG_2469	Spis
Spis_XP_022788836_1	OG_2469	Spis
Spis_XP_022806160_1	OG_2469	Spis
Spis_XP_022810108_1	OG_2469	Spis
Spis_XP_022806748_1	OG_2469	Spis
Spis_XP_022798508_1	OG_2469	Spis
Spis_XP_022809264_1	OG_2469	Spis
Spis_XP_022781583_1	OG_2469	Spis
Spis_XP_022801835_1	OG_2469	Spis
Spis_XP_022794820_1	OG_2469	Spis
Spis_XP_022794282_1	OG_2469	Spis
Spis_XP_022802995_1	OG_2469	Spis
Spis_XP_022784344_1	OG_2469	Spis
Spis_XP_022786758_1	OG_2469	Spis
Spis_XP_022779476_1	OG_2469	Spis
Spis_XP_022806911_1	OG_2469	Spis
Spis_XP_022793944_1	OG_2469	Spis
Spis_XP_022787559_1	OG_2469	Spis
Spis_XP_022797057_1	OG_2469	Spis
Spis_XP_022799752_1	OG_2469	Spis
Spis_XP_022807568_1	OG_2469	Spis
Spis_XP_022800813_1	OG_2469	Spis
Spis_XP_022807377_1	OG_2469	Spis
Spis_XP_022787508_1	OG_2469	Spis
Spis_XP_022788071_1	OG_2469	Spis
Spis_XP_022794702_1	OG_2469	Spis
Spis_XP_022781141_1	OG_2469	Spis
Spis_XP_022808496_1	OG_2469	Spis
Spis_XP_022801367_1	OG_2469	Spis
Spis_XP_022799323_1	OG_2469	Spis
Spis_XP_022780071_1	OG_2469	Spis
Spis_XP_022794949_1	OG_2469	Spis
Spis_XP_022779455_1	OG_2469	Spis
Spis_XP_022805049_1	OG_2469	Spis
Spis_XP_022809903_1	OG_2469	Spis
Spis_XP_022784200_1	OG_2469	Spis
Spis_XP_022792026_1	OG_2469	Spis
Spis_XP_022779475_1	OG_2469	Spis
Spis_XP_022780105_1	OG_2469	Spis
Spis_XP_022787368_1	OG_2469	Spis
Spis_XP_022792289_1	OG_2469	Spis
Spis_Spis12568_1	OG_2469	Spis
Spis_XP_022803096_1	OG_2469	Spis
Spis_XP_022791081_1	OG_2469	Spis
Spis_XP_022788265_1	OG_2469	Spis
Spis_XP_022801369_1	OG_2469	Spis
Spis_XP_022780992_1	OG_2469	Spis
Spis_XP_022810109_1	OG_2469	Spis
Spis_XP_022779374_1	OG_2469	Spis
Spis_XP_022801885_1	OG_2469	Spis
Spis_XP_022789550_1	OG_2469	Spis
Spis_XP_022777597_1	OG_2469	Spis
Spis_XP_022797483_1	OG_2469	Spis
Spis_XP_022781499_1	OG_2469	Spis
Spis_XP_022800560_1	OG_2469	Spis
Spis_XP_022787544_1	OG_2469	Spis
Spis_XP_022805442_1	OG_2469	Spis
Spis_XP_022799751_1	OG_2469	Spis
Spis_XP_022782052_1	OG_2469	Spis
Spis_XP_022790328_1	OG_2469	Spis
Spis_XP_022783365_1	OG_2469	Spis
Spis_XP_022797035_1	OG_2469	Spis
Spis_XP_022801371_1	OG_2469	Spis
Spis_XP_022809636_1	OG_2469	Spis
Spis_XP_022787920_1	OG_2469	Spis
Spis_XP_022781658_1	OG_2469	Spis
Spis_XP_022790528_1	OG_2469	Spis
Spis_XP_022800951_1	OG_2469	Spis
Spis_XP_022797860_1	OG_2469	Spis
Spis_XP_022804594_1	OG_2469	Spis
Spis_XP_022779816_1	OG_2469	Spis
Spis_XP_022782050_1	OG_2469	Spis
Spis_XP_022782053_1	OG_2469	Spis
Spis_XP_022782609_1	OG_2469	Spis
Spis_XP_022790045_1	OG_2469	Spis
Spis_XP_022790493_1	OG_2469	Spis
Spis_XP_022800801_1	OG_2469	Spis
Spis_XP_022805232_1	OG_2469	Spis
Spis_XP_022779632_1	OG_2469	Spis
Spis_XP_022803194_1	OG_2469	Spis
Spis_XP_022809662_1	OG_2469	Spis
Spis_XP_022787552_1	OG_2469	Spis
Spis_XP_022790491_1	OG_2469	Spis
Spis_XP_022791064_1	OG_2469	Spis
Spis_XP_022789249_1	OG_2469	Spis
Spis_XP_022801080_1	OG_2469	Spis
Spis_XP_022791655_1	OG_2469	Spis
Spis_XP_022805461_1	OG_2469	Spis
Spis_XP_022780387_1	OG_2469	Spis
Spis_XP_022781661_1	OG_2469	Spis
Spis_XP_022787553_1	OG_2469	Spis
Spis_XP_022794715_1	OG_2469	Spis
Spis_XP_022795290_1	OG_2469	Spis
Spis_XP_022796669_1	OG_2469	Spis
Spis_XP_022788040_1	OG_2469	Spis
Spis_XP_022789603_1	OG_2469	Spis
Spis_XP_022790521_1	OG_2469	Spis
Spis_XP_022790742_1	OG_2469	Spis
Spis_XP_022797238_1	OG_2469	Spis
Spis_XP_022803497_1	OG_2469	Spis
Spis_XP_022787554_1	OG_2469	Spis
Spis_XP_022794707_1	OG_2469	Spis
Spis_XP_022790513_1	OG_2469	Spis
Spis_XP_022810003_1	OG_2469	Spis
Spis_XP_022800586_1	OG_2469	Spis
Spis_XP_022798579_1	OG_2469	Spis
Spis_XP_022784325_1	OG_2469	Spis
Spis_XP_022787634_1	OG_2469	Spis
Spis_XP_022788038_1	OG_2469	Spis
Spis_XP_022793203_1	OG_2469	Spis
Spis_XP_022778008_1	OG_2469	Spis
Spis_XP_022779477_1	OG_2469	Spis
Spis_XP_022798799_1	OG_2469	Spis
Spis_XP_022782690_1	OG_2469	Spis
Spis_XP_022798286_1	OG_2469	Spis
Spis_XP_022804420_1	OG_2469	Spis
Spis_XP_022801309_1	OG_2469	Spis
Spis_XP_022780039_1	OG_2469	Spis
Spis_XP_022800555_1	OG_2469	Spis
Spis_XP_022789258_1	OG_2469	Spis
Spis_XP_022798810_1	OG_2469	Spis
Spis_XP_022788739_1	OG_2469	Spis
Spis_XP_022789579_1	OG_2469	Spis
Spis_XP_022789605_1	OG_2469	Spis
Spis_XP_022791919_1	OG_2469	Spis
Spis_XP_022797749_1	OG_2469	Spis
Spis_XP_022795005_1	OG_2469	Spis
Spis_XP_022796847_1	OG_2469	Spis
Spis_XP_022798038_1	OG_2469	Spis
Spis_XP_022804196_1	OG_2469	Spis
Spis_XP_022804309_1	OG_2469	Spis
Spis_XP_022797471_1	OG_2469	Spis
Spis_XP_022788576_1	OG_2469	Spis
Spis_XP_022806944_1	OG_2469	Spis
Spis_XP_022802251_1	OG_2469	Spis
Spis_XP_022797346_1	OG_2469	Spis
Spis_XP_022801051_1	OG_2469	Spis
Spis_XP_022801619_1	OG_2469	Spis
Spis_XP_022792756_1	OG_2469	Spis
Spis_XP_022805257_1	OG_2469	Spis
Spis_XP_022787751_1	OG_2469	Spis
Spis_XP_022800711_1	OG_2469	Spis
Spis_XP_022808708_1	OG_2469	Spis
Spis_XP_022790300_1	OG_2469	Spis
Spis_XP_022779438_1	OG_2469	Spis
Spis_XP_022781367_1	OG_2469	Spis
Spis_XP_022780038_1	OG_2469	Spis
Spis_XP_022781873_1	OG_2469	Spis
Spis_XP_022785008_1	OG_2469	Spis
Spis_XP_022786625_1	OG_2469	Spis
Spis_XP_022786785_1	OG_2469	Spis
Spis_XP_022787549_1	OG_2469	Spis
Spis_XP_022790220_1	OG_2469	Spis
Spis_XP_022792902_1	OG_2469	Spis
Spis_XP_022794754_1	OG_2469	Spis
Spis_XP_022804598_1	OG_2469	Spis
Spis_XP_022805466_1	OG_2469	Spis
Spis_XP_022805838_1	OG_2469	Spis
Spis_XP_022810096_1	OG_2469	Spis
Spis_XP_022810098_1	OG_2469	Spis
Mlei_ML1418.g8.i1	OG_2469	Mlei
Mlei_ML0216.g9.i1	OG_2469	Mlei
Mlei_ML1022.g9.i1	OG_2469	Mlei
Mlei_ML0975.g14.i1	OG_2469	Mlei
Mlei_ML0323.g12.i1	OG_2469	Mlei
Mlei_ML0216.g10.i1	OG_2469	Mlei
Mlei_ML1790.g3.i1	OG_2469	Mlei
Mlei_ML0713.g17.i1	OG_2469	Mlei
Mlei_ML2582.g20.i1	OG_2469	Mlei
Mlei_ML4682.g3.i1	OG_2469	Mlei
Mlei_ML0548.g5.i1	OG_2469	Mlei
Mlei_ML2163.g20.i1	OG_2469	Mlei
Mlei_ML0001.g29.i1	OG_2469	Mlei
Mlei_ML0131.g11.i1	OG_2469	Mlei
Mlei_ML2165.g1.i1	OG_2469	Mlei
Mlei_ML0134.g7.i1	OG_2469	Mlei
Mlei_ML0742.g13.i1	OG_2469	Mlei
Mlei_ML2679.g5.i1	OG_2469	Mlei
Mlei_ML0230.g6.i1	OG_2469	Mlei
Mlei_ML1705.g11.i1	OG_2469	Mlei
Mlei_ML1823.g11.i1	OG_2469	Mlei
Mlei_ML1705.g13.i1	OG_2469	Mlei
Mlei_ML3055.g7.i1	OG_2469	Mlei
Mlei_ML0734.g11.i1	OG_2469	Mlei
Mlei_ML1476.g7.i1	OG_2469	Mlei
Mlei_ML0321.g7.i1	OG_2469	Mlei
Mlei_ML0032.g57.i1	OG_2469	Mlei
Mlei_ML0730.g44.i1	OG_2469	Mlei
Mlei_ML1439.g3.i1	OG_2469	Mlei
Mlei_ML0388.g24.i1	OG_2469	Mlei
Mlei_ML2744.g38.i1	OG_2469	Mlei
Mlei_ML1371.g11.i1	OG_2469	Mlei
Mlei_ML0603.g4.i1	OG_2469	Mlei
Mlei_ML0479.g29.i1	OG_2469	Mlei
Mlei_ML0728.g14.i1	OG_2469	Mlei
Mlei_ML2789.g1.i1	OG_2469	Mlei
Mlei_ML0481.g21.i1	OG_2469	Mlei
Mlei_ML1383.g7.i1	OG_2469	Mlei
Mlei_ML1670.g6.i1	OG_2469	Mlei
Mlei_ML1705.g20.i1	OG_2469	Mlei
Mlei_ML0180.g19.i1	OG_2469	Mlei
Mlei_ML0200.g35.i1	OG_2469	Mlei
Mlei_ML0538.g1.i1	OG_2469	Mlei
Mlei_ML0826.g4.i1	OG_2469	Mlei
Mlei_ML0859.g7.i1	OG_2469	Mlei
Mlei_ML0859.g8.i1	OG_2469	Mlei
Mlei_ML2225.g1.i1	OG_2469	Mlei
Spolac_c99367_g1	OG_2469	Spolac
Spolac_c95050_g1	OG_2469	Spolac
Spolac_c92727_g1	OG_2469	Spolac
Tadh_TriadT7530	OG_2473	Tadh
Mmus_ENSMUST00000065216	OG_2473	Mmus
Mmus_ENSMUST00000066328	OG_2473	Mmus
Mmus_ENSMUST00000097557	OG_2473	Mmus
Mmus_ENSMUST00000097587	OG_2473	Mmus
Mmus_ENSMUST00000030032	OG_2473	Mmus
Mmus_ENSMUST00000081851	OG_2473	Mmus
Mmus_ENSMUST00000060328	OG_2473	Mmus
Mmus_ENSMUST00000068473	OG_2473	Mmus
Mmus_ENSMUST00000091916	OG_2473	Mmus
Mmus_ENSMUST00000038364	OG_2473	Mmus
Mmus_ENSMUST00000114763	OG_2473	Mmus
Mmus_ENSMUST00000030122	OG_2473	Mmus
Mmus_ENSMUST00000069245	OG_2473	Mmus
Mmus_ENSMUST00000036796	OG_2473	Mmus
Mmus_ENSMUST00000055725	OG_2473	Mmus
Mmus_ENSMUST00000097586	OG_2473	Mmus
Mmus_ENSMUST00000239465	OG_2473	Mmus
Mmus_ENSMUST00000025381	OG_2473	Mmus
Mmus_ENSMUST00000180572	OG_2473	Mmus
Mmus_ENSMUST00000198988	OG_2473	Mmus
Mmus_ENSMUST00000212026	OG_2473	Mmus
Mmus_ENSMUST00000076194	OG_2473	Mmus
Dmel_FBtr0334143	OG_2473	Dmel
Dmel_FBtr0344125	OG_2473	Dmel
Dmel_FBtr0344123	OG_2473	Dmel
Dmel_FBtr0076662	OG_2473	Dmel
Dmel_FBtr0080273	OG_2473	Dmel
Nvec_v1g224190	OG_2473	Nvec
Nvec_v1g247591	OG_2473	Nvec
Nvec_NVE5952	OG_2473	Nvec
Nvec_NVE5953	OG_2473	Nvec
Nvec_v1g39845	OG_2473	Nvec
Nvec_NVE1007	OG_2473	Nvec
Nvec_v1g196763	OG_2473	Nvec
Nvec_v1g113651	OG_2473	Nvec
Nvec_v1g213018	OG_2473	Nvec
Nvec_NVE23807	OG_2473	Nvec
Nvec_v1g196762	OG_2473	Nvec
Nvec_v1g205537	OG_2473	Nvec
Nvec_v1g171044	OG_2473	Nvec
Nvec_v1g224672	OG_2473	Nvec
Nvec_v1g82884	OG_2473	Nvec
Nvec_NVE23805	OG_2473	Nvec
Nvec_v1g107530	OG_2473	Nvec
Nvec_NVE19841	OG_2473	Nvec
Nvec_v1g107573	OG_2473	Nvec
Nvec_NVE23806	OG_2473	Nvec
Nvec_v1g128631	OG_2473	Nvec
Hvul_g2402_1	OG_2473	Hvul
Hvul_g20408_1	OG_2473	Hvul
Hvul_g22798_1	OG_2473	Hvul
Hvul_g24376_1	OG_2473	Hvul
Hvul_g11399_1	OG_2473	Hvul
Hvul_g24377_1	OG_2473	Hvul
Hvul_g360_1	OG_2473	Hvul
Hvul_g21805_1	OG_2473	Hvul
Hvul_g21804_1	OG_2473	Hvul
Hvul_g33087_1	OG_2473	Hvul
Spis_XP_022787797_1	OG_2473	Spis
Spis_XP_022805322_1	OG_2473	Spis
Spis_XP_022808400_1	OG_2473	Spis
Spis_XP_022799692_1	OG_2473	Spis
Spis_XP_022808895_1	OG_2473	Spis
Spis_XP_022808996_1	OG_2473	Spis
Spis_XP_022809000_1	OG_2473	Spis
Spis_XP_022792464_1	OG_2473	Spis
Spis_XP_022788796_1	OG_2473	Spis
Spis_XP_022806984_1	OG_2473	Spis
Spis_XP_022807902_1	OG_2473	Spis
Spis_XP_022788809_1	OG_2473	Spis
Spis_XP_022777691_1	OG_2473	Spis
Spis_XP_022778638_1	OG_2473	Spis
Spis_XP_022780918_1	OG_2473	Spis
Mlei_ML0318.g4.i1	OG_2473	Mlei
Mlei_ML0090.g5.i1	OG_2473	Mlei
Mlei_ML0052.g12.i1	OG_2473	Mlei
Mlei_ML0721.g8.i1	OG_2473	Mlei
Mlei_ML0866.g34.i1	OG_2473	Mlei
Spolac_c102850_g1	OG_2473	Spolac
Tadh_TriadT22276	OG_2476	Tadh
Tadh_TriadT61735	OG_2476	Tadh
Tadh_TriadT25548	OG_2476	Tadh
Tadh_TriadT31047	OG_2476	Tadh
Tadh_TriadT54008	OG_2476	Tadh
Tadh_TriadT53368	OG_2476	Tadh
Tadh_TriadT5330	OG_2476	Tadh
Tadh_TriadT61734	OG_2476	Tadh
Tadh_TriadT16509	OG_2476	Tadh
Tadh_TriadT16382	OG_2476	Tadh
Tadh_TriadT53801	OG_2476	Tadh
Tadh_TriadT62715	OG_2476	Tadh
Tadh_TriadT34579	OG_2476	Tadh
TrH2_TrispH2_003746-RA	OG_2476	TrH2
TrH2_TrispH2_003934-RA	OG_2476	TrH2
TrH2_TrispH2_009830-RA	OG_2476	TrH2
TrH2_TrispH2_008785-RA	OG_2476	TrH2
TrH2_TrispH2_002704-RA	OG_2476	TrH2
TrH2_TrispH2_007792-RA	OG_2476	TrH2
TrH2_TrispH2_011011-RA	OG_2476	TrH2
TrH2_TrispH2_011012-RA	OG_2476	TrH2
TrH2_TrispH2_009829-RA	OG_2476	TrH2
TrH2_TrispH2_012023-RA	OG_2476	TrH2
TrH2_TrispH2_002703-RA	OG_2476	TrH2
Hhon_g11530.t1	OG_2476	Hhon
Hhon_g11531.t1	OG_2476	Hhon
Hhon_g02400.t1	OG_2476	Hhon
Hhon_g11945.t1	OG_2476	Hhon
Hhon_g10034.t1	OG_2476	Hhon
Hhon_g00502.t1	OG_2476	Hhon
Hhon_g04752.t1	OG_2476	Hhon
Hhon_g00497.t1	OG_2476	Hhon
Hhon_g10033.t1	OG_2476	Hhon
Hhon_g08450.t1	OG_2476	Hhon
Hhon_g10589.t1	OG_2476	Hhon
Hhon_g11532.t1	OG_2476	Hhon
Hhon_g00503.t1	OG_2476	Hhon
Hhon_g01682.t1	OG_2476	Hhon
Hhon_g00501.t1	OG_2476	Hhon
Hhon_g00498.t1	OG_2476	Hhon
Hhon_g04866.t1	OG_2476	Hhon
Hhon_g04753.t1	OG_2476	Hhon
Hhon_g04751.t1	OG_2476	Hhon
Hhon_g04754.t1	OG_2476	Hhon
Hhon_g00499.t1	OG_2476	Hhon
Hhon_g04750.t1	OG_2476	Hhon
HoiH23_PlH23_002230-RA	OG_2476	HoiH23
HoiH23_PlH23_008156-RA	OG_2476	HoiH23
HoiH23_PlH23_009765-RA	OG_2476	HoiH23
HoiH23_PlH23_006588-RA	OG_2476	HoiH23
HoiH23_PlH23_005314-RA	OG_2476	HoiH23
HoiH23_PlH23_002104-RA	OG_2476	HoiH23
HoiH23_PlH23_006590-RA	OG_2476	HoiH23
HoiH23_PlH23_011755-RA	OG_2476	HoiH23
HoiH23_PlH23_004315-RA	OG_2476	HoiH23
Mmus_ENSMUST00000105014	OG_2476	Mmus
Mmus_ENSMUST00000186329	OG_2476	Mmus
Mmus_ENSMUST00000055619	OG_2476	Mmus
Mmus_ENSMUST00000120488	OG_2476	Mmus
Mmus_ENSMUST00000178621	OG_2476	Mmus
Mmus_ENSMUST00000105017	OG_2476	Mmus
Mmus_ENSMUST00000055028	OG_2476	Mmus
Mmus_ENSMUST00000049740	OG_2476	Mmus
Mmus_ENSMUST00000093798	OG_2476	Mmus
Mmus_ENSMUST00000167011	OG_2476	Mmus
Mmus_ENSMUST00000042779	OG_2476	Mmus
Mmus_ENSMUST00000061222	OG_2476	Mmus
Mmus_ENSMUST00000087157	OG_2476	Mmus
Mmus_ENSMUST00000198164	OG_2476	Mmus
Mmus_ENSMUST00000057781	OG_2476	Mmus
Mmus_ENSMUST00000238632	OG_2476	Mmus
Mmus_ENSMUST00000238765	OG_2476	Mmus
Mmus_ENSMUST00000192715	OG_2476	Mmus
Mmus_ENSMUST00000090190	OG_2476	Mmus
Mmus_ENSMUST00000105019	OG_2476	Mmus
Mmus_ENSMUST00000111611	OG_2476	Mmus
Mmus_ENSMUST00000020958	OG_2476	Mmus
Mmus_ENSMUST00000172175	OG_2476	Mmus
Mmus_ENSMUST00000040504	OG_2476	Mmus
Mmus_ENSMUST00000113734	OG_2476	Mmus
Mmus_ENSMUST00000225666	OG_2476	Mmus
Mmus_ENSMUST00000029677	OG_2476	Mmus
Mmus_ENSMUST00000049648	OG_2476	Mmus
Mmus_ENSMUST00000032107	OG_2476	Mmus
Mmus_ENSMUST00000169593	OG_2476	Mmus
Mmus_ENSMUST00000100077	OG_2476	Mmus
Mmus_ENSMUST00000178747	OG_2476	Mmus
Mmus_ENSMUST00000105020	OG_2476	Mmus
Mmus_ENSMUST00000029106	OG_2476	Mmus
Mmus_ENSMUST00000022985	OG_2476	Mmus
Mmus_ENSMUST00000179325	OG_2476	Mmus
Mmus_ENSMUST00000031254	OG_2476	Mmus
Mmus_ENSMUST00000101191	OG_2476	Mmus
Mmus_ENSMUST00000094833	OG_2476	Mmus
Mmus_ENSMUST00000094276	OG_2476	Mmus
Mmus_ENSMUST00000030610	OG_2476	Mmus
Mmus_ENSMUST00000106046	OG_2476	Mmus
Mmus_ENSMUST00000048128	OG_2476	Mmus
Mmus_ENSMUST00000027533	OG_2476	Mmus
Mmus_ENSMUST00000028928	OG_2476	Mmus
Mmus_ENSMUST00000105031	OG_2476	Mmus
Mmus_ENSMUST00000054287	OG_2476	Mmus
Mmus_ENSMUST00000217092	OG_2476	Mmus
Mmus_ENSMUST00000093852	OG_2476	Mmus
Mmus_ENSMUST00000113915	OG_2476	Mmus
Mmus_ENSMUST00000037359	OG_2476	Mmus
Mmus_ENSMUST00000115317	OG_2476	Mmus
Mmus_ENSMUST00000058997	OG_2476	Mmus
Mmus_ENSMUST00000094993	OG_2476	Mmus
Mmus_ENSMUST00000155203	OG_2476	Mmus
Mmus_ENSMUST00000092073	OG_2476	Mmus
Mmus_ENSMUST00000049105	OG_2476	Mmus
Mmus_ENSMUST00000097773	OG_2476	Mmus
Mmus_ENSMUST00000030461	OG_2476	Mmus
Mmus_ENSMUST00000021331	OG_2476	Mmus
Mmus_ENSMUST00000027725	OG_2476	Mmus
Mmus_ENSMUST00000022666	OG_2476	Mmus
Mmus_ENSMUST00000030841	OG_2476	Mmus
Mmus_ENSMUST00000114321	OG_2476	Mmus
Mmus_ENSMUST00000041623	OG_2476	Mmus
Mmus_ENSMUST00000062369	OG_2476	Mmus
Mmus_ENSMUST00000111464	OG_2476	Mmus
Mmus_ENSMUST00000023509	OG_2476	Mmus
Mmus_ENSMUST00000034287	OG_2476	Mmus
Mmus_ENSMUST00000058839	OG_2476	Mmus
Mmus_ENSMUST00000049567	OG_2476	Mmus
Mmus_ENSMUST00000120933	OG_2476	Mmus
Mmus_ENSMUST00000001599	OG_2476	Mmus
Mmus_ENSMUST00000066597	OG_2476	Mmus
Mmus_ENSMUST00000053087	OG_2476	Mmus
Mmus_ENSMUST00000006377	OG_2476	Mmus
Mmus_ENSMUST00000046071	OG_2476	Mmus
Mmus_ENSMUST00000140300	OG_2476	Mmus
Mmus_ENSMUST00000105011	OG_2476	Mmus
Mmus_ENSMUST00000238426	OG_2476	Mmus
Mmus_ENSMUST00000066715	OG_2476	Mmus
Mmus_ENSMUST00000036003	OG_2476	Mmus
Mmus_ENSMUST00000080771	OG_2476	Mmus
Mmus_ENSMUST00000069399	OG_2476	Mmus
Mmus_ENSMUST00000227271	OG_2476	Mmus
Mmus_ENSMUST00000100359	OG_2476	Mmus
Mmus_ENSMUST00000068307	OG_2476	Mmus
Mmus_ENSMUST00000050248	OG_2476	Mmus
Dmel_FBtr0075505	OG_2476	Dmel
Dmel_FBtr0330605	OG_2476	Dmel
Dmel_FBtr0303933	OG_2476	Dmel
Dmel_FBtr0082556	OG_2476	Dmel
Dmel_FBtr0081043	OG_2476	Dmel
Dmel_FBtr0071314	OG_2476	Dmel
Dmel_FBtr0083423	OG_2476	Dmel
Dmel_FBtr0070825	OG_2476	Dmel
Dmel_FBtr0330058	OG_2476	Dmel
Dmel_FBtr0080484	OG_2476	Dmel
Dmel_FBtr0113685	OG_2476	Dmel
Dmel_FBtr0077312	OG_2476	Dmel
Nvec_v1g237867	OG_2476	Nvec
Nvec_v1g158213	OG_2476	Nvec
Nvec_v1g144374	OG_2476	Nvec
Nvec_v1g165358	OG_2476	Nvec
Nvec_v1g129532	OG_2476	Nvec
Nvec_v1g209365	OG_2476	Nvec
Nvec_v1g175546	OG_2476	Nvec
Nvec_v1g161461	OG_2476	Nvec
Nvec_v1g169450	OG_2476	Nvec
Nvec_v1g165758	OG_2476	Nvec
Nvec_v1g176107	OG_2476	Nvec
Nvec_v1g227865	OG_2476	Nvec
Nvec_v1g195679	OG_2476	Nvec
Nvec_v1g238876	OG_2476	Nvec
Nvec_v1g164986	OG_2476	Nvec
Nvec_v1g214783	OG_2476	Nvec
Nvec_v1g120526	OG_2476	Nvec
Nvec_v1g115583	OG_2476	Nvec
Nvec_v1g230758	OG_2476	Nvec
Nvec_v1g227963	OG_2476	Nvec
Nvec_v1g88501	OG_2476	Nvec
Nvec_v1g191947	OG_2476	Nvec
Nvec_v1g144464	OG_2476	Nvec
Hvul_g24228_1	OG_2476	Hvul
Hvul_g31070_1	OG_2476	Hvul
Hvul_g7762_1	OG_2476	Hvul
Hvul_g6033_1	OG_2476	Hvul
Hvul_g6546_1	OG_2476	Hvul
Hvul_g8274_1	OG_2476	Hvul
Hvul_g24815_1	OG_2476	Hvul
Hvul_g13016_1	OG_2476	Hvul
Hvul_g16868_1	OG_2476	Hvul
Hvul_g16388_1	OG_2476	Hvul
Hvul_g24149_1	OG_2476	Hvul
Spis_XP_022787945_1	OG_2476	Spis
Spis_XP_022809794_1	OG_2476	Spis
Spis_XP_022810333_1	OG_2476	Spis
Spis_XP_022810633_1	OG_2476	Spis
Spis_XP_022809793_1	OG_2476	Spis
Spis_XP_022809796_1	OG_2476	Spis
Spis_XP_022805169_1	OG_2476	Spis
Spis_XP_022795180_1	OG_2476	Spis
Spis_XP_022803373_1	OG_2476	Spis
Spis_XP_022780384_1	OG_2476	Spis
Spis_XP_022806263_1	OG_2476	Spis
Spis_XP_022802065_1	OG_2476	Spis
Spis_XP_022809554_1	OG_2476	Spis
Spis_XP_022787143_1	OG_2476	Spis
Spis_XP_022810332_1	OG_2476	Spis
Spis_XP_022781571_1	OG_2476	Spis
Spis_XP_022800739_1	OG_2476	Spis
Spis_XP_022803368_1	OG_2476	Spis
Spis_XP_022786357_1	OG_2476	Spis
Spis_XP_022780378_1	OG_2476	Spis
Spis_XP_022809795_1	OG_2476	Spis
Spis_XP_022781320_1	OG_2476	Spis
Spis_XP_022803134_1	OG_2476	Spis
Spis_XP_022784127_1	OG_2476	Spis
Spis_XP_022794698_1	OG_2476	Spis
Spis_XP_022801068_1	OG_2476	Spis
Spis_XP_022810330_1	OG_2476	Spis
Spis_XP_022809799_1	OG_2476	Spis
Spis_XP_022778170_1	OG_2476	Spis
Spis_XP_022807188_1	OG_2476	Spis
Spis_XP_022795178_1	OG_2476	Spis
Spis_XP_022786652_1	OG_2476	Spis
Spis_XP_022790030_1	OG_2476	Spis
Spis_XP_022803049_1	OG_2476	Spis
Spis_XP_022800476_1	OG_2476	Spis
Spis_XP_022809797_1	OG_2476	Spis
Spis_XP_022808254_1	OG_2476	Spis
Spis_XP_022795263_1	OG_2476	Spis
Spis_XP_022803392_1	OG_2476	Spis
Spis_XP_022807901_1	OG_2476	Spis
Mlei_ML0078.g4.i1	OG_2476	Mlei
Mlei_ML2675.g8.i1	OG_2476	Mlei
Mlei_ML2675.g6.i1	OG_2476	Mlei
Mlei_ML1823.g7.i1	OG_2476	Mlei
Mlei_ML1496.g52.i1	OG_2476	Mlei
Mlei_ML1844.g22.i1	OG_2476	Mlei
Mlei_ML0380.g7.i1	OG_2476	Mlei
Mlei_ML0598.g16.i1	OG_2476	Mlei
Mlei_ML1565.g11.i1	OG_2476	Mlei
Mlei_ML0789.g26.i1	OG_2476	Mlei
Mlei_ML0844.g5.i1	OG_2476	Mlei
Mlei_ML1302.g5.i1	OG_2476	Mlei
Mlei_ML0702.g77.i1	OG_2476	Mlei
Mlei_ML0850.g23.i1	OG_2476	Mlei
Mlei_ML1387.g2.i1	OG_2476	Mlei
Mlei_ML0069.g14.i1	OG_2476	Mlei
Mlei_ML0378.g8.i1	OG_2476	Mlei
Mlei_ML1411.g9.i1	OG_2476	Mlei
