TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_187	3.659066	11.644158
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_49	-1.0069224	1.5501096
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_222	9.352234	23.196663
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_53	-1.17248	2.5754068
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.212041	7.2962413
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	13.752442	-2.1622446
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.629878	9.713626
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_99	8.268508	6.4856296
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.452646	12.903895
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.923971	7.3249087
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	8.78231	5.686596
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_182	6.3691874	3.5384088
unassigned	unassigned	unassigned	epithelia_unknown	plum3	30	batch2	Hhon	Hhon_177	5.6398387	7.10992
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.6948755	10.358117
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_174	7.0574155	7.053281
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.08259018	0.69603384
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_182	6.403276	3.5145543
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.0040040715	0.92409414
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	-0.34216556	0.90081567
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.98464	7.2120175
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.797257	-2.398204
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.067716	4.001886
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7087868	10.374407
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_48	-1.1331124	1.156535
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_138	7.0468946	9.409182
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_117	9.401136	7.051225
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_25	9.873164	-11.648958
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.261175	7.461911
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_195	15.523761	-11.2496395
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7559422	10.313432
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.233721	-4.27784
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_179	6.4169064	4.183488
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.7838233	12.9146185
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	Hhon	Hhon_147	8.084168	6.600394
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_175	4.5065866	5.4486947
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.227623	-4.132527
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_138	6.8745565	9.376597
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_239	-9.209472	-3.9247835
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.1624966	9.002251
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.0086207	3.9297962
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_153	7.278078	8.412541
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_254	-3.8582747	10.183842
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.516276	3.67726
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.117863	3.7633464
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_152	6.9364862	8.599733
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.4773455	10.157698
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	8.016789	7.9025044
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_96	8.38928	5.945081
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_173	7.343536	7.9973927
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	5.9739847	4.047739
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_213	12.137016	19.377506
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	-0.6305454	0.91591847
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.93298	-7.919499
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_138	6.772538	9.6098385
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_172	7.166811	7.5620217
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_184	4.650403	6.751861
unassigned	unassigned	unassigned	peptidergic_other_2	paleturquoise3	55	batch2	Hhon	Hhon_255	5.77447	-14.39388
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_192	3.863011	12.970808
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.759335	13.082679
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_136	7.5365033	9.248635
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.570152	13.001677
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-0.78379416	2.6772053
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_150	6.9592266	9.364028
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.418572	-3.2178648
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_164	8.021707	7.6683826
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.346318	10.29006
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.1959076	-7.7251515
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_237	-1.8135709	-8.098892
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_52	-0.7270507	2.569049
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	41	batch2	Hhon	Hhon_227	-3.8583903	10.436466
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_57	-0.6541437	2.4376676
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_175	4.523222	5.479913
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_178	5.969257	4.0234647
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.6634228	12.991639
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_188	3.8867762	12.992285
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.4380345	10.076756
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_165	6.950894	7.111372
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	41	batch2	Hhon	Hhon_139	-3.8023927	10.990908
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.443426	-1.7052981
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.475302	10.143553
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_248	-4.966955	-11.467206
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_189	3.7976801	12.937462
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_131	7.221081	9.164531
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_30	13.083515	-3.3620257
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_228	-9.831456	-8.500395
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	9.152719	7.2484164
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_172	6.8491454	8.684092
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.841672	-2.4327784
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.8084729	12.966356
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_48	-0.80654454	1.560492
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.1265862	-7.6565633
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_50	0.083256476	0.65409106
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_154	7.1743817	9.253888
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.97943	-7.969299
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.9490557	7.1868434
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	7.007176	9.918936
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_168	7.4495955	8.48945
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	-0.13095327	0.6332801
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.5119395	9.992982
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	6.0780745	7.207399
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_128	8.321977	9.231241
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_92	8.496149	6.51253
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.394662	-3.9923143
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_251	5.4549756	-6.9155226
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_100	8.452415	6.039413
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_253	-3.8100064	10.9562235
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-0.99098647	2.7355602
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	8.644987	9.464038
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_95	8.393776	6.141232
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_54	-1.5949142	1.9754887
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.6137378	12.953067
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_52	-1.5980917	2.1555305
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_48	-1.1122074	1.7109723
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_99	8.934682	5.4444933
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-1.0000328	2.7581272
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_164	8.194204	8.672073
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_137	6.365917	8.67666
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	12	batch2	Hhon	Hhon_88	-1.0028543	1.5363114
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_147	7.945474	6.389416
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_147	7.9242225	6.424155
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_147	7.1739535	6.902094
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_172	7.1479626	8.496717
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_2	-10.781526	3.2312784
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	9.888928	-11.664213
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_178	5.944881	4.0072474
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_134	8.728799	9.390003
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_57	-0.6856986	2.7482111
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_2	-11.376216	3.904769
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_196	5.338185	12.212239
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_213	11.30828	19.405146
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.2495165	-4.1536746
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	3.895685	12.870902
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_213	11.402545	19.351313
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_183	6.309253	3.7965648
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_248	-5.000929	-11.4692745
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	7.764977	7.8211403
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_40	13.760025	-2.8467128
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	Hhon	Hhon_229	21.885567	-3.0316763
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_183	6.3426147	3.7472327
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	1.7011335	10.287941
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_171	6.9488935	7.5562205
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.247632	8.389025
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_147	7.9688582	6.316593
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_138	6.9972477	9.345229
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_201	3.675802	13.164346
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_92	8.513103	6.6921306
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.194777	8.326994
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_188	3.9622207	13.032141
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_239	-9.253635	-4.047288
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	Hhon	Hhon_147	8.051987	6.2759495
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	Hhon	Hhon_220	10.349815	23.459518
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_253	-3.8323352	10.950622
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_241	-9.324628	-4.0670485
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	6.455362	8.609758
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_154	7.1846232	8.641372
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_99	8.865167	5.6447716
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.271306	7.5632854
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_164	7.8888874	9.216595
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_167	7.2767034	7.4422846
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_194	3.6461573	12.77563
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_148	7.961296	7.3253307
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7253364	10.300964
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	5.9025645	7.248891
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.4049475	-7.928866
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_125	8.809095	9.376597
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_231	2.1716154	-7.701473
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_173	7.5097895	7.529562
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_164	7.4031487	8.371394
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	13	batch2	Hhon	Hhon_185	4.7869697	12.891128
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_95	8.890834	5.4602203
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_174	7.623919	7.782455
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.206688	-1.9276638
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_191	4.2533216	13.037715
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.704828	-1.6918502
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	-3.6139758	13.838766
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_132	7.0465508	9.478308
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_251	5.46578	-6.9282
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	1.791578	10.518595
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_204	3.7135007	12.085296
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_187	5.017106	7.005385
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7011688	10.187259
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_30	12.220142	-3.3699367
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	-3.589969	13.854318
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_49	-0.6068494	2.5428083
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_27	12.679999	-1.6948727
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.6689446	10.220269
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_160	6.900186	7.4210925
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_136	7.745886	9.418318
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	7.0132203	9.102288
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_204	3.7229228	12.619239
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.839259	12.930702
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_165	6.9791174	7.8568897
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.1572366	3.8047721
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_166	6.9736524	8.569687
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-8.403233	1.0008693
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_29	12.73738	-3.28918
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	0.08506303	0.63994163
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.734043	3.7978806
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.3174849	11.931339
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_173	7.342876	7.6674757
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_25	10.102245	-11.623623
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_195	3.7357426	12.934422
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_193	3.5035148	12.421843
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_254	-3.87556	10.250867
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-11.686178	3.4298744
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_8	-12.718458	3.7156782
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_125	8.823777	9.222304
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_49	-0.9671982	1.7101333
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	Hhon	Hhon_220	10.320325	23.427513
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_169	6.9358454	8.482895
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.391098	-1.7987226
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_139	6.5406365	9.962099
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_204	3.366843	12.018607
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_251	5.263243	-6.7263427
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_114	7.454863	8.2892275
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_168	8.469299	9.105127
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_94	8.788801	7.5985155
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	-3.622782	13.849432
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_149	8.12935	7.481994
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_58	-0.98051053	2.0443172
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_126	8.761603	9.143174
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_190	3.7767186	13.02885
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_96	8.195415	6.021664
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_176	6.1457477	4.1680613
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_221	10.178774	23.364763
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	9	batch2	Hhon	Hhon_210	8.282383	9.623962
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.578464	-2.2116888
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_243	-9.192521	-4.1826587
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_22	1.8831905	10.519284
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_173	7.646285	6.8377686
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_196	5.37397	12.1177635
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_48	-1.0275092	1.687957
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.3173153	11.932358
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	6.0227895	3.8415747
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	3	batch2	Hhon	Hhon_147	8.030703	6.248596
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_175	4.5176435	5.468848
