	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1
Hhon_peptidergic_other_2	0.0	0.0	0.0019902565559491605	0.021239769519086297	0.028120498287582518	0.0012493054325509593	0.00030421325246175605	0.0004970089688041846	0.0	0.0	0.0	0.34968250857767214	0.0	0.0	0.0	0.0	0.0	0.00387699197886541	0.0	0.0	0.04516656753372194	0.9053948266661406	0.0	0.0	0.0	0.0	0.0	0.027272252596653966	0.0	0.0	0.03577589894604098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_progenitors	0.0009493505758003081	1.834619223404146e-05	0.006219922062210932	0.00031170516144027316	0.1429242695449217	0.0007130741456181325	0.0002684294237426946	0.0001335247646282032	0.025476145466689127	0.0026181661800125057	0.0	0.0	0.0011869726068924416	0.00017553070465833038	0.0	0.0021320444001307233	0.003001944000288558	0.0006863819092272374	0.011528940792122837	0.0007553486044074812	0.007817218498708771	0.0	0.0	0.3762219870200593	0.0	0.0	0.0005079024680658372	0.00374343745983322	0.0	0.0	0.0	0.0	0.0	0.0007353877967151395	0.0	0.003096534444986174	0.0	0.00489620332723366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_theta	0.00035496133950639743	2.091013475653678e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006749197697888687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9163847363808756	0.0	5.837147709574868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_theta_like	0.0	0.0024361718410495056	0.0	0.0	0.02805732833914486	0.0	0.0	0.0	0.0	0.0	0.0012916827704417594	0.0	0.15493632523175463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6451438629507117	0.0	0.029498966298616803	0.022999298656029243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_zeta	0.0018176209397215866	0.011269421400144246	0.0014137039004941505	0.0	0.001596408817085305	0.00038425182547856333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9941887860762251	0.005738323128702183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_epithelia_dorsal_ventral	0.3684127806260265	0.024812436151039535	0.02994450826353992	0.0011491542742118077	0.3216105144274292	5.699586005044058e-05	0.0003560974936880962	0.0	0.002606476111814834	0.0014501241410923404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012158571343904401	0.009500184323627977	0.004949099270092962	0.0	0.0	9.347794883301979e-05	0.0014746684397111494	0.0	0.002316888306985263	0.045064777672060415	0.0029085115686257254	0.0	0.0	0.0	0.0	0.0	0.0046330786608706044	0.005424174018904578	0.004881612576056951	0.0	0.001234748282632407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_fibre_gland	0.007087988105852268	0.008196672859166136	0.0	0.0	0.009829739319834347	0.5081460424422575	0.015894560579021343	0.02683966192440921	0.0	0.00020124128742389605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1476137449179445	0.0	0.053315084845519146	0.0006952017674328935	0.0004206936585414029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_gland_epithelia_dorsal	0.0005024037329446316	0.05854469087351245	0.00782746548774199	0.0	0.0007902888301807023	0.0	0.3707221301103719	0.00039065372635705786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003019207272877563	0.0	0.000426961963515569	0.0	0.0	0.0	0.00809511844134747	0.011575300430865573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_gland_epithelia_ventral	0.0004045597571091343	0.0	0.02048440044034739	0.00014844377408648738	0.03571241573324045	0.0	0.6059626918265582	0.000160547603591294	0.0	0.019985325014420206	0.0	0.004535489615263355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018895226575898154	0.0	0.0	0.0	0.00034333743155871176	0.00030670813145534947	0.0	0.0	0.0	0.0	0.018572722685146266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_lipophil_1_epithelia	0.0	0.0004884454168157167	0.0009987841280157117	0.0	0.00968368285675025	0.0	0.0	0.7123776166083371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036067400976572364	0.0009282009544100049	0.0004868586080106611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_lipophil_1_gland	0.0	0.0	0.0008220983782776233	0.0	0.00020669742562754419	0.0	0.1593799081764736	0.3329553075534101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012478991093886503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006284174643501754	0.0	0.19237494692164023	0.007677591226303089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_lipophil_2_epithelia	0.030651047551976618	0.7996391877099951	0.0027083556365497586	0.001118369374893723	0.006908478600107913	0.0	0.0	2.9922779219684202e-05	0.0	0.0020271198065618624	0.0	0.0	0.0007538515235867187	0.0	0.0	0.007888629787876016	0.0	0.0	0.0	0.001495720553556952	0.0	0.0	0.0015343939111331817	0.0	0.0	0.007979920325479714	0.05704100996176681	0.002350373939433499	0.004736419894799653	0.0	0.0	0.0	0.0	0.01788011357098571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_unknown_1	0.0	0.01862210682369382	0.0024606296977466033	0.0	0.00042788954537137673	0.0	0.0	0.0023430736943250824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9663375452865568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
