Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_66	-0.5004846	15.527244
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_66	-0.3004222	15.175299
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_160	8.432995	8.832332
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_81	0.08008476	15.474503
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_176	6.9329133	10.642626
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_81	0.019917823	15.275983
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.49963263	15.349208
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	13	batch2	TrH2	TrH2_165	-1.286467	15.891324
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_66	-0.18595889	15.294547
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	14	batch2	TrH2	TrH2_158	9.232798	7.796391
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_81	-0.031539813	15.245904
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_156	9.8081045	7.103021
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_67	0.104239866	15.471834
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_71	-0.22151075	15.257357
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_63	-0.96893907	15.673971
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_162	9.198225	7.6095304
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.008427268	15.305281
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	11	batch2	TrH2	TrH2_170	8.969604	9.544061
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_172	7.253553	10.766157
unassigned	unassigned	unassigned	lipophil	khaki2	22	batch2	TrH2	TrH2_10	-0.37016493	13.701746
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.16545981	15.368812
unassigned	unassigned	unassigned	fibre	chartreuse3	37	batch2	TrH2	TrH2_76	21.021141	10.333443
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_71	-0.11798306	15.217009
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.40977946	14.064076
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_170	7.454484	9.767049
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_169	6.4084363	9.462879
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.34869996	13.818406
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	51	batch2	TrH2	TrH2_158	14.205311	-6.445893
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_79	-0.44934553	15.18525
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_3	3.0916514	-2.5656474
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_190	7.5976386	11.190316
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_72	-1.5790455	16.066217
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	0	batch2	TrH2	TrH2_162	9.349735	7.283867
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	7.0349007	10.529623
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_154	9.609486	7.550129
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_160	9.101716	8.073924
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.026183087	15.31893
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_57	-2.687052	10.136177
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.350011	11.02183
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_155	8.917064	3.9216142
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_164	6.4761047	8.986781
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	1	batch2	TrH2	TrH2_37	0.2779323	15.533927
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	1	batch2	TrH2	TrH2_91	-0.1378355	15.29393
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_164	6.354432	9.337389
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_175	6.8054485	10.828265
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	14	batch2	TrH2	TrH2_158	-4.3430314	5.8740005
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_171	6.9521604	10.57935
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_71	0.24423131	15.688639
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_64	-0.037146717	15.168263
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_80	-0.05303607	15.303146
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_172	8.440842	10.108612
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.016357264	15.331177
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_153	9.534763	7.745221
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_154	9.679364	7.475588
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_172	7.1126986	10.675593
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	6.975366	10.608533
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.34065518	13.923518
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_63	-0.63945687	15.453225
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	13	batch2	TrH2	TrH2_37	-0.7650518	15.76027
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_63	-0.23572803	15.21555
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_71	-0.04926265	15.227529
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	6	batch2	TrH2	TrH2_37	2.667842	-2.2634025
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_9	3.747384	-3.793661
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_64	-0.24869384	15.270719
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_155	8.941628	4.0050845
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_154	9.620444	7.432451
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_66	0.11683933	15.273465
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	TrH2	TrH2_154	4.341926	-1.9128479
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.055071656	15.29624
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_177	6.967864	10.645825
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_64	-0.03911858	15.185151
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_154	9.500001	7.661808
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	9	batch2	TrH2	TrH2_160	7.6408796	11.083489
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_77	-0.31185368	14.366678
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_176	7.361557	11.073999
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	13	batch2	TrH2	TrH2_37	-0.736349	15.771277
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.39439088	13.835019
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	7.006993	10.373028
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_23	4.2524886	-2.0777137
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	26	batch2	TrH2	TrH2_159	9.177218	9.0244465
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_81	-0.55915	15.505894
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_90	-0.3340922	15.285748
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_174	7.4768558	10.116279
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_76	-0.20138982	13.621627
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_62	-0.3480773	13.795402
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.47802	10.042321
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_87	-0.23784931	15.352764
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-12.1247	1.2310437
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_190	7.073699	10.789356
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_190	7.19941	11.146863
unassigned	unassigned	unassigned	trans_fibre_epithelia	gray85	13	batch2	TrH2	TrH2_92	-0.08629051	16.027098
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_175	7.063884	11.092492
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_77	-0.27919066	13.777945
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_78	-0.23291096	15.389174
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_163	9.346231	7.907447
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.40046698	13.877611
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_153	9.520917	7.5952525
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_170	7.921108	9.610461
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_164	6.962473	8.632492
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_176	7.001138	10.718789
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	17	batch2	TrH2	TrH2_160	7.634757	10.411732
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_81	0.36000386	15.653881
unassigned	unassigned	unassigned	trans_fibre_epithelia	gray85	13	batch2	TrH2	TrH2_93	-1.692892	16.07
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	49	batch2	TrH2	TrH2_159	9.127538	7.5010505
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	22	batch2	TrH2	TrH2_154	9.596537	7.550107
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_167	2.11169	-2.170245
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	TrH2	TrH2_186	-0.025540954	15.425619
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	9	batch2	TrH2	TrH2_160	7.7440457	9.686261
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	20	batch2	TrH2	TrH2_38	-12.002277	-1.1323527
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	14	batch2	TrH2	TrH2_158	9.639521	7.4680233
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	49	batch2	TrH2	TrH2_159	9.122624	7.3907585
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_67	-0.007802924	15.168545
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_186	6.9558024	11.733103
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	7.0136685	10.673961
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_68	-0.17527764	15.174608
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_66	0.6947824	17.013763
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_82	-0.23164785	15.255228
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_71	-0.12947832	15.50832
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_68	-0.21836182	15.061583
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	2.7254617	-1.822029
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	36	batch2	TrH2	TrH2_195	20.684288	10.1259365
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.009325	-0.23702434
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.244983	-1.6872065
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.510897	-1.1377128
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.2685478	-1.7352724
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	24	batch2	TrH2	TrH2_37	0.36505824	15.535166
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9302754	16.343534
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.511187	5.6181946
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.87923	5.241858
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.9987848	-1.6421216
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_152	8.623351	5.6989427
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	50	batch2	TrH2	TrH2_200	9.490742	23.320787
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.2014863	-1.6018182
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	57	batch2	TrH2	TrH2_201	17.313858	20.030037
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	49	batch2	TrH2	TrH2_159	9.202577	7.0839458
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_88	-0.05573043	15.250925
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.379716	8.250704
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	3.0831423	-1.7073518
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	2.9197533	-1.6680627
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	2.6454582	-1.8423529
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.67905	11.120469
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_3	3.8391159	-2.5822773
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-12.00047	-1.1499213
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	3.7279892	-1.6319621
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0550473	16.162306
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_198	22.221258	4.3276925
unassigned	unassigned	unassigned	fibre	chartreuse3	6	batch2	TrH2	TrH2_70	2.5070267	-2.0904927
unassigned	unassigned	unassigned	gland_1	darkorange3	6	batch2	TrH2	TrH2_119	2.367604	-2.0315802
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.2733202	3.130715
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_190	7.5035367	11.158153
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	52	batch2	TrH2	TrH2_198	22.220028	4.3146367
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	13.10401	18.852594
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.318933	5.191832
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	38	batch2	TrH2	TrH2_168	-10.045855	8.996086
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	TrH2	TrH2_202	-10.12141	8.935631
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.6569457	-1.7598239
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-12.123199	0.10369934
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.770081	3.375247
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.895059	-1.7430664
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.303576	1.0181727
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	44	batch2	TrH2	TrH2_131	-3.6358814	-7.236816
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.7546563	16.03455
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.6690407	-1.7838191
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_117	-11.715509	0.122935206
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.1421592	-1.7653599
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1803555	-1.63024
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	TrH2	TrH2_200	16.581951	-8.845273
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.682285	4.7016006
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.1080525	-1.7906519
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	50	batch2	TrH2	TrH2_200	9.490936	23.319197
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.712373	11.16142
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.1672916	-1.6880797
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.0100641	-1.6508187
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	TrH2	TrH2_180	9.360424	6.860453
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.1396406	-1.7650493
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	3.0466013	-1.7274551
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.2707047	-2.3798275
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.3417525	23.339989
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_170	13.517519	3.4243994
unassigned	unassigned	unassigned	peptidergic_nu	cyan4	48	batch2	TrH2	TrH2_216	14.849839	-10.754027
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.092685	18.838686
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.180941	11.056944
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.3484097	23.353277
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.9807954	16.16461
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	3.234159	-1.7630131
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.4109797	23.415188
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.33109182	15.9649105
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_134	13.356883	3.6459737
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	3.147998	-1.6381074
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_60	0.14479269	16.032768
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	TrH2	TrH2_131	-11.312545	1.1852863
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.059299	5.053166
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_167	6.3352556	9.208157
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	29	batch2	TrH2	TrH2_52	-2.5825925	10.223577
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.697256	11.145192
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	3.0781264	-1.7198935
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.119551	-1.7537277
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_9	4.6919675	-2.3094528
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_5	3.1160629	-1.6115557
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1855304	-1.7482555
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	2.725114	-2.3280137
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_59	-0.026924158	15.208798
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.3142824	-1.6519397
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_75	-1.7074714	16.158321
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_116	-11.968686	-1.0968032
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_60	-0.3085603	15.1621895
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	9.14368	4.9699116
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.16855848	15.488367
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_75	-1.7048839	16.018116
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	7.1851315	10.159348
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.018402	16.174982
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	-12.158249	1.1711123
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.7071843	-1.778992
unassigned	unassigned	unassigned	fibre	chartreuse3	6	batch2	TrH2	TrH2_70	3.088947	-1.6018361
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_149	8.882039	4.7269526
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_8	2.862218	-1.7483085
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_7	3.968363	-1.6442249
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_189	7.426618	11.251823
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_79	-0.1226868	15.265181
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_207	-8.118147	13.861819
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_150	9.765287	5.2525015
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.0908847	-1.672507
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.118743	18.865091
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.1700203	-1.6694694
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_66	-0.40754548	15.39284
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	2.6067524	-1.904629
unassigned	unassigned	unassigned	fibre	chartreuse3	20	batch2	TrH2	TrH2_60	7.3538446	8.251423
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_119	-11.335551	1.0254883
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.598421	2.8651237
unassigned	unassigned	unassigned	epithelia_unknown_1	plum3	55	batch2	TrH2	TrH2_130	-7.694727	20.540285
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_2	3.1220782	-1.6534728
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	0.09702228	15.322546
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.2562203	-1.6659245
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.670617	11.11374
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	6	batch2	TrH2	TrH2_169	3.1024504	-1.6247281
unassigned	unassigned	unassigned	fibre	chartreuse3	1	batch2	TrH2	TrH2_69	0.096504256	15.291002
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_1	2.9673157	-1.6375265
unassigned	unassigned	unassigned	lipophil	khaki2	6	batch2	TrH2	TrH2_6	3.364545	-1.6350644
