Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	4.954164	3.0772395
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-5.677244	12.831737
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	5.381718	0.81754255
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	8.783334	-5.3964667
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.1147523	10.111813
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_57	9.654829	-6.248275
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	8.939126	-5.5216756
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	8.993226	-5.594292
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.403243	-5.600528
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.15983605	2.308824
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	2.2379007	0.87445074
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_143	4.214719	9.225058
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_72	9.946254	-5.257311
trans_gland_epithelia	gray45	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	2.1169639	0.68658185
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_138	5.2179155	5.4282455
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	9.054606	-5.989945
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_8	-5.9333897	12.993148
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	11.809261	9.313658
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	4.9871798	9.771214
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	5.4285436	0.87958187
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-5.8751783	13.233834
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-5.7450767	13.164514
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-5.645915	12.889004
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	4.64788	4.8325787
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_96	2.030469	1.0639719
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	18.514732	-9.006827
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	2.0177686	0.9590427
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	9.417391	-6.214896
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.26482	-5.7722754
trans_epithelia_dorsal_ventral	gray95	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_140	0.5687196	2.1460154
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-5.852051	12.860097
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_120	4.549807	3.3407025
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	9.325157	-5.1316533
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_37	13.385495	14.732848
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	5.277656	9.990871
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	5.8399067	5.5644784
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	10.0569105	-6.0719876
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_8	-5.574924	12.891903
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_31	13.201649	13.534676
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.3647146	12.447268
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-6.025818	12.786341
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_112	4.709327	2.4278169
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_12	-6.230539	14.502592
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	9.672382	-6.330806
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-5.6831293	12.70406
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	0.4398051	2.0813234
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	9.883706	-6.674856
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	10.042483	-6.219959
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	3.055455	4.9052916
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	4.979617	0.858756
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	4.10913	1.4741441
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	4.307975	1.6028905
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	9.0064535	-5.0268483
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	5.223023	4.8989005
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	9.598345	-7.0324078
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	-11.221284	-3.8677974
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.7220275	-10.482537
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	11.773792	9.318687
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	-2.79716	-10.414524
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_38	13.436605	13.740871
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	9.374547	-6.777926
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-5.7672253	12.753926
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	19.713316	5.659479
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-5.7141323	12.772401
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	9.755014	-6.2759767
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	8.755117	-5.209552
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	2.8605099	0.80846775
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_82	4.0549827	1.7378947
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_121	4.9911265	2.9866183
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.405326	9.42646
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	8.955348	-4.1696444
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.736898	14.499395
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	4.8951087	2.6998186
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	5.399096	0.81572074
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	9.353224	-5.936451
trans_gland_epithelia	gray45	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	9.367995	-5.1312943
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.299513	-6.8218827
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	4.4312253	-0.17549892
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.607263	14.378645
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-5.9499354	12.830446
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-5.385055	-0.14624085
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	4.12716	1.5644761
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-5.454589	12.648612
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	4.749599	9.71923
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	5.0635037	9.681628
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.2937837	9.556577
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_112	4.874366	2.4157028
trans_gland_epithelia	gray45	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	2.2542655	0.5548514
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	5.478488	0.85061413
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-6.3761935	12.424233
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	-2.8711748	-10.311067
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	8.759164	-5.4984436
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.379459	-7.073222
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.809987	14.465174
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_108	3.8958817	3.9024074
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_151	-5.362791	-0.07500923
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	9.2462435	-4.966931
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	5.5467734	6.0491486
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_80	5.824031	1.9715084
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_25	-5.5348225	12.718737
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	5.1272182	3.1530797
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-6.061974	12.995172
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.601823	13.821507
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_57	9.341965	-6.1337247
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	3.637006	4.5043144
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	2.0537238	0.83451146
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	-5.29073	0.007741728
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	9.990064	-6.3397536
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	9.328991	-5.078216
epithelia_gland_like	orange	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	2.5402772	0.88750964
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.09092368	2.3259957
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	9.201938	-6.2057877
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.721405	-6.5090394
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_112	5.225677	2.716178
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_84	4.019039	1.7746449
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_8	-5.5855017	12.84894
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-5.321078	-0.082608886
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.3743396	9.514957
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.8433	14.52654
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_7	-5.542369	12.626688
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	4.1516347	1.6352247
epithelia_unknown_2	plum3	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	-9.419967	5.417438
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	5.0380435	10.597749
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_182	1.3078866	-9.111648
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	8.432004	-6.1596904
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_172	9.164626	22.20275
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	4.9875402	9.357602
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-6.2606936	13.32164
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.00757	-6.369343
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_38	13.649201	13.794227
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_184	8.167846	-11.677419
epithelia_unknown_2	plum3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	5.452016	6.250586
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	5.472881	5.2877803
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	2.1525302	0.87908334
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	4.9615717	10.655246
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_120	4.6976957	2.3664265
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	9.402238	-6.2181845
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	5.3565407	0.9454287
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	-11.211978	-3.8802857
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	4.1357856	3.2777472
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	4.4430614	9.455746
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-5.7118363	12.733279
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_140	5.788509	6.1186395
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	4.331287	3.733662
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	5.5070443	9.053369
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	9.348175	-6.1314077
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_140	4.8819685	9.283678
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.2808576	9.405761
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-5.4952083	12.77514
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	4.0938034	1.585187
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	9.577457	-7.1081495
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	5.566342	0.5740311
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.6730506	-10.49576
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.430293	5.429669
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.4574895	8.959265
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_80	4.373412	1.5684632
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.8556986	2.5299022
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_151	-5.3243847	-0.12667547
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_151	-5.2422047	-0.048186895
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	4.7499256	10.268508
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.0275955	9.311789
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.318001	-7.050231
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.05142888	2.364407
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_80	4.3047676	2.2395682
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-5.6226063	12.764392
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	4.4805374	1.5057939
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.418317	5.3949943
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_146	4.771585	9.474826
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	4.850668	9.468164
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	19.743908	5.79663
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	5.435439	5.346079
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_100	2.68627	0.9644293
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	5.1367645	9.361183
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	5.0675507	10.40757
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	1.3487265	21.181992
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_82	4.1371713	2.025031
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	9.190137	-6.4367495
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.14442012	2.2674112
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	1.8789653	0.5301471
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_178	-2.754785	-10.376514
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.797684	-5.9430923
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	-5.8436637	14.959935
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	8.999621	-5.2452726
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_183	4.7543507	-13.689311
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	4.1231036	1.642133
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	4.6987243	9.678201
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_58	9.216379	-5.6792417
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	2.0516522	0.9938064
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	18.717625	-10.242926
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_81	5.133835	1.1392521
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	5.3789105	4.859708
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.33515	14.499348
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_129	3.1754885	4.3168664
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_129	3.217229	4.6129527
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	18.67648	-9.845959
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	20.829062	12.432858
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	13.532566	14.543651
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_65	9.884217	-6.603981
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	9.114552	-6.466897
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	-2.8691173	-10.464838
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-5.617172	12.608579
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.543408	8.576946
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	18.588232	-9.133272
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	8.044592	-5.869966
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	4.418359	1.5012822
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_84	3.2278295	1.4609317
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	4.959063	10.784603
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	9.986074	-6.2598844
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.033339508	2.364051
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_6	-6.0635552	13.134004
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	9.364694	-7.020971
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	5.514606	5.5719013
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_31	13.411609	13.617002
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	0.5937127	2.1502671
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	1.3468561	21.182878
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.0919704	9.451643
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	4.8538327	4.047796
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-5.8338227	13.239139
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_41	13.654256	14.565875
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	2.0240674	0.64477694
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	9.710449	-5.359717
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	4.845389	5.2657237
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.649529	13.638396
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.8782277	4.2104073
trans_epithelia_dorsal_ventral	gray95	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_142	5.13394	1.1530373
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	-3.8305328	6.607649
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	4.1851926	1.6021421
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_141	5.6055756	5.9777937
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	9.0463295	-5.577604
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	19.740316	5.6896005
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_181	-7.2867	-7.0706477
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	9.733088	-6.7162094
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-5.808165	13.30417
epithelia_gland_like	orange	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	2.4059274	0.8547863
unknown_2.1	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	19.960276	10.769285
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	5.1178794	3.1858375
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_28	4.140607	-2.3898716
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_90	4.8806686	1.2283164
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	4.4662905	-0.13747716
